id,year,title,domain,primary_field,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,primary_topic,community_label,is_closure_node,domain_analysis_end_year
graphene_2d_materials::https://openalex.org/W4250262434,1991,News items,graphene_2d_materials,Metal and Thin Film Mechanics,100547,0,,W4250262434,10.1016/0025-5408(91)90198-u,0,Metal and Thin Film Mechanics,Metal and Thin Film Mechanics,0,2014
graphene_2d_materials::https://openalex.org/W4245855305,1994,Photo-rechargeable battery using new layer compound CuFeTe/sub 2/,graphene_2d_materials,Chalcogenide Semiconductor Thin Films,100157,0,,W4245855305,10.1109/stsm.1994.836094,0,Chalcogenide Semiconductor Thin Films,Chalcogenide Semiconductor Thin Films,0,2014
graphene_2d_materials::https://openalex.org/W4254066937,1991,News items,graphene_2d_materials,Metal and Thin Film Mechanics,100547,0,,W4254066937,10.1016/0025-5408(91)90114-2,0,Metal and Thin Film Mechanics,Metal and Thin Film Mechanics,0,2014
graphene_2d_materials::https://openalex.org/W2321217727,1992,Effect of Mo Additives on Tooth Surface Failure of Spur Gears.,graphene_2d_materials,Gear and Bearing Dynamics Analysis,100346,0,,W2321217727,10.1299/kikaic.58.1217,0,Gear and Bearing Dynamics Analysis,Gear and Bearing Dynamics Analysis,0,2014
graphene_2d_materials::https://openalex.org/W2146295857,1991,"The effect of phosphate on the hydrodenitrogenation activity and selectivity of alumina-supported sulfided Mo, Ni, and Ni$z.sbnd;Mo catalysts",graphene_2d_materials,Catalysis and Hydrodesulfurization Studies,100150,0,,W2146295857,10.1016/0021-9517(91)90276-a,135,Catalysis and Hydrodesulfurization Studies,Catalysis and Hydrodesulfurization Studies,0,2014
graphene_2d_materials::https://openalex.org/W1620871354,1993,Scanning Tunneling Microscopy Investigations of Metal Dichalcogenide Materials,graphene_2d_materials,Molecular Junctions and Nanostructures,100572,0,,W1620871354,,0,Molecular Junctions and Nanostructures,Molecular Junctions and Nanostructures,0,2014
graphene_2d_materials::https://openalex.org/W2952065577,1993,ChemInform Abstract: Structure and Distribution of Alkali Promoter in K/MoS2 Catalysts and Their Effects on Alcohol Synthesis from Syngas,graphene_2d_materials,Catalysts for Methane Reforming,100152,0,,W2952065577,10.1002/chin.199346121,0,Catalysts for Methane Reforming,Catalysts for Methane Reforming,0,2014
graphene_2d_materials::https://openalex.org/W2089651273,1991,ChemInform Abstract: Effect of Mo Loading of MoS2/γ‐Al2O3 on Diene Hydrogenation: Evidence of an “Elementary Ensemble” Site.,graphene_2d_materials,Electrocatalysts for Energy Conversion,100276,0,,W2089651273,10.1002/chin.199136080,0,Electrocatalysts for Energy Conversion,Electrocatalysts for Energy Conversion,0,2014
graphene_2d_materials::https://openalex.org/W1963579839,1993,Graphene textures: tubules and whiskers related to fullerene crystallography,graphene_2d_materials,Fullerene Chemistry and Applications,100335,0,,W1963579839,10.1107/s0108767378090091,0,Fullerene Chemistry and Applications,Fullerene Chemistry and Applications,0,2014
graphene_2d_materials::https://openalex.org/W2010211434,1990,On some properties of COPNA resin,graphene_2d_materials,Tribology and Wear Analysis,100828,0,,W2010211434,10.4325/seikeikakou.2.511,0,Tribology and Wear Analysis,Tribology and Wear Analysis,0,2014
graphene_2d_materials::https://openalex.org/W2037545041,1991,DEVELOPMENT OF CAICISS (COAXIAL IMPACT-COLLISION ION SCATTERING SPECTROSCOPY) EQUIPMENT AND ITS APPLICATION,graphene_2d_materials,Ion-surface interactions and analysis,100455,0,,W2037545041,10.2116/analsci.7.supple_443,0,Ion-surface interactions and analysis,Ion-surface interactions and analysis,0,2014
graphene_2d_materials::https://openalex.org/W4210549827,1991,7193. Tribological performance and deformation of sputter-deposited MoS2 solid lubricant films during sliding wear and indentation contact,graphene_2d_materials,Tribology and Wear Analysis,100828,0,,W4210549827,10.1016/0042-207x(91)91000-e,0,Tribology and Wear Analysis,Tribology and Wear Analysis,0,2014
graphene_2d_materials::https://openalex.org/W2313831383,1994,Mechanism of formation of polychlorinated dibenzo-p-dioxins and dibenzofurans in the catalyzed combustion of carbon,graphene_2d_materials,Toxic Organic Pollutants Impact,100821,0,,W2313831383,10.1021/es00051a019,204,Toxic Organic Pollutants Impact,Toxic Organic Pollutants Impact,0,2014
graphene_2d_materials::https://openalex.org/W1511367601,1992,Acumulación de recursos en sede casacional,graphene_2d_materials,Legal processes and jurisprudence,100480,0,,W1511367601,10.1016/j.jhazmat.2019.121069,0,Legal processes and jurisprudence,Legal processes and jurisprudence,0,2014
graphene_2d_materials::https://openalex.org/W2068747080,1993,Discriminating Molecular Length of Chemically Adsorbed Molecules Using an Atomic Force Microscope Having a Tip Covered with Sensor Molecules (An Atomic Force Microscope Having Chemical Sensing Function),graphene_2d_materials,Force Microscopy Techniques and Applications,100328,0,,W2068747080,10.1143/jjap.32.l294,82,Force Microscopy Techniques and Applications,Force Microscopy Techniques and Applications,0,2014
graphene_2d_materials::https://openalex.org/W25002065,1992,Ejecutividad y firmeza en las sanciones a jueces y magistrados,graphene_2d_materials,Legal processes and jurisprudence,100480,0,,W25002065,10.1088/0953-8984/26/30/306004,0,Legal processes and jurisprudence,Legal processes and jurisprudence,0,2014
graphene_2d_materials::https://openalex.org/W2094403173,1990,Development of seismic support snubber using solid lubricant.,graphene_2d_materials,Tribology and Wear Analysis,100828,0,,W2094403173,10.1299/jsmec1988.33.371,0,Tribology and Wear Analysis,Tribology and Wear Analysis,0,2014
graphene_2d_materials::https://openalex.org/W1650065790,1990,Plasma-assisted physical vapor deposition surface treatments for tribological control,graphene_2d_materials,Metal and Thin Film Mechanics,100547,0,,W1650065790,,0,Metal and Thin Film Mechanics,Metal and Thin Film Mechanics,0,2014
graphene_2d_materials::https://openalex.org/W4236292450,1990,News,graphene_2d_materials,Polymer Science and Applications,100679,0,,W4236292450,10.1016/0301-679x(90)90073-x,0,Polymer Science and Applications,Polymer Science and Applications,0,2014
graphene_2d_materials::https://openalex.org/W2050890060,1994,Injection of v-mos-transformed and irradiated macrophages leads to longlasting specific acceptance of MHC-allogeneic heart grafts and specific prolongation of skin graft survival in mice,graphene_2d_materials,Immunotherapy and Immune Responses,100424,0,,W2050890060,10.1111/j.1432-2277.1994.tb01454.x,0,Immunotherapy and Immune Responses,Immunotherapy and Immune Responses,0,2014
graphene_2d_materials::https://openalex.org/W29556055,1993,"こうして取得,ISO9000--帝人化成の取り組み",graphene_2d_materials,Graphene research and applications,100373,0,,W29556055,10.1038/s41598-018-23206-8,0,Graphene research and applications,Graphene research and applications,0,2014
graphene_2d_materials::https://openalex.org/W35629317,1991,Gender and Race in the Classroom; Teaching Way out of Line.,graphene_2d_materials,Teacher Education and Leadership Studies,100803,0,,W35629317,10.3390/life12050649,69,Teacher Education and Leadership Studies,Teacher Education and Leadership Studies,0,2014
graphene_2d_materials::https://openalex.org/W20184254,1994,Advanced Solid Lubricant Films by Ion-Beam Assisted Deposition.,graphene_2d_materials,Metal and Thin Film Mechanics,100547,0,,W20184254,,0,Metal and Thin Film Mechanics,Metal and Thin Film Mechanics,0,2014
graphene_2d_materials::https://openalex.org/W2607782278,1994,Characterization of a monolayer graphitic structure,graphene_2d_materials,Carbon Nanotubes in Composites,100144,0,,W2607782278,10.1017/s0424820100171535,0,Carbon Nanotubes in Composites,Carbon Nanotubes in Composites,0,2014
graphene_2d_materials::https://openalex.org/W2034029316,1991,Manual on catalyst characterization (Recommendations 1991),graphene_2d_materials,Catalytic Processes in Materials Science,100154,0,,W2034029316,10.1351/pac199163091227,154,Catalytic Processes in Materials Science,Catalytic Processes in Materials Science,0,2014
graphene_2d_materials::https://openalex.org/W53857405,1993,Observation of Organic Molecules by Scanning Tunneling Microscope,graphene_2d_materials,Force Microscopy Techniques and Applications,100328,0,,W53857405,,0,Force Microscopy Techniques and Applications,Force Microscopy Techniques and Applications,0,2014
graphene_2d_materials::https://openalex.org/W2188669799,1993,by Seawaemtieeg Wwaiteeegimg Mieves￠ope,graphene_2d_materials,Spectroscopy and Quantum Chemical Studies,100780,0,,W2188669799,,0,Spectroscopy and Quantum Chemical Studies,Spectroscopy and Quantum Chemical Studies,0,2014
graphene_2d_materials::https://openalex.org/W2318936978,1994,Structure of Cyclodextrin Inclusion Complexes Studied by Using the Lattice Matching Model of .ALPHA.-Cyclodextrin Commensurate with Molybdenum Disulfide.,graphene_2d_materials,Crystallization and Solubility Studies,100213,0,,W2318936978,10.1380/jsssj.15.610,0,Crystallization and Solubility Studies,Crystallization and Solubility Studies,0,2014
graphene_2d_materials::https://openalex.org/W2319464854,1991,Friction properties of lubricating oil mixed with K2Ti6O13 fibres.,graphene_2d_materials,Electrical Contact Performance and Analysis,100275,0,,W2319464854,10.1299/kikaic.57.940,0,Electrical Contact Performance and Analysis,Electrical Contact Performance and Analysis,0,2014
graphene_2d_materials::https://openalex.org/W34570478,1991,Environmental recover in Prince William Sound and the Gulf of Alaska,graphene_2d_materials,Marine and environmental studies,100512,0,,W34570478,10.1021/acsami.1c13922,0,Marine and environmental studies,Marine and environmental studies,0,2014
graphene_2d_materials::https://openalex.org/W1985653259,1992,Thermal conversions of dodecacarbonyltriiron on the surface of titanium and molybdenum disulfides,graphene_2d_materials,Chalcogenide Semiconductor Thin Films,100157,0,,W1985653259,10.1007/bf00863907,0,Chalcogenide Semiconductor Thin Films,Chalcogenide Semiconductor Thin Films,0,2014
graphene_2d_materials::https://openalex.org/W2736952526,1992,Surface Phonons,graphene_2d_materials,Acoustic Wave Resonator Technologies,100009,0,,W2736952526,10.1051/epn/19922304063,8,Acoustic Wave Resonator Technologies,Acoustic Wave Resonator Technologies,0,2014
graphene_2d_materials::https://openalex.org/W2330242358,1991,Special Articles on Technology and Its Characterization for Synthesis of Inorganic Materials. Lubricity of Synthetic Intercalation Compounds of CrxTaS2 with Layered Structure.,graphene_2d_materials,Chalcogenide Semiconductor Thin Films,100157,0,,W2330242358,10.1246/nikkashi.1991.1309,0,Chalcogenide Semiconductor Thin Films,Chalcogenide Semiconductor Thin Films,0,2014
graphene_2d_materials::https://openalex.org/W1517704543,1991,Presenting features and prognosis of chronic lymphocytic leukemia in younger adults [see comments],graphene_2d_materials,Chronic Lymphocytic Leukemia Research,100167,0,,W1517704543,10.1182/blood.v78.6.1545.bloodjournal7861545,40,Chronic Lymphocytic Leukemia Research,Chronic Lymphocytic Leukemia Research,0,2014
graphene_2d_materials::https://openalex.org/W2020982623,1990,An explanation for the rise in T<sub>c</sub>in the Tl and Bi-based high-temperature superconductors,graphene_2d_materials,Physics of Superconductivity and Magnetism,100661,0,,W2020982623,10.1088/0953-8984/2/10/020,13,Physics of Superconductivity and Magnetism,Physics of Superconductivity and Magnetism,0,2014
graphene_2d_materials::https://openalex.org/W284788437,1992,"Lubricant evaluation of the alpha and beta joints, phase 2",graphene_2d_materials,Metal and Thin Film Mechanics,100547,0,,W284788437,,0,Metal and Thin Film Mechanics,Metal and Thin Film Mechanics,0,2014
graphene_2d_materials::https://openalex.org/W2015558289,1994,Cobalt particles wrapped in graphitic carbon prepared by an arc discharge method,graphene_2d_materials,Carbon Nanotubes in Composites,100144,0,,W2015558289,10.1063/1.355901,79,Carbon Nanotubes in Composites,Carbon Nanotubes in Composites,0,2014
graphene_2d_materials::https://openalex.org/W2318625638,1994,Contact Stability Analysis on Some Impedance Control Methods.,graphene_2d_materials,Robot Manipulation and Learning,100735,0,,W2318625638,10.7210/jrsj.12.489,26,Robot Manipulation and Learning,Robot Manipulation and Learning,0,2014
graphene_2d_materials::https://openalex.org/W2285866338,1992,Corrosion of nickel-molybdenum disulphide electro composites,graphene_2d_materials,Electrodeposition and Electroless Coatings,100279,0,,W2285866338,,0,Electrodeposition and Electroless Coatings,Electrodeposition and Electroless Coatings,0,2014
graphene_2d_materials::https://openalex.org/W2258276773,1990,Optimised Bonded Solid Lubricant Technology,graphene_2d_materials,Tribology and Wear Analysis,100828,0,,W2258276773,,0,Tribology and Wear Analysis,Tribology and Wear Analysis,0,2014
graphene_2d_materials::https://openalex.org/W2936842499,1991,Training and education for online,graphene_2d_materials,Minerals Flotation and Separation Techniques,100565,0,,W2936842499,10.1016/0268-4012(91)90053-f,0,Minerals Flotation and Separation Techniques,Minerals Flotation and Separation Techniques,0,2014
graphene_2d_materials::https://openalex.org/W4241327178,1991,"ARALL (aramid aluminum laminate): a literature surveyBogegard, S. Report No Pb90-201542/XAB Feb. 1990 21 pp (in Swedish)",graphene_2d_materials,Concrete and Cement Materials Research,100194,0,,W4241327178,10.1016/0142-1123(91)90138-o,0,Concrete and Cement Materials Research,Concrete and Cement Materials Research,0,2014
graphene_2d_materials::https://openalex.org/W4252055578,1991,Correction: Vertical Transmission of Human Immunodeficiency Virus is Correlated with the Absence of High-Affinity/Avidity Maternal Antibodies to the gp120 Principal Neutralizing Domain,graphene_2d_materials,Graphene and Nanomaterials Applications,100372,0,,W4252055578,10.1073/pnas.88.3.1084a,0,Graphene and Nanomaterials Applications,Graphene and Nanomaterials Applications,0,2014
graphene_2d_materials::https://openalex.org/W4233820963,1991,An enhancer variant of Moloney murine leukemia virus defective in leukemogenesis does not generate detectable mink cell focus-inducing virus <i>in vivo</i>,graphene_2d_materials,Virus-based gene therapy research,100843,0,,W4233820963,10.1073/pnas.88.11.5066-b,0,Virus-based gene therapy research,Virus-based gene therapy research,0,2014
graphene_2d_materials::https://openalex.org/W4243018382,1992,"Material and tribological considerations for turbopump bearingsWedeven, L.D. and Miller, N.C. Lubr. Eng. Dec. 1991 47 (12) 1009–1017",graphene_2d_materials,Lubricants and Their Additives,100495,0,,W4243018382,10.1016/0142-1123(92)90507-9,0,Lubricants and Their Additives,Lubricants and Their Additives,0,2014
graphene_2d_materials::https://openalex.org/W2040274091,1990,Measurement of work function using an electron gun in the retarding field regime,graphene_2d_materials,Electron and X-Ray Spectroscopy Techniques,100285,0,,W2040274091,10.1016/0040-6090(90)90157-9,0,Electron and X-Ray Spectroscopy Techniques,Electron and X-Ray Spectroscopy Techniques,0,2014
graphene_2d_materials::https://openalex.org/W2002605544,1992,Metal injection moulding of sieve size nickel-molybdenum steel powders,graphene_2d_materials,Electrodeposition and Electroless Coatings,100279,0,,W2002605544,10.1016/0026-0657(92)91967-o,0,Electrodeposition and Electroless Coatings,Electrodeposition and Electroless Coatings,0,2014
graphene_2d_materials::https://openalex.org/W36756529,1992,教育・国家・コミュニティ : アーミッシュの文化と教育を手がかりに,graphene_2d_materials,Metamaterials and Metasurfaces Applications,100554,0,,W36756529,10.1039/d2na00577h,0,Metamaterials and Metasurfaces Applications,Metamaterials and Metasurfaces Applications,0,2014
graphene_2d_materials::https://openalex.org/W26347126,1993,19. 糖尿病性壊疽による下肢切断の検討 : 切断-1 : 第30回 日本リハビリテーション医学会 学術集会,graphene_2d_materials,Graphene and Nanomaterials Applications,100372,0,,W26347126,10.2147/ijn.s88319,0,Graphene and Nanomaterials Applications,Graphene and Nanomaterials Applications,0,2014
graphene_2d_materials::https://openalex.org/W647006082,1991,Tribology needs for future space and aeronautical systems,graphene_2d_materials,Tribology and Wear Analysis,100828,0,,W647006082,,21,Tribology and Wear Analysis,Tribology and Wear Analysis,0,2014
graphene_2d_materials::https://openalex.org/W4230205277,1991,Influence of sonic wave characteristics on sonic sieving efficiency,graphene_2d_materials,Graphene research and applications,100373,0,,W4230205277,10.1016/0026-0657(91)91998-l,0,Graphene research and applications,Graphene research and applications,0,2014
graphene_2d_materials::https://openalex.org/W28722730,1992,"Esigenza di nuova cultura democratica in Italia, in the proceedings of the conference ""Cultura e Democrazia nell'Europa che cambia di fronte alle sfide del duemila""",graphene_2d_materials,Educational and Social Studies,100273,0,,W28722730,10.1039/c7cp03757k,0,Educational and Social Studies,Educational and Social Studies,0,2014
graphene_2d_materials::https://openalex.org/W25056422,1991,"Coplas y ripios. Madrid, 23 de noviembre de 1991",graphene_2d_materials,Social Sciences and Policies,100762,0,,W25056422,10.1002/jcc.23686,0,Social Sciences and Policies,Social Sciences and Policies,0,2014
graphene_2d_materials::https://openalex.org/W4254921913,1991,Journal of applied mathematics &amp; mechanics contents of next issue,graphene_2d_materials,"Soil, Finite Element Methods",100767,0,,W4254921913,10.1016/0021-8928(91)90101-y,0,"Soil, Finite Element Methods","Soil, Finite Element Methods",0,2014
graphene_2d_materials::https://openalex.org/W4233892598,1992,"Flexural fatigue behaviour of a cast P100 graphite-fibre-reinforced 6061 aluminium composite laminateDutta I., Mitra, S. and Hansen, R.C. Scr. Metall. Mater. July 1991 25, (7), 1601–1606",graphene_2d_materials,Advanced ceramic materials synthesis,100057,0,,W4233892598,10.1016/0142-1123(92)90012-2,0,Advanced ceramic materials synthesis,Advanced ceramic materials synthesis,0,2014
graphene_2d_materials::https://openalex.org/W2062835191,1991,The role of Ni in sulfided carbon-supported Ni$z.sbnd;Mo hydrodesulfurization catalysts,graphene_2d_materials,Catalysis and Hydrodesulfurization Studies,100150,0,,W2062835191,10.1016/0021-9517(91)90268-9,17,Catalysis and Hydrodesulfurization Studies,Catalysis and Hydrodesulfurization Studies,0,2014
graphene_2d_materials::https://openalex.org/W2000038390,1991,SWINE ANAESTHESIA FOR EXPERIMENTAL ORTHOTOPIC LIVER TRANSPLANTATION: PRELIMINARY PROTOCOLS,graphene_2d_materials,Organ Transplantation Techniques and Outcomes,100622,0,,W2000038390,10.1111/j.1467-2995.1991.tb00565.x,0,Organ Transplantation Techniques and Outcomes,Organ Transplantation Techniques and Outcomes,0,2014
graphene_2d_materials::https://openalex.org/W28090610,1990,W-VI-3 上部消化管手術後感染予防( 第36回日本消化器外科学会総会),graphene_2d_materials,Graphene research and applications,100373,0,,W28090610,10.1039/c6nr05902c,0,Graphene research and applications,Graphene research and applications,0,2014
graphene_2d_materials::https://openalex.org/W2019806800,1993,"Lactate and muscular exercise, some new concepts, a new view",graphene_2d_materials,Advanced Sensor and Energy Harvesting Materials,100047,0,,W2019806800,10.1016/s0765-1597(05)80002-4,0,Advanced Sensor and Energy Harvesting Materials,Advanced Sensor and Energy Harvesting Materials,0,2014
graphene_2d_materials::https://openalex.org/W2616282929,1990,Untitled,graphene_2d_materials,Advanced ceramic materials synthesis,100057,0,,W2616282929,10.1016/s0026-0657(10)80233-4,0,Advanced ceramic materials synthesis,Advanced ceramic materials synthesis,0,2014
graphene_2d_materials::https://openalex.org/W34139125,1992,Star Trek VI: conspiración para matar a un Klingon,graphene_2d_materials,Cuban History and Society,100216,0,,W34139125,10.1021/acsnano.0c10864,0,Cuban History and Society,Cuban History and Society,0,2014
graphene_2d_materials::https://openalex.org/W32542776,1991,Aerodynamic detuning for aeroelastic control of stability and forced response of supersonic rotors,graphene_2d_materials,Computational Fluid Dynamics and Aerodynamics,100192,0,,W32542776,10.1002/jcc.26363,0,Computational Fluid Dynamics and Aerodynamics,Computational Fluid Dynamics and Aerodynamics,0,2014
graphene_2d_materials::https://openalex.org/W2912889376,1990,Scattering between composite particles composed of fermions in the one-dimensional delta-force model,graphene_2d_materials,Graphene research and applications,100373,0,,W2912889376,10.1016/0003-4916(90)90208-6,0,Graphene research and applications,Graphene research and applications,0,2014
graphene_2d_materials::https://openalex.org/W28683155,1994,La face cachée de l'Afrique selon Pomponius Méla,graphene_2d_materials,African history and culture analysis,100066,0,,W28683155,10.1002/chem.201702387,0,African history and culture analysis,African history and culture analysis,0,2014
graphene_2d_materials::https://openalex.org/W4394701844,1994,Deactivation of Co－Mo/MgO－Al2O3 Type Water-Gas Shift Catalyst,graphene_2d_materials,Catalytic Processes in Materials Science,100154,0,,W4394701844,10.3724/j.issn.1000-0518.1994.1.58,0,Catalytic Processes in Materials Science,Catalytic Processes in Materials Science,0,2014
graphene_2d_materials::https://openalex.org/W2033373734,1992,Increased business — by design,graphene_2d_materials,Graphene research and applications,100373,0,,W2033373734,10.1016/0026-0657(92)91524-n,0,Graphene research and applications,Graphene research and applications,0,2014
graphene_2d_materials::https://openalex.org/W4246068363,1992,Friction materials — a review,graphene_2d_materials,Tribology and Wear Analysis,100828,0,,W4246068363,10.1016/0026-0657(92)92053-t,0,Tribology and Wear Analysis,Tribology and Wear Analysis,0,2014
graphene_2d_materials::https://openalex.org/W26516830,1990,B-32 超微小硬度計を用いた歯質の硬さについて,graphene_2d_materials,Graphene research and applications,100373,0,,W26516830,10.3390/molecules201019540,0,Graphene research and applications,Graphene research and applications,0,2014
graphene_2d_materials::https://openalex.org/W19736956,1993,1.産業医科大学における心療内科の現況(第31回日本心身医学会九州地方会演題抄録),graphene_2d_materials,Graphene research and applications,100373,0,,W19736956,10.1021/jp903653z,0,Graphene research and applications,Graphene research and applications,0,2014
graphene_2d_materials::https://openalex.org/W35531546,1993,Femme et education: Une equation determinante pour le developpement humain en Afrique (Women and Education: A Determining Equation for Human Development in Africa).,graphene_2d_materials,"Poverty, Education, and Child Welfare",100689,0,,W35531546,10.1039/c9ra06828g,0,"Poverty, Education, and Child Welfare","Poverty, Education, and Child Welfare",0,2014
graphene_2d_materials::https://openalex.org/W2519221136,1994,Special Issue on Recent Developments of Photoemission Spectroscopy. An STM Study of the Superstructures of Layer Compound Surfaces Treated with NaOH Solutions.,graphene_2d_materials,Chalcogenide Semiconductor Thin Films,100157,0,,W2519221136,10.1380/jsssj.15.541,0,Chalcogenide Semiconductor Thin Films,Chalcogenide Semiconductor Thin Films,0,2014
graphene_2d_materials::https://openalex.org/W2127296823,1994,Chemical approaches to the design of oxide materials,graphene_2d_materials,Catalysis and Oxidation Reactions,100151,0,,W2127296823,10.1351/pac199466091765,16,Catalysis and Oxidation Reactions,Catalysis and Oxidation Reactions,0,2014
graphene_2d_materials::https://openalex.org/W2951007758,1992,LNHAL2HN - NEW PHASES IN THE TERNARY-SYSTEM LN/HAL/H .1. STRUCTURES,graphene_2d_materials,Nuclear Materials and Properties,100605,0,,W2951007758,,0,Nuclear Materials and Properties,Nuclear Materials and Properties,0,2014
graphene_2d_materials::https://openalex.org/W146183920,1992,High-Resolution Photoemission Investigation Of Phase-Transitions In 1T-Tas2,graphene_2d_materials,Organic and Molecular Conductors Research,100627,0,,W146183920,,0,Organic and Molecular Conductors Research,Organic and Molecular Conductors Research,0,2014
graphene_2d_materials::https://openalex.org/W39101483,1991,159. II-TV (2048×2048 マトリクス) リアルタイムデジタルラジオグラフィの画質評価(X 線装置-6 DR 装置-1 2048 マトリックス),graphene_2d_materials,Graphene research and applications,100373,0,,W39101483,10.1039/d4nr01478b,0,Graphene research and applications,Graphene research and applications,0,2014
graphene_2d_materials::https://openalex.org/W4245263874,1992,Introduction to the issue,graphene_2d_materials,Tribology and Wear Analysis,100828,0,,W4245263874,10.1016/0894-1777(92)90014-v,0,Tribology and Wear Analysis,Tribology and Wear Analysis,0,2014
graphene_2d_materials::https://openalex.org/W4249507998,1991,Incommensurate structures,graphene_2d_materials,Mineralogy and Gemology Studies,100564,0,,W4249507998,10.1098/rsta.1991.0023,8,Mineralogy and Gemology Studies,Mineralogy and Gemology Studies,0,2014
graphene_2d_materials::https://openalex.org/W1981935265,1994,A Phase of Liposomes with Entangled Tubular Vesicles,graphene_2d_materials,Lipid Membrane Structure and Behavior,100487,0,,W1981935265,10.1126/science.7973704,94,Lipid Membrane Structure and Behavior,Lipid Membrane Structure and Behavior,0,2014
graphene_2d_materials::https://openalex.org/W620109111,1991,INSITU RAMAN INVESTIGATION OF HYDRODESULFURIZATION CATALYSTS,graphene_2d_materials,Catalysis and Hydrodesulfurization Studies,100150,0,,W620109111,,0,Catalysis and Hydrodesulfurization Studies,Catalysis and Hydrodesulfurization Studies,0,2014
graphene_2d_materials::https://openalex.org/W23681477,1991,Los servicios de valor añadido (SVA) en la lot,graphene_2d_materials,"Finance, Taxation, and Governance",100317,0,,W23681477,10.1039/c3nr01108a,0,"Finance, Taxation, and Governance","Finance, Taxation, and Governance",0,2014
graphene_2d_materials::https://openalex.org/W4248394135,1994,Members of the expert panel and their areas of expertise,graphene_2d_materials,"Science, Research, and Medicine",100744,0,,W4248394135,10.1016/s0273-2300(05)80013-3,0,"Science, Research, and Medicine","Science, Research, and Medicine",0,2014
graphene_2d_materials::https://openalex.org/W336446773,1991,Fracture Toughness of Carbon/Carbon Composites.,graphene_2d_materials,Fiber-reinforced polymer composites,100316,0,,W336446773,,0,Fiber-reinforced polymer composites,Fiber-reinforced polymer composites,0,2014
graphene_2d_materials::https://openalex.org/W2034539733,1990,Micronutrient workshop: Summary of discussions,graphene_2d_materials,Ammonia Synthesis and Nitrogen Reduction,100080,0,,W2034539733,10.1016/0378-1127(90)90056-h,0,Ammonia Synthesis and Nitrogen Reduction,Ammonia Synthesis and Nitrogen Reduction,0,2014
graphene_2d_materials::https://openalex.org/W214821612,1993,2-D Polymerized Langmuir-Blodgett Films Studied by STM,graphene_2d_materials,Lipid Membrane Structure and Behavior,100487,0,,W214821612,,0,Lipid Membrane Structure and Behavior,Lipid Membrane Structure and Behavior,0,2014
graphene_2d_materials::https://openalex.org/W18811211,1992,Avances tecnologicos en el area de materiales,graphene_2d_materials,"Business, Education, Mathematics Research",100138,0,,W18811211,10.1021/nl801106p,0,"Business, Education, Mathematics Research","Business, Education, Mathematics Research",0,2014
graphene_2d_materials::https://openalex.org/W23354435,1991,123 Development of Mouse Early Embryos in CZB Medium.,graphene_2d_materials,Animal Genetics and Reproduction,100090,0,,W23354435,10.1039/c2nr33521b,0,Animal Genetics and Reproduction,Animal Genetics and Reproduction,0,2014
graphene_2d_materials::https://openalex.org/W33103693,1993,Историография. Н. Г. ДУМОВА. ЛИБЕРАЛ В РОССИИ: ТРАГЕДИЯ НЕСОВМЕСТИМОСТИ (ИСТОРИЧЕСКИЙ ПОРТРЕТ П. Н. МИЛЮКОВА),graphene_2d_materials,Advanced Chemical Sensor Technologies,100022,0,,W33103693,10.1039/d0tb01748e,0,Advanced Chemical Sensor Technologies,Advanced Chemical Sensor Technologies,0,2014
graphene_2d_materials::https://openalex.org/W2515715418,1990,"Supported molybdenum oxide catalyst. Structure and chemistry of oxidized, reduced, and sulfided surfaces.",graphene_2d_materials,Catalysis and Hydrodesulfurization Studies,100150,0,,W2515715418,10.1627/jpi1958.33.347,10,Catalysis and Hydrodesulfurization Studies,Catalysis and Hydrodesulfurization Studies,0,2014
graphene_2d_materials::https://openalex.org/W29560994,1993,日本大企業の所有構造の変容 : 平成3年の所有状況を中心として (統一テーマ -経営における技術と人間-)(丸山康則先生・山之内昭夫先生退官記念号),graphene_2d_materials,Advanced Fiber Optic Sensors,100029,0,,W29560994,10.1039/c7an01891f,0,Advanced Fiber Optic Sensors,Advanced Fiber Optic Sensors,0,2014
graphene_2d_materials::https://openalex.org/W23859629,1990,ステ-ジで競い合う雄たち--レック繁殖の進化,graphene_2d_materials,Graphene and Nanomaterials Applications,100372,0,,W23859629,10.1021/nn402599x,0,Graphene and Nanomaterials Applications,Graphene and Nanomaterials Applications,0,2014
graphene_2d_materials::https://openalex.org/W4250580164,1991,7194. Film thickness distribution control with off-axis circular magnetron sources onto rotating substrate holders: comparison of computer simulation with pratical results,graphene_2d_materials,Metal and Thin Film Mechanics,100547,0,,W4250580164,10.1016/0042-207x(91)91001-5,0,Metal and Thin Film Mechanics,Metal and Thin Film Mechanics,0,2014
graphene_2d_materials::https://openalex.org/W230315228,1993,SDI — its history and offspring,graphene_2d_materials,CO2 Reduction Techniques and Catalysts,100140,0,,W230315228,10.1016/0265-9646(93)90063-f,0,CO2 Reduction Techniques and Catalysts,CO2 Reduction Techniques and Catalysts,0,2014
graphene_2d_materials::https://openalex.org/W2019833608,1990,Anencephalic infants as organ donors. Legal and ethical perspectives,graphene_2d_materials,Advanced biosensing and bioanalysis techniques,100056,0,,W2019833608,10.1016/0168-8510(90)90139-5,0,Advanced biosensing and bioanalysis techniques,Advanced biosensing and bioanalysis techniques,0,2014
