paper_id,title,domain,year,primary_field,is_landmark,reference_count,B,degree,RS,field_simpson,field_variety,DeltaQ0,Uzzi,RTD,community_variety,BurtIP,effective_size,constraint_inv,PDE
graphene_2d_materials::https://openalex.org/W1996279069,The tribological properties of MoS2/metal composite coatings deposited by closed field magnetron sputtering,graphene_2d_materials,1997,Metal and Thin Film Mechanics,0,11,0.8363636363636363,11.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.9008264462809918,9.90909090909091,5.32030534351145,-1.000088900581841e-12
graphene_2d_materials::https://openalex.org/W2012805470,Scanning tunneling microscopic investigation of Kx(H2O)yMoS2,graphene_2d_materials,1997,Molecular Junctions and Nanostructures,0,8,0.9285714285714284,8.0,0.767397796033993,0.8125,6.0,-0.1,0.956414316349826,0.8125,6.0,0.9375,7.5,4.923076923076923,1.7328679513938632
graphene_2d_materials::https://openalex.org/W2042256986,Shear strength measurements of parallel MoSx thin films,graphene_2d_materials,1997,Metal and Thin Film Mechanics,0,6,0.6222222222222222,6.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.7222222222222222,4.333333333333333,2.599799398194584,-1.000088900581841e-12
graphene_2d_materials::https://openalex.org/W2049196330,Tribological behaviour of high performance MoS2 coatings produced by magnetron sputtering,graphene_2d_materials,1997,Metal and Thin Film Mechanics,0,5,0.65,5.0,0.2914921341960081,0.3199999999999998,2.0,-0.0243055555555555,0.0,0.3199999999999998,2.0,0.76,3.8,2.073732718894009,0.5004024235361879
graphene_2d_materials::https://openalex.org/W2051541549,Nanometre-size tubes of carbon,graphene_2d_materials,1997,Carbon Nanotubes in Composites,0,8,0.9642857142857142,8.0,0.3739751387816048,0.40625,3.0,0.0185185185185184,0.0,0.40625,3.0,0.96875,7.75,6.095238095238095,0.7356219397557947
graphene_2d_materials::https://openalex.org/W2072739422,"Preparation, structure and properties of MoSx films",graphene_2d_materials,1997,Metal and Thin Film Mechanics,0,6,0.3,6.0,0.4512846726149889,0.5,3.0,-0.0184760294650403,0.5590262014839471,0.5,3.0,0.611111111111111,3.6666666666666665,2.0702875399361025,0.8675632284784613
graphene_2d_materials::https://openalex.org/W2079745204,On the flexibility of the active phase in hydrotreating catalysts,graphene_2d_materials,1997,Catalysis and Hydrodesulfurization Studies,0,58,0.9381125226860254,58.0,0.4273563576339392,0.4898929845422116,13.0,0.019118622310233,0.4133577306885482,0.4898929845422116,13.0,0.971462544589774,56.3448275862069,27.183830585403665,1.2829004407858244
graphene_2d_materials::https://openalex.org/W2084059690,Interaction of Hydrogen and Thiophene with Ni/MoS<sub>2</sub> and Zn/MoS<sub>2</sub> Surfaces:  A Molecular Orbital Study,graphene_2d_materials,1997,Catalysis and Hydrodesulfurization Studies,0,5,1.0,5.0,0.2497978472837955,0.3199999999999998,2.0,0.02,0.0,0.3199999999999998,2.0,1.0,5.0,4.999999999999999,0.5004024235361879
graphene_2d_materials::https://openalex.org/W2088953825,"Angle-resolved ultraviolet photoelectron spectroscopy of thin films of bis(1,2,5-thiadiazolo)-p-quinobis (1,3-dithiole) on the MoS2 surface",graphene_2d_materials,1997,Electron and X-Ray Spectroscopy Techniques,0,5,0.55,5.0,0.32,0.3199999999999998,2.0,0.0078125,0.2863266502060751,0.3199999999999998,2.0,0.76,3.8,2.094240837696335,0.5004024235361879
graphene_2d_materials::https://openalex.org/W2090170006,Formation and characterization of self-lubricating MoS2 precursor films on anodized aluminium,graphene_2d_materials,1997,Anodic Oxide Films and Nanostructures,0,5,1.0,5.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,5.0,4.999999999999999,-1.000088900581841e-12
graphene_2d_materials::https://openalex.org/W2090975249,Electrical properties of molybdenum disulfide MoS2. Experimental study and density functional calculation results,graphene_2d_materials,1997,Organic and Molecular Conductors Research,0,5,1.0,5.0,0.7692924039685067,0.7999999999999999,5.0,0.3,0.9359904452490412,0.7999999999999999,5.0,1.0,5.0,4.999999999999999,1.6094379124291005
graphene_2d_materials::https://openalex.org/W2129720165,Modelling of hydrotreating catalysis based on the remote control: HYD and HDS,graphene_2d_materials,1997,Catalysis and Hydrodesulfurization Studies,0,5,0.9,5.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.92,4.6,3.333333333333333,-1.000088900581841e-12
ipsc_reprogramming::https://openalex.org/W1516075858,From totipotent embryonic stem cells to spontaneously contracting smooth muscle cells: a retinoic acid and db‐cAMP in vitro differentiation model,ipsc_reprogramming,1997,Pluripotent Stem Cells Research,0,5,0.75,5.0,0.32,0.3199999999999998,2.0,-0.0841836734693878,0.0,0.3199999999999998,2.0,0.8400000000000001,4.2,2.6162790697674416,0.5004024235361879
ipsc_reprogramming::https://openalex.org/W1522363813,GABA<sub>B</sub>Receptor-Mediated Inhibition of Tetrodotoxin-Resistant GABA Release in Rodent Hippocampal CA1 Pyramidal Cells,ipsc_reprogramming,1997,Marine Toxins and Detection Methods,0,5,1.0,5.0,0.32,0.3199999999999998,2.0,0.42,0.1810784442069833,0.3199999999999998,2.0,1.0,5.0,4.999999999999999,0.5004024235361879
ipsc_reprogramming::https://openalex.org/W1908801241,Three-dimensional cell cultures: from molecular mechanisms to clinical applications,ipsc_reprogramming,1997,3D Printing in Biomedical Research,0,6,0.8333333333333334,6.0,0.5,0.5,3.0,0.1015625,0.3145767600076924,0.5,3.0,0.8888888888888888,5.333333333333333,3.410526315789474,0.8675632284784613
ipsc_reprogramming::https://openalex.org/W1973421949,Targeted gene disruption: applications in neurobiology,ipsc_reprogramming,1997,CRISPR and Genetic Engineering,0,5,0.9,5.0,0.526502568425655,0.5599999999999999,3.0,0.1944444444444444,0.4480433872150297,0.5599999999999999,3.0,0.92,4.6,3.333333333333333,0.9502705392302344
ipsc_reprogramming::https://openalex.org/W1989547183,Advances in gene targeting methods,ipsc_reprogramming,1997,CRISPR and Genetic Engineering,0,8,0.75,8.0,0.6279898178444674,0.65625,4.0,0.1748866213151927,0.4171115728446089,0.65625,4.0,0.8125,6.5,3.692307692307693,1.2130075659759043
ipsc_reprogramming::https://openalex.org/W1990339111,Embryonic Stem Cell Cardiogenesis,ipsc_reprogramming,1997,Pluripotent Stem Cells Research,0,5,0.75,5.0,0.32,0.3199999999999998,2.0,-0.0841836734693878,0.0,0.3199999999999998,2.0,0.8400000000000001,4.2,2.6162790697674416,0.5004024235361879
ipsc_reprogramming::https://openalex.org/W1993357134,In vitro differentiation of embryonic stem cells: Immunophenotypic analysis of cultured embryoid bodies,ipsc_reprogramming,1997,Zebrafish Biomedical Research Applications,0,8,0.8392857142857142,8.0,0.5291873880694359,0.5625,4.0,0.1138659320477502,0.7155053900202442,0.5625,4.0,0.90625,7.25,4.2845188284518825,1.0735428464045231
ipsc_reprogramming::https://openalex.org/W2040039205,Isolation of pluripotent stem cells from cultured porcine primordial germ cells,ipsc_reprogramming,1997,Tissue Engineering and Regenerative Medicine,0,5,1.0,5.0,0.4484183186419311,0.48,2.0,0.38,0.0,0.48,2.0,1.0,5.0,4.999999999999999,0.6730116670072565
ipsc_reprogramming::https://openalex.org/W2050385725,Chronic focal neocortical epileptogenesis: does disinhibition play a role?,ipsc_reprogramming,1997,Neuroscience and Neuropharmacology Research,0,7,1.0,7.0,0.4489795918367347,0.4489795918367346,3.0,0.030612244897959,0.0,0.4489795918367346,3.0,1.0,7.0,7.0,0.796311640170813
ipsc_reprogramming::https://openalex.org/W2058190192,EMBRYONIC STEM CELLS AND HEMATOPOIETIC STEM CELL BIOLOGY,ipsc_reprogramming,1997,Zebrafish Biomedical Research Applications,0,12,0.9015151515151516,12.0,0.8354853815088763,0.875,10.0,0.1262975778546713,0.3613970310219193,0.875,10.0,0.9305555555555556,11.166666666666666,6.306569343065693,2.2102535776109726
ipsc_reprogramming::https://openalex.org/W2064586774,Requirement of the transcription factor GATA4 for heart tube formation and ventral morphogenesis.,ipsc_reprogramming,1997,Congenital heart defects research,0,5,1.0,5.0,0.654680273525782,0.72,4.0,0.1199999999999999,0.2745127037139444,0.72,4.0,1.0,5.0,4.999999999999999,1.3321790402061222
ipsc_reprogramming::https://openalex.org/W2092688417,Potential Application of Quasi-Totipotent Embryonic Stem Cells: A 10-Year Study of Soft-Tissue Engineering with Embryonic Stem Cells,ipsc_reprogramming,1997,Pluripotent Stem Cells Research,0,5,0.75,5.0,0.32,0.3199999999999998,2.0,-0.0841836734693878,0.0,0.3199999999999998,2.0,0.8400000000000001,4.2,2.6162790697674416,0.5004024235361879
ipsc_reprogramming::https://openalex.org/W2093321309,In VitroPreselection of Gene-Trapped Embryonic Stem Cell Clones for Characterizing Novel Developmentally Regulated Genes in the Mouse,ipsc_reprogramming,1997,Pluripotent Stem Cells Research,0,7,0.738095238095238,7.0,0.5787154610521228,0.6122448979591837,4.0,-0.0235020661157023,0.2395994685947796,0.6122448979591837,4.0,0.8367346938775511,5.857142857142858,2.980988593155894,1.1537419426970903
ipsc_reprogramming::https://openalex.org/W2147640763,<i>In vitro</i> -generated neural precursors participate in mammalian brain development,ipsc_reprogramming,1997,Pluripotent Stem Cells Research,0,8,0.5535714285714285,8.0,0.380080131582543,0.40625,3.0,-0.0039455782312924,0.0,0.40625,3.0,0.78125,6.25,2.888122845502977,0.7356219397557947
ipsc_reprogramming::https://openalex.org/W2159047813,Differentiation of embryonic stem cells into adipocytes in vitro,ipsc_reprogramming,1997,Adipose Tissue and Metabolism,0,5,0.55,5.0,0.56,0.5599999999999999,3.0,0.0616319444444444,0.0,0.5599999999999999,3.0,0.76,3.8,2.094240837696335,0.9502705392302344
ipsc_reprogramming::https://openalex.org/W2165992501,Embryonic stem cells: a model to study structural and functional properties in cardiomyogenesis,ipsc_reprogramming,1997,Pluripotent Stem Cells Research,0,5,0.75,5.0,0.56,0.5599999999999999,3.0,-0.0535714285714285,0.3145767600076924,0.5599999999999999,3.0,0.8400000000000001,4.2,2.6162790697674416,0.9502705392302344
ipsc_reprogramming::https://openalex.org/W2274265303,Hematopoietic-Specific Genes Are Not Induced During In Vitro Differentiation of scl-Null Embryonic Stem Cells,ipsc_reprogramming,1997,Zebrafish Biomedical Research Applications,0,9,0.9305555555555556,9.0,0.8616091732426618,0.8888888888888888,9.0,-0.1601239669421487,0.2139274446433467,0.8888888888888888,9.0,0.9506172839506172,8.555555555555555,5.975409836065574,2.197224577327219
ipsc_reprogramming::https://openalex.org/W2443064628,Metabotropic Glutamate Receptor Enhancement of Spontaneous IPSCs in Neocortical Interneurons,ipsc_reprogramming,1997,Neuroscience and Neuropharmacology Research,0,6,1.0,6.0,0.2777777777777778,0.2777777777777777,2.0,0.0138888888888887,0.0,0.2777777777777777,2.0,1.0,6.0,6.0,0.4505612088643047
ipsc_reprogramming::https://openalex.org/W4251972485,Hematopoietic-Specific Genes Are Not Induced During In Vitro Differentiation of scl-Null Embryonic Stem Cells,ipsc_reprogramming,1997,Zebrafish Biomedical Research Applications,0,9,0.9305555555555556,9.0,0.8616091732426618,0.8888888888888888,9.0,-0.1601239669421487,0.2139274446433467,0.8888888888888888,9.0,0.9506172839506172,8.555555555555555,5.975409836065574,2.197224577327219
graphene_2d_materials::https://openalex.org/W1983886965,Tailoring Alumina Surface Chemistry for Efficient Use of Supported MoS2,graphene_2d_materials,1998,Catalysis and Hydrodesulfurization Studies,0,5,0.9,5.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.92,4.6,3.333333333333333,-1.000088900581841e-12
graphene_2d_materials::https://openalex.org/W1986015780,X-ray absorption fine structure study of the atomic and electronic structure of molybdenum disulfide intercalation compounds with transition metals,graphene_2d_materials,1998,Catalysis and Hydrodesulfurization Studies,0,7,0.9047619047619048,7.0,0.8399030579650192,0.8571428571428572,7.0,-0.1080246913580247,0.8209059588277307,0.8571428571428572,7.0,0.9183673469387756,6.428571428571429,4.083333333333334,1.9459101490483133
graphene_2d_materials::https://openalex.org/W1991081417,Accelerated deactivation of hydrotreating catalysts: comparison to long-term deactivation in a commercial plant,graphene_2d_materials,1998,Catalysis and Hydrodesulfurization Studies,0,6,0.2277777777777777,6.0,0.4081435882010618,0.5,3.0,-0.0798788265306122,0.0,0.5,3.0,0.5555555555555556,3.333333333333333,1.9996605514496,0.8675632284784613
graphene_2d_materials::https://openalex.org/W1993002905,An XPS study of the surface modification of natural MoS2 following treatment in an RF-oxygen plasma,graphene_2d_materials,1998,Corrosion Behavior and Inhibition,0,9,0.9722222222222222,9.0,0.7449821591625431,0.7901234567901234,6.0,0.185,0.5433369335432444,0.7901234567901234,6.0,0.9753086419753088,8.777777777777779,7.043478260869565,1.6769877743164172
graphene_2d_materials::https://openalex.org/W2000815061,Why EXAFS Underestimated the Size of Small Supported MoS<sub>2</sub> Particles,graphene_2d_materials,1998,Electron and X-Ray Spectroscopy Techniques,0,13,0.7158119658119657,13.0,0.4094435531397788,0.4970414201183433,5.0,0.0695266272189349,0.0,0.4970414201183433,5.0,0.8461538461538461,11.0,5.299238006562455,1.043793880839154
graphene_2d_materials::https://openalex.org/W2010158754,Morphology and tribological properties of metal (oxide)–MoS2 nanostructured multilayer coatings,graphene_2d_materials,1998,Metal and Thin Film Mechanics,0,11,0.6636363636363636,11.0,0.144746638057872,0.1652892561983472,2.0,-0.0072314049586776,0.0,0.1652892561983472,2.0,0.8181818181818182,9.0,3.962701842165112,0.3046360973472382
graphene_2d_materials::https://openalex.org/W2044114412,Thermogravimetric–differential thermal analysis of the solid-state decomposition of ammonium tetrathiomolybdate during heating in argon,graphene_2d_materials,1998,Corrosion Behavior and Inhibition,0,6,0.3944444444444444,6.0,0.6855959650385957,0.7222222222222222,4.0,-0.05156382079459,0.2756829616975895,0.7222222222222222,4.0,0.611111111111111,3.6666666666666665,2.2364106988783434,1.3296613488507585
graphene_2d_materials::https://openalex.org/W2053064525,Microstructural Characterization of Highly HDS-Active Co<sub>6</sub>S<sub>8</sub>-Pillared Molybdenum Sulfides,graphene_2d_materials,1998,Catalysis and Hydrodesulfurization Studies,0,5,1.0,5.0,0.5501025668138921,0.5599999999999999,3.0,0.06,0.0,0.5599999999999999,3.0,1.0,5.0,4.999999999999999,0.9502705392302344
graphene_2d_materials::https://openalex.org/W2056923364,Structural Characterization and Thermal Stability of MoS<sub>2</sub>Intercalation Compounds,graphene_2d_materials,1998,Molecular Junctions and Nanostructures,0,12,0.8484848484848485,12.0,0.8165773018576268,0.875,9.0,0.055627791282718,0.3186506002858923,0.875,9.0,0.9027777777777778,10.833333333333334,5.798657718120807,2.138333059499028
graphene_2d_materials::https://openalex.org/W2060910804,In Situ Investigation of the Thermal Decomposition of Ammonium Tetrathiomolybdate Using Combined Time-Resolved X-ray Absorption Spectroscopy and X-ray Diffraction,graphene_2d_materials,1998,Thermal and Kinetic Analysis,0,6,0.8666666666666667,6.0,0.8078763468026205,0.8333333333333333,6.0,-0.0390625,0.4731925412923,0.8333333333333333,6.0,0.8888888888888888,5.333333333333333,3.2727272727272725,1.791759469222055
graphene_2d_materials::https://openalex.org/W2061866962,"Influence of the Substrate on Order and Image Contrast for Physisorbed, Self-Assembled Molecular Monolayers:  STM Studies of Functionalized Hydrocarbons on Graphite and MoS<sub>2</sub>",graphene_2d_materials,1998,Molecular Junctions and Nanostructures,0,5,0.4,5.0,0.2175179815647442,0.3199999999999998,2.0,0.0041322314049587,0.0,0.3199999999999998,2.0,0.52,2.6,1.8867924528301885,0.5004024235361879
graphene_2d_materials::https://openalex.org/W2071680449,Low-friction TiN–MoS2 coatings produced by dc magnetron co-deposition,graphene_2d_materials,1998,Metal and Thin Film Mechanics,0,8,0.8214285714285714,8.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.875,7.0,3.74025974025974,-1.000088900581841e-12
graphene_2d_materials::https://openalex.org/W2076417864,Mechanisms of Thiophene Hydrodesulfurization on Model Molybdenum Catalysts,graphene_2d_materials,1998,Catalysis and Hydrodesulfurization Studies,0,7,0.6666666666666666,7.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.8367346938775511,5.857142857142858,2.9236276849642007,-1.000088900581841e-12
