paper_id,title,domain,year,primary_field,profile_type,metric,percentile,n_controls,control_tier,future_rgpm_proxy
ipsc_reprogramming::https://openalex.org/W2125987139,Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors,ipsc_reprogramming,2006,Pluripotent Stem Cells Research,landmark,PDE,73.09941520467837,171,field_year_refbin,1.2211420353156122
ipsc_reprogramming::https://openalex.org/W2138977668,Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,B,47.92899408284024,169,field_year_refbin,1.1673608066527712
ipsc_reprogramming::https://openalex.org/W2138977668,Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,RS,15.384615384615383,169,field_year_refbin,1.1673608066527712
ipsc_reprogramming::https://openalex.org/W2138977668,Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,DeltaQ0,47.33727810650888,169,field_year_refbin,1.1673608066527712
ipsc_reprogramming::https://openalex.org/W2138977668,Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,Uzzi,92.89940828402366,169,field_year_refbin,1.1673608066527712
ipsc_reprogramming::https://openalex.org/W2138977668,Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,RTD,15.384615384615383,169,field_year_refbin,1.1673608066527712
ipsc_reprogramming::https://openalex.org/W2138977668,Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,BurtIP,45.5621301775148,169,field_year_refbin,1.1673608066527712
ipsc_reprogramming::https://openalex.org/W2138977668,Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,PDE,15.384615384615383,169,field_year_refbin,1.1673608066527712
ipsc_reprogramming::https://openalex.org/W2142046859,Induced Pluripotent Stem Cell Lines Derived from Human Somatic Cells,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,B,28.000000000000004,50,field_year_refbin,1.08981829765601
ipsc_reprogramming::https://openalex.org/W2142046859,Induced Pluripotent Stem Cell Lines Derived from Human Somatic Cells,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,RS,32.0,50,field_year_refbin,1.08981829765601
ipsc_reprogramming::https://openalex.org/W2142046859,Induced Pluripotent Stem Cell Lines Derived from Human Somatic Cells,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,DeltaQ0,68.0,50,field_year_refbin,1.08981829765601
ipsc_reprogramming::https://openalex.org/W2142046859,Induced Pluripotent Stem Cell Lines Derived from Human Somatic Cells,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,Uzzi,94.0,50,field_year_refbin,1.08981829765601
ipsc_reprogramming::https://openalex.org/W2142046859,Induced Pluripotent Stem Cell Lines Derived from Human Somatic Cells,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,RTD,32.0,50,field_year_refbin,1.08981829765601
ipsc_reprogramming::https://openalex.org/W2142046859,Induced Pluripotent Stem Cell Lines Derived from Human Somatic Cells,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,BurtIP,40.0,50,field_year_refbin,1.08981829765601
ipsc_reprogramming::https://openalex.org/W2142046859,Induced Pluripotent Stem Cell Lines Derived from Human Somatic Cells,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,landmark,PDE,32.0,50,field_year_refbin,1.08981829765601
crispr::https://openalex.org/W2045435533,A Programmable Dual-RNA–Guided DNA Endonuclease in Adaptive Bacterial Immunity,crispr,2012,CRISPR and Genetic Engineering,landmark,B,93.75,160,field_year_refbin,0.2663181527735358
crispr::https://openalex.org/W2045435533,A Programmable Dual-RNA–Guided DNA Endonuclease in Adaptive Bacterial Immunity,crispr,2012,CRISPR and Genetic Engineering,landmark,RS,16.25,160,field_year_refbin,0.2663181527735358
crispr::https://openalex.org/W2045435533,A Programmable Dual-RNA–Guided DNA Endonuclease in Adaptive Bacterial Immunity,crispr,2012,CRISPR and Genetic Engineering,landmark,DeltaQ0,15.0,160,field_year_refbin,0.2663181527735358
crispr::https://openalex.org/W2045435533,A Programmable Dual-RNA–Guided DNA Endonuclease in Adaptive Bacterial Immunity,crispr,2012,CRISPR and Genetic Engineering,landmark,Uzzi,95.0,160,field_year_refbin,0.2663181527735358
crispr::https://openalex.org/W2045435533,A Programmable Dual-RNA–Guided DNA Endonuclease in Adaptive Bacterial Immunity,crispr,2012,CRISPR and Genetic Engineering,landmark,RTD,15.625,160,field_year_refbin,0.2663181527735358
crispr::https://openalex.org/W2045435533,A Programmable Dual-RNA–Guided DNA Endonuclease in Adaptive Bacterial Immunity,crispr,2012,CRISPR and Genetic Engineering,landmark,BurtIP,64.375,160,field_year_refbin,0.2663181527735358
crispr::https://openalex.org/W2045435533,A Programmable Dual-RNA–Guided DNA Endonuclease in Adaptive Bacterial Immunity,crispr,2012,CRISPR and Genetic Engineering,landmark,PDE,18.75,160,field_year_refbin,0.2663181527735358
crispr::https://openalex.org/W2003171404,RNA-Guided Human Genome Engineering via Cas9,crispr,2013,CRISPR and Genetic Engineering,landmark,B,98.02816901408453,355,field_year_refbin,0.3778301697667133
crispr::https://openalex.org/W2003171404,RNA-Guided Human Genome Engineering via Cas9,crispr,2013,CRISPR and Genetic Engineering,landmark,RS,80.56338028169014,355,field_year_refbin,0.3778301697667133
crispr::https://openalex.org/W2003171404,RNA-Guided Human Genome Engineering via Cas9,crispr,2013,CRISPR and Genetic Engineering,landmark,DeltaQ0,4.507042253521127,355,field_year_refbin,0.3778301697667133
crispr::https://openalex.org/W2003171404,RNA-Guided Human Genome Engineering via Cas9,crispr,2013,CRISPR and Genetic Engineering,landmark,Uzzi,88.16901408450704,355,field_year_refbin,0.3778301697667133
crispr::https://openalex.org/W2003171404,RNA-Guided Human Genome Engineering via Cas9,crispr,2013,CRISPR and Genetic Engineering,landmark,RTD,75.77464788732394,355,field_year_refbin,0.3778301697667133
crispr::https://openalex.org/W2003171404,RNA-Guided Human Genome Engineering via Cas9,crispr,2013,CRISPR and Genetic Engineering,landmark,BurtIP,74.64788732394366,355,field_year_refbin,0.3778301697667133
crispr::https://openalex.org/W2003171404,RNA-Guided Human Genome Engineering via Cas9,crispr,2013,CRISPR and Genetic Engineering,landmark,PDE,75.49295774647888,355,field_year_refbin,0.3778301697667133
crispr::https://openalex.org/W2064815984,Multiplex Genome Engineering Using CRISPR/Cas Systems,crispr,2013,CRISPR and Genetic Engineering,landmark,B,92.95774647887325,355,field_year_refbin,0.5103426119370774
crispr::https://openalex.org/W2064815984,Multiplex Genome Engineering Using CRISPR/Cas Systems,crispr,2013,CRISPR and Genetic Engineering,landmark,RS,52.95774647887323,355,field_year_refbin,0.5103426119370774
crispr::https://openalex.org/W2064815984,Multiplex Genome Engineering Using CRISPR/Cas Systems,crispr,2013,CRISPR and Genetic Engineering,landmark,DeltaQ0,11.830985915492958,355,field_year_refbin,0.5103426119370774
crispr::https://openalex.org/W2064815984,Multiplex Genome Engineering Using CRISPR/Cas Systems,crispr,2013,CRISPR and Genetic Engineering,landmark,Uzzi,88.16901408450704,355,field_year_refbin,0.5103426119370774
crispr::https://openalex.org/W2064815984,Multiplex Genome Engineering Using CRISPR/Cas Systems,crispr,2013,CRISPR and Genetic Engineering,landmark,RTD,47.88732394366197,355,field_year_refbin,0.5103426119370774
crispr::https://openalex.org/W2064815984,Multiplex Genome Engineering Using CRISPR/Cas Systems,crispr,2013,CRISPR and Genetic Engineering,landmark,BurtIP,50.42253521126761,355,field_year_refbin,0.5103426119370774
crispr::https://openalex.org/W2064815984,Multiplex Genome Engineering Using CRISPR/Cas Systems,crispr,2013,CRISPR and Genetic Engineering,landmark,PDE,49.85915492957746,355,field_year_refbin,0.5103426119370774
crispr::https://openalex.org/W1995174577,Legionella pneumophila Sequence Type 1/Paris Pulsotype Subtyping by Spoligotyping,crispr,2011,Legionella and Acanthamoeba research,future_top_decile,B,97.48310810810813,5920,all_non_landmark,1.2767836676609363
crispr::https://openalex.org/W1995174577,Legionella pneumophila Sequence Type 1/Paris Pulsotype Subtyping by Spoligotyping,crispr,2011,Legionella and Acanthamoeba research,future_top_decile,RS,97.2804054054054,5920,all_non_landmark,1.2767836676609363
crispr::https://openalex.org/W1995174577,Legionella pneumophila Sequence Type 1/Paris Pulsotype Subtyping by Spoligotyping,crispr,2011,Legionella and Acanthamoeba research,future_top_decile,DeltaQ0,99.96621621621622,5920,all_non_landmark,1.2767836676609363
crispr::https://openalex.org/W1995174577,Legionella pneumophila Sequence Type 1/Paris Pulsotype Subtyping by Spoligotyping,crispr,2011,Legionella and Acanthamoeba research,future_top_decile,Uzzi,88.68243243243244,5920,all_non_landmark,1.2767836676609363
crispr::https://openalex.org/W1995174577,Legionella pneumophila Sequence Type 1/Paris Pulsotype Subtyping by Spoligotyping,crispr,2011,Legionella and Acanthamoeba research,future_top_decile,RTD,98.1081081081081,5920,all_non_landmark,1.2767836676609363
crispr::https://openalex.org/W1995174577,Legionella pneumophila Sequence Type 1/Paris Pulsotype Subtyping by Spoligotyping,crispr,2011,Legionella and Acanthamoeba research,future_top_decile,BurtIP,90.82770270270272,5920,all_non_landmark,1.2767836676609363
crispr::https://openalex.org/W1995174577,Legionella pneumophila Sequence Type 1/Paris Pulsotype Subtyping by Spoligotyping,crispr,2011,Legionella and Acanthamoeba research,future_top_decile,PDE,97.12837837837836,5920,all_non_landmark,1.2767836676609363
crispr::https://openalex.org/W2012453729,Identification and characterization of two novel classes of small RNAs in the mouse germline: retrotransposon-derived siRNAs in oocytes and germline small RNAs in testes,crispr,2006,MicroRNA in disease regulation,future_top_decile,B,26.785714285714285,56,field_all_years,1.1602332847681749
crispr::https://openalex.org/W2012453729,Identification and characterization of two novel classes of small RNAs in the mouse germline: retrotransposon-derived siRNAs in oocytes and germline small RNAs in testes,crispr,2006,MicroRNA in disease regulation,future_top_decile,RS,58.92857142857143,56,field_all_years,1.1602332847681749
crispr::https://openalex.org/W2012453729,Identification and characterization of two novel classes of small RNAs in the mouse germline: retrotransposon-derived siRNAs in oocytes and germline small RNAs in testes,crispr,2006,MicroRNA in disease regulation,future_top_decile,DeltaQ0,58.92857142857143,56,field_all_years,1.1602332847681749
crispr::https://openalex.org/W2012453729,Identification and characterization of two novel classes of small RNAs in the mouse germline: retrotransposon-derived siRNAs in oocytes and germline small RNAs in testes,crispr,2006,MicroRNA in disease regulation,future_top_decile,Uzzi,85.71428571428571,56,field_all_years,1.1602332847681749
crispr::https://openalex.org/W2012453729,Identification and characterization of two novel classes of small RNAs in the mouse germline: retrotransposon-derived siRNAs in oocytes and germline small RNAs in testes,crispr,2006,MicroRNA in disease regulation,future_top_decile,RTD,51.78571428571429,56,field_all_years,1.1602332847681749
crispr::https://openalex.org/W2012453729,Identification and characterization of two novel classes of small RNAs in the mouse germline: retrotransposon-derived siRNAs in oocytes and germline small RNAs in testes,crispr,2006,MicroRNA in disease regulation,future_top_decile,BurtIP,39.285714285714285,56,field_all_years,1.1602332847681749
crispr::https://openalex.org/W2012453729,Identification and characterization of two novel classes of small RNAs in the mouse germline: retrotransposon-derived siRNAs in oocytes and germline small RNAs in testes,crispr,2006,MicroRNA in disease regulation,future_top_decile,PDE,58.92857142857143,56,field_all_years,1.1602332847681749
crispr::https://openalex.org/W2151385348,Gene silencing by the tRNA maturase tRNase ZL under the direction of small-guide RNA,crispr,2006,RNA modifications and cancer,future_top_decile,B,1.282051282051282,78,field_year3,1.1594786156828245
crispr::https://openalex.org/W2151385348,Gene silencing by the tRNA maturase tRNase ZL under the direction of small-guide RNA,crispr,2006,RNA modifications and cancer,future_top_decile,RS,67.94871794871796,78,field_year3,1.1594786156828245
crispr::https://openalex.org/W2151385348,Gene silencing by the tRNA maturase tRNase ZL under the direction of small-guide RNA,crispr,2006,RNA modifications and cancer,future_top_decile,DeltaQ0,91.02564102564102,78,field_year3,1.1594786156828245
crispr::https://openalex.org/W2151385348,Gene silencing by the tRNA maturase tRNase ZL under the direction of small-guide RNA,crispr,2006,RNA modifications and cancer,future_top_decile,Uzzi,97.43589743589745,78,field_year3,1.1594786156828245
crispr::https://openalex.org/W2151385348,Gene silencing by the tRNA maturase tRNase ZL under the direction of small-guide RNA,crispr,2006,RNA modifications and cancer,future_top_decile,RTD,62.82051282051282,78,field_year3,1.1594786156828245
crispr::https://openalex.org/W2151385348,Gene silencing by the tRNA maturase tRNase ZL under the direction of small-guide RNA,crispr,2006,RNA modifications and cancer,future_top_decile,BurtIP,1.282051282051282,78,field_year3,1.1594786156828245
crispr::https://openalex.org/W2151385348,Gene silencing by the tRNA maturase tRNase ZL under the direction of small-guide RNA,crispr,2006,RNA modifications and cancer,future_top_decile,PDE,61.53846153846154,78,field_year3,1.1594786156828245
crispr::https://openalex.org/W2137557128,RNA-specific ribonucleotidyl transferases,crispr,2007,DNA and Nucleic Acid Chemistry,future_top_decile,B,91.30067567567568,5920,all_non_landmark,1.1302603904555282
crispr::https://openalex.org/W2137557128,RNA-specific ribonucleotidyl transferases,crispr,2007,DNA and Nucleic Acid Chemistry,future_top_decile,RS,64.22297297297297,5920,all_non_landmark,1.1302603904555282
crispr::https://openalex.org/W2137557128,RNA-specific ribonucleotidyl transferases,crispr,2007,DNA and Nucleic Acid Chemistry,future_top_decile,DeltaQ0,96.94256756756758,5920,all_non_landmark,1.1302603904555282
crispr::https://openalex.org/W2137557128,RNA-specific ribonucleotidyl transferases,crispr,2007,DNA and Nucleic Acid Chemistry,future_top_decile,Uzzi,88.39527027027026,5920,all_non_landmark,1.1302603904555282
crispr::https://openalex.org/W2137557128,RNA-specific ribonucleotidyl transferases,crispr,2007,DNA and Nucleic Acid Chemistry,future_top_decile,RTD,74.40878378378379,5920,all_non_landmark,1.1302603904555282
crispr::https://openalex.org/W2137557128,RNA-specific ribonucleotidyl transferases,crispr,2007,DNA and Nucleic Acid Chemistry,future_top_decile,BurtIP,90.82770270270272,5920,all_non_landmark,1.1302603904555282
crispr::https://openalex.org/W2137557128,RNA-specific ribonucleotidyl transferases,crispr,2007,DNA and Nucleic Acid Chemistry,future_top_decile,PDE,70.86148648648648,5920,all_non_landmark,1.1302603904555282
crispr::https://openalex.org/W1986551230,Novel non-coding RNAs in Dictyostelium discoideum and their expression during development,crispr,2004,RNA Interference and Gene Delivery,future_top_decile,B,14.54391891891892,5920,all_non_landmark,1.067859408796539
crispr::https://openalex.org/W1986551230,Novel non-coding RNAs in Dictyostelium discoideum and their expression during development,crispr,2004,RNA Interference and Gene Delivery,future_top_decile,RS,53.29391891891891,5920,all_non_landmark,1.067859408796539
crispr::https://openalex.org/W1986551230,Novel non-coding RNAs in Dictyostelium discoideum and their expression during development,crispr,2004,RNA Interference and Gene Delivery,future_top_decile,DeltaQ0,87.44932432432432,5920,all_non_landmark,1.067859408796539
crispr::https://openalex.org/W1986551230,Novel non-coding RNAs in Dictyostelium discoideum and their expression during development,crispr,2004,RNA Interference and Gene Delivery,future_top_decile,Uzzi,88.39527027027026,5920,all_non_landmark,1.067859408796539
crispr::https://openalex.org/W1986551230,Novel non-coding RNAs in Dictyostelium discoideum and their expression during development,crispr,2004,RNA Interference and Gene Delivery,future_top_decile,RTD,48.64864864864865,5920,all_non_landmark,1.067859408796539
crispr::https://openalex.org/W1986551230,Novel non-coding RNAs in Dictyostelium discoideum and their expression during development,crispr,2004,RNA Interference and Gene Delivery,future_top_decile,BurtIP,13.108108108108109,5920,all_non_landmark,1.067859408796539
crispr::https://openalex.org/W1986551230,Novel non-coding RNAs in Dictyostelium discoideum and their expression during development,crispr,2004,RNA Interference and Gene Delivery,future_top_decile,PDE,44.23986486486486,5920,all_non_landmark,1.067859408796539
crispr::https://openalex.org/W1963921985,MicroRNAs in Gene Regulation: When the Smallest Governs It All,crispr,2006,MicroRNA in disease regulation,future_top_decile,B,19.642857142857142,56,field_all_years,1.045173926735482
crispr::https://openalex.org/W1963921985,MicroRNAs in Gene Regulation: When the Smallest Governs It All,crispr,2006,MicroRNA in disease regulation,future_top_decile,RS,69.64285714285714,56,field_all_years,1.045173926735482
crispr::https://openalex.org/W1963921985,MicroRNAs in Gene Regulation: When the Smallest Governs It All,crispr,2006,MicroRNA in disease regulation,future_top_decile,DeltaQ0,53.57142857142857,56,field_all_years,1.045173926735482
crispr::https://openalex.org/W1963921985,MicroRNAs in Gene Regulation: When the Smallest Governs It All,crispr,2006,MicroRNA in disease regulation,future_top_decile,Uzzi,80.35714285714286,56,field_all_years,1.045173926735482
crispr::https://openalex.org/W1963921985,MicroRNAs in Gene Regulation: When the Smallest Governs It All,crispr,2006,MicroRNA in disease regulation,future_top_decile,RTD,78.57142857142857,56,field_all_years,1.045173926735482
crispr::https://openalex.org/W1963921985,MicroRNAs in Gene Regulation: When the Smallest Governs It All,crispr,2006,MicroRNA in disease regulation,future_top_decile,BurtIP,32.142857142857146,56,field_all_years,1.045173926735482
crispr::https://openalex.org/W1963921985,MicroRNAs in Gene Regulation: When the Smallest Governs It All,crispr,2006,MicroRNA in disease regulation,future_top_decile,PDE,82.14285714285714,56,field_all_years,1.045173926735482
crispr::https://openalex.org/W2151804955,"snoRNA-LBME-db, a comprehensive database of human H/ACA and C/D box snoRNAs",crispr,2005,RNA modifications and cancer,future_top_decile,B,0.0,65,field_year3,1.0124721595355717
crispr::https://openalex.org/W2151804955,"snoRNA-LBME-db, a comprehensive database of human H/ACA and C/D box snoRNAs",crispr,2005,RNA modifications and cancer,future_top_decile,RS,36.92307692307693,65,field_year3,1.0124721595355717
crispr::https://openalex.org/W2151804955,"snoRNA-LBME-db, a comprehensive database of human H/ACA and C/D box snoRNAs",crispr,2005,RNA modifications and cancer,future_top_decile,DeltaQ0,58.46153846153847,65,field_year3,1.0124721595355717
crispr::https://openalex.org/W2151804955,"snoRNA-LBME-db, a comprehensive database of human H/ACA and C/D box snoRNAs",crispr,2005,RNA modifications and cancer,future_top_decile,Uzzi,96.92307692307692,65,field_year3,1.0124721595355717
crispr::https://openalex.org/W2151804955,"snoRNA-LBME-db, a comprehensive database of human H/ACA and C/D box snoRNAs",crispr,2005,RNA modifications and cancer,future_top_decile,RTD,36.92307692307693,65,field_year3,1.0124721595355717
crispr::https://openalex.org/W2151804955,"snoRNA-LBME-db, a comprehensive database of human H/ACA and C/D box snoRNAs",crispr,2005,RNA modifications and cancer,future_top_decile,BurtIP,3.076923076923077,65,field_year3,1.0124721595355717
crispr::https://openalex.org/W2151804955,"snoRNA-LBME-db, a comprehensive database of human H/ACA and C/D box snoRNAs",crispr,2005,RNA modifications and cancer,future_top_decile,PDE,36.92307692307693,65,field_year3,1.0124721595355717
crispr::https://openalex.org/W2111452477,Structural basis for 5′-nucleotide base-specific recognition of guide RNA by human AGO2,crispr,2010,RNA modifications and cancer,future_top_decile,B,9.473684210526317,95,field_all_years,0.97684836894039
crispr::https://openalex.org/W2111452477,Structural basis for 5′-nucleotide base-specific recognition of guide RNA by human AGO2,crispr,2010,RNA modifications and cancer,future_top_decile,RS,76.84210526315789,95,field_all_years,0.97684836894039
crispr::https://openalex.org/W2111452477,Structural basis for 5′-nucleotide base-specific recognition of guide RNA by human AGO2,crispr,2010,RNA modifications and cancer,future_top_decile,DeltaQ0,81.05263157894737,95,field_all_years,0.97684836894039
crispr::https://openalex.org/W2111452477,Structural basis for 5′-nucleotide base-specific recognition of guide RNA by human AGO2,crispr,2010,RNA modifications and cancer,future_top_decile,Uzzi,97.89473684210527,95,field_all_years,0.97684836894039
crispr::https://openalex.org/W2111452477,Structural basis for 5′-nucleotide base-specific recognition of guide RNA by human AGO2,crispr,2010,RNA modifications and cancer,future_top_decile,RTD,83.15789473684211,95,field_all_years,0.97684836894039
crispr::https://openalex.org/W2111452477,Structural basis for 5′-nucleotide base-specific recognition of guide RNA by human AGO2,crispr,2010,RNA modifications and cancer,future_top_decile,BurtIP,9.473684210526317,95,field_all_years,0.97684836894039
crispr::https://openalex.org/W2111452477,Structural basis for 5′-nucleotide base-specific recognition of guide RNA by human AGO2,crispr,2010,RNA modifications and cancer,future_top_decile,PDE,74.73684210526315,95,field_all_years,0.97684836894039
crispr::https://openalex.org/W1976124466,A common sequence motif determines the Cajal body-specific localization of box H/ACA scaRNAs,crispr,2003,RNA modifications and cancer,future_top_decile,B,29.47368421052631,95,field_all_years,0.9725783599090012
crispr::https://openalex.org/W1976124466,A common sequence motif determines the Cajal body-specific localization of box H/ACA scaRNAs,crispr,2003,RNA modifications and cancer,future_top_decile,RS,47.368421052631575,95,field_all_years,0.9725783599090012
crispr::https://openalex.org/W1976124466,A common sequence motif determines the Cajal body-specific localization of box H/ACA scaRNAs,crispr,2003,RNA modifications and cancer,future_top_decile,DeltaQ0,74.73684210526315,95,field_all_years,0.9725783599090012
crispr::https://openalex.org/W1976124466,A common sequence motif determines the Cajal body-specific localization of box H/ACA scaRNAs,crispr,2003,RNA modifications and cancer,future_top_decile,Uzzi,97.89473684210527,95,field_all_years,0.9725783599090012
crispr::https://openalex.org/W1976124466,A common sequence motif determines the Cajal body-specific localization of box H/ACA scaRNAs,crispr,2003,RNA modifications and cancer,future_top_decile,RTD,52.63157894736842,95,field_all_years,0.9725783599090012
crispr::https://openalex.org/W1976124466,A common sequence motif determines the Cajal body-specific localization of box H/ACA scaRNAs,crispr,2003,RNA modifications and cancer,future_top_decile,BurtIP,43.15789473684211,95,field_all_years,0.9725783599090012
crispr::https://openalex.org/W1976124466,A common sequence motif determines the Cajal body-specific localization of box H/ACA scaRNAs,crispr,2003,RNA modifications and cancer,future_top_decile,PDE,51.578947368421055,95,field_all_years,0.9725783599090012
crispr::https://openalex.org/W2001142671,"A Large Collection of Compact Box C/D snoRNAs and their Isoforms in Euglena gracilis: Structural, Functional and Evolutionary Insights",crispr,2006,Advanced biosensing and bioanalysis techniques,future_top_decile,B,65.15202702702703,5920,all_non_landmark,0.949730900127392
crispr::https://openalex.org/W2001142671,"A Large Collection of Compact Box C/D snoRNAs and their Isoforms in Euglena gracilis: Structural, Functional and Evolutionary Insights",crispr,2006,Advanced biosensing and bioanalysis techniques,future_top_decile,RS,85.13513513513513,5920,all_non_landmark,0.949730900127392
crispr::https://openalex.org/W2001142671,"A Large Collection of Compact Box C/D snoRNAs and their Isoforms in Euglena gracilis: Structural, Functional and Evolutionary Insights",crispr,2006,Advanced biosensing and bioanalysis techniques,future_top_decile,DeltaQ0,82.92229729729729,5920,all_non_landmark,0.949730900127392
crispr::https://openalex.org/W2001142671,"A Large Collection of Compact Box C/D snoRNAs and their Isoforms in Euglena gracilis: Structural, Functional and Evolutionary Insights",crispr,2006,Advanced biosensing and bioanalysis techniques,future_top_decile,Uzzi,88.64864864864866,5920,all_non_landmark,0.949730900127392
crispr::https://openalex.org/W2001142671,"A Large Collection of Compact Box C/D snoRNAs and their Isoforms in Euglena gracilis: Structural, Functional and Evolutionary Insights",crispr,2006,Advanced biosensing and bioanalysis techniques,future_top_decile,RTD,76.28378378378379,5920,all_non_landmark,0.949730900127392
crispr::https://openalex.org/W2001142671,"A Large Collection of Compact Box C/D snoRNAs and their Isoforms in Euglena gracilis: Structural, Functional and Evolutionary Insights",crispr,2006,Advanced biosensing and bioanalysis techniques,future_top_decile,BurtIP,61.33445945945945,5920,all_non_landmark,0.949730900127392
crispr::https://openalex.org/W2001142671,"A Large Collection of Compact Box C/D snoRNAs and their Isoforms in Euglena gracilis: Structural, Functional and Evolutionary Insights",crispr,2006,Advanced biosensing and bioanalysis techniques,future_top_decile,PDE,84.86486486486487,5920,all_non_landmark,0.949730900127392
crispr::https://openalex.org/W2038838144,CRISPR Inhibition of Prophage Acquisition in Streptococcus pyogenes,crispr,2011,Streptococcal Infections and Treatments,future_top_decile,B,3.631756756756757,5920,all_non_landmark,0.9395133076053775
crispr::https://openalex.org/W2038838144,CRISPR Inhibition of Prophage Acquisition in Streptococcus pyogenes,crispr,2011,Streptococcal Infections and Treatments,future_top_decile,RS,81.06418918918918,5920,all_non_landmark,0.9395133076053775
crispr::https://openalex.org/W2038838144,CRISPR Inhibition of Prophage Acquisition in Streptococcus pyogenes,crispr,2011,Streptococcal Infections and Treatments,future_top_decile,DeltaQ0,27.75337837837838,5920,all_non_landmark,0.9395133076053775
