paper_id,title,domain,year,primary_field,profile_type,control_tier,n_controls
crispr::https://openalex.org/W1984164827,"Diversity, Evolution, and Functionality of Clustered Regularly Interspaced Short Palindromic Repeat (CRISPR) Regions in the Fire Blight Pathogen Erwinia amylovora",crispr,2011,Plant Pathogenic Bacteria Studies,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W1980654070,Highly Efficient and Specific Genome Editing in Silkworm Using Custom TALENs,crispr,2012,CRISPR and Genetic Engineering,future_top_decile,field_year,316
crispr::https://openalex.org/W2043398348,Targeted pre-mRNA modification for gene silencing and regulation,crispr,2007,RNA modifications and cancer,future_top_decile,field_year3,73
crispr::https://openalex.org/W2119086628,Human Box H/ACA Pseudouridylation Guide RNA Machinery,crispr,2004,RNA modifications and cancer,future_top_decile,field_year3,59
crispr::https://openalex.org/W2049711020,Human cytosolic tRNase Z<sup>L</sup> can downregulate gene expression through miRNA,crispr,2009,RNA Research and Splicing,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2076591428,The structure and function of small nucleolar ribonucleoproteins,crispr,2007,RNA and protein synthesis mechanisms,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2047759928,Advances in fluorescence labeling strategies for dynamic cellular imaging,crispr,2014,Advanced biosensing and bioanalysis techniques,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2183157368,Editing Machines,crispr,2002,RNA regulation and disease,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2104910883,"Prevalence, conservation and functional analysis of Yersinia and Escherichia CRISPR regions in clinical Pseudomonas aeruginosa isolates",crispr,2010,Vibrio bacteria research studies,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2132691262,The Crystal Structure of Human Argonaute2,crispr,2012,RNA and protein synthesis mechanisms,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2159767268,Control of translation and mRNA degradation by miRNAs and siRNAs: Table 1.,crispr,2006,RNA Research and Splicing,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2060573994,The CRISPRdb database and tools to display CRISPRs and to generate dictionaries of spacers and repeats,crispr,2007,CRISPR and Genetic Engineering,future_top_decile,field_year3,99
crispr::https://openalex.org/W2020538083,The C-terminal domain of coilin interacts with Sm proteins and U snRNPs,crispr,2005,Neurogenetic and Muscular Disorders Research,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W1989454102,Mechanisms of gene silencing by double-stranded RNA,crispr,2004,RNA Interference and Gene Delivery,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W1992508643,Crystal structure and ligand binding of the MID domain of a eukaryotic Argonaute protein,crispr,2010,RNA and protein synthesis mechanisms,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W1995867192,The Repetitive DNA Elements Called CRISPRs and Their Associated Genes: Evidence of Horizontal Transfer Among Prokaryotes,crispr,2006,Microbial Community Ecology and Physiology,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2123755502,Pyrosequencing-based comparative genome analysis of the nosocomial pathogen Enterococcus faecium and identification of a large transferable pathogenicity island,crispr,2010,Antimicrobial Resistance in Staphylococcus,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2150770935,The microRNAs of <i>Caenorhabditis elegans</i>,crispr,2003,MicroRNA in disease regulation,future_top_decile,field_all_years,56
crispr::https://openalex.org/W2160376475,A novel experimental approach for systematic identification of box H/ACA snoRNAs from eukaryotes,crispr,2005,RNA modifications and cancer,future_top_decile,field_year3,65
crispr::https://openalex.org/W2004494938,High-Resolution Transcriptome Maps Reveal Strain-Specific Regulatory Features of Multiple Campylobacter jejuni Isolates,crispr,2013,Salmonella and Campylobacter epidemiology,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2153641622,Uridine insertion/deletion RNA editing in trypanosome mitochondria: A complex business,crispr,2003,RNA regulation and disease,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2039551908,Non-viral vectors for gene-based therapy,crispr,2014,RNA Interference and Gene Delivery,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2123550035,Telomeres in Evolution and Development from Biosemiotic Perspective,crispr,2007,Chromosomal and Genetic Variations,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2151031398,Highly Complementary Target RNAs Promote Release of Guide RNAs from Human Argonaute2,crispr,2013,MicroRNA in disease regulation,future_top_decile,field_all_years,56
crispr::https://openalex.org/W2079809719,Pseudouridine-guide RNAs and other Cbf5p-associated RNAs in <i>Euglena gracilis</i>,crispr,2004,Protist diversity and phylogeny,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2146649485,RNA processing in the minimal organism Nanoarchaeum equitans,crispr,2012,RNA modifications and cancer,future_top_decile,field_all_years,95
crispr::https://openalex.org/W2064146176,Haloquadratum walsbyi : Limited Diversity in a Global Pond,crispr,2011,Microbial Community Ecology and Physiology,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2784380838,Structural basis for microRNA targeting,crispr,2014,MicroRNA in disease regulation,future_top_decile,field_all_years,56
crispr::https://openalex.org/W1977709885,Genome engineering using the CRISPR-Cas9 system,crispr,2013,CRISPR and Genetic Engineering,future_top_decile,field_year_refbin,354
crispr::https://openalex.org/W2122868475,The Evolutionary Divergence of Shiga Toxin-Producing Escherichia coli Is Reflected in Clustered Regularly Interspaced Short Palindromic Repeat (CRISPR) Spacer Composition,crispr,2013,CRISPR and Genetic Engineering,future_top_decile,field_year_refbin,354
crispr::https://openalex.org/W2040515264,The Susceptibility of Pseudomonas aeruginosa Strains from Cystic Fibrosis Patients to Bacteriophages,crispr,2013,Bacteriophages and microbial interactions,future_top_decile,field_all_years,55
crispr::https://openalex.org/W2108563020,Identification of CRISPR and riboswitch related RNAs among novel noncoding RNAs of the euryarchaeon Pyrococcus abyssi,crispr,2011,RNA and protein synthesis mechanisms,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2154680970,Insights into structural variations and genome rearrangements in prokaryotic genomes,crispr,2014,Genomics and Phylogenetic Studies,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2025828332,MULTISCALE MODEL OF CRISPR-INDUCED COEVOLUTIONARY DYNAMICS: DIVERSIFICATION AT THE INTERFACE OF LAMARCK AND DARWIN,crispr,2012,Evolution and Genetic Dynamics,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2169847445,Analysis of the binding of the N-terminal conserved domain of yeast Cbf5p to a box H/ACA snoRNA,crispr,2006,RNA modifications and cancer,future_top_decile,field_year3,78
crispr::https://openalex.org/W1963706689,mRNA-based therapeutics — developing a new class of drugs,crispr,2014,RNA Interference and Gene Delivery,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2024799598,The expanding snoRNA world,crispr,2002,RNA modifications and cancer,future_top_decile,field_all_years,95
crispr::https://openalex.org/W1970146598,REH2 RNA Helicase in Kinetoplastid Mitochondria,crispr,2009,Mitochondrial Function and Pathology,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W13628862,Clustered Regularly Interspaced Short Palindromic Repeats (CRISPRs) for the Genotyping of Bacterial Pathogens,crispr,2009,CRISPR and Genetic Engineering,future_top_decile,field_year,76
crispr::https://openalex.org/W2081209254,Comparative Genomics of 28 Salmonella enterica Isolates: Evidence for CRISPR-Mediated Adaptive Sublineage Evolution,crispr,2011,Salmonella and Campylobacter epidemiology,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2142813640,A Very Early-Branching Staphylococcus aureus Lineage Lacking the Carotenoid Pigment Staphyloxanthin,crispr,2011,Microbial Metabolism and Applications,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2164665193,RBP16 stimulates trypanosome RNA editing in vitro at an early step in the editing reaction,crispr,2006,Trypanosoma species research and implications,future_top_decile,field_year3,60
crispr::https://openalex.org/W2132097139,"The genome of <i>Hyperthermus butylicus</i>: a sulfur‐reducing, peptide fermenting, neutrophilic Crenarchaeote growing up to 108 °C",crispr,2007,Genomics and Phylogenetic Studies,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2069678357,CRISPR Typing and Subtyping for Improved Laboratory Surveillance of Salmonella Infections,crispr,2012,Salmonella and Campylobacter epidemiology,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2061617125,Innate and adaptive immunity in bacteria: mechanisms of programmed genetic variation to fight bacteriophages,crispr,2011,Bacteriophages and microbial interactions,future_top_decile,field_year3,51
crispr::https://openalex.org/W2123982764,New perspectives on the diversification of the<scp>RNA</scp>interference system: insights from comparative genomics and small<scp>RNA</scp>sequencing,crispr,2013,RNA and protein synthesis mechanisms,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2073391755,Structural RNAs of known and unknown function identified in malaria parasites by comparative genomics and RNA analysis,crispr,2007,Viral Infections and Vectors,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2124071476,Structural and functional evidence of high specificity of Cbf5 for ACA trinucleotide,crispr,2010,RNA modifications and cancer,future_top_decile,field_all_years,95
crispr::https://openalex.org/W1993838942,RNA-Guided RNA modification: functional organization of the archaeal H/ACA RNP,crispr,2005,RNA modifications and cancer,future_top_decile,field_year3,65
crispr::https://openalex.org/W2141303681,CRISPR Regulation of Intraspecies Diversification by Limiting IS Transposition and Intercellular Recombination,crispr,2013,Oral microbiology and periodontitis research,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W1965247733,Experimental approaches to identify non-coding RNAs,crispr,2006,RNA and protein synthesis mechanisms,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2108598630,The CRISPR-Associated Gene<i>cas2</i>of Legionella pneumophila Is Required for Intracellular Infection of Amoebae,crispr,2013,Legionella and Acanthamoeba research,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2399800494,Lipid Nanoparticles for Short Interfering RNA Delivery,crispr,2014,RNA Interference and Gene Delivery,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2032170092,Subtyping of Salmonella enterica Serovar Newport Outbreak Isolates by CRISPR-MVLST and Determination of the Relationship between CRISPR-MVLST and PFGE Results,crispr,2013,Salmonella and Campylobacter epidemiology,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2104905829,Improved targeting of miRNA with antisense oligonucleotides,crispr,2006,MicroRNA in disease regulation,future_top_decile,field_all_years,56
crispr::https://openalex.org/W2063148079,RNA-guided genetic silencing systems in bacteria and archaea,crispr,2012,Bacteriophages and microbial interactions,future_top_decile,field_all_years,55
crispr::https://openalex.org/W2089053855,"Pimet, the <i>Drosophila</i> homolog of HEN1, mediates 2′-<i>O</i>-methylation of Piwi- interacting RNAs at their 3′ ends",crispr,2007,Chromosomal and Genetic Variations,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2133852537,The bipartite architecture of the sRNA in an archaeal box C/D complex is a primary determinant of specificity,crispr,2006,RNA modifications and cancer,future_top_decile,field_year3,78
crispr::https://openalex.org/W2168881521,Mitochondrial Complexes in Trypanosoma brucei,crispr,2007,Trypanosoma species research and implications,future_top_decile,field_year3,54
crispr::https://openalex.org/W2142450960,RNA‐based viral immunity initiated by the Dicer family of host immune receptors,crispr,2008,Plant Virus Research Studies,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W1481389924,Reassortment of <scp>CRISPR</scp> repeat‐spacer loci in <i> <scp>S</scp> ulfolobus islandicus </i>,crispr,2013,Bacteriophages and microbial interactions,future_top_decile,field_all_years,55
crispr::https://openalex.org/W2091942994,Exploring the functions of RNA interference pathway proteins: some functions are more RISCy than others?,crispr,2005,CRISPR and Genetic Engineering,future_top_decile,field_all_years,907
crispr::https://openalex.org/W2111345165,Structural features of the guide:target RNA duplex required for archaeal box C/D sRNA-guided nucleotide 2′-<i>O</i>-methylation,crispr,2007,RNA modifications and cancer,future_top_decile,field_year3,73
crispr::https://openalex.org/W2126634558,Dynamic interactions within sub-complexes of the H/ACA pseudouridylation guide RNP,crispr,2007,RNA modifications and cancer,future_top_decile,field_year3,73
crispr::https://openalex.org/W19386517,Assaying Break and Nick-Induced Homologous Recombination in Mammalian Cells Using the DR-GFP Reporter and Cas9 Nucleases,crispr,2014,DNA Repair Mechanisms,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2068242488,Differential RNA-seq: the approach behind and the biological insight gained,crispr,2014,RNA and protein synthesis mechanisms,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2154968223,A double-edged sword: R loops as threats to genome integrity and powerful regulators of gene expression,crispr,2014,CRISPR and Genetic Engineering,future_top_decile,field_year_refbin,141
crispr::https://openalex.org/W2136405950,Crystal structure of the MID-PIWI lobe of a eukaryotic Argonaute protein,crispr,2011,RNA Research and Splicing,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2047032063,"CRISPR/Cas, the Immune System of Bacteria and Archaea",crispr,2010,CRISPR and Genetic Engineering,future_top_decile,field_year,103
crispr::https://openalex.org/W2145038629,Genome-wide analyses of retrogenes derived from the human box H/ACA snoRNAs,crispr,2006,Chromosomal and Genetic Variations,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2119043925,<i>Corynebacterium diphtheriae</i> spoligotyping based on combined use of two CRISPR loci,crispr,2007,Mycobacterium research and diagnosis,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2098047798,Discovery of <i>Pyrobaculum</i> small RNA families with atypical pseudouridine guide RNA features,crispr,2012,RNA modifications and cancer,future_top_decile,field_all_years,95
crispr::https://openalex.org/W2171895257,Complex management: RNA editing in trypanosomes,crispr,2005,Trypanosoma species research and implications,future_top_decile,field_year3,58
crispr::https://openalex.org/W2159322112,Is evolution Darwinian or/and Lamarckian?,crispr,2009,Evolution and Genetic Dynamics,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2147133241,<i>Trypanosoma brucei</i> ATPase subunit 6 mRNA bound to gA6-14 forms a conserved three-helical structure,crispr,2008,Trypanosoma species research and implications,future_top_decile,field_year3,52
crispr::https://openalex.org/W2141474738,Genome-Wide Identification of Regulatory RNAs in the Human Pathogen Clostridium difficile,crispr,2013,Clostridium difficile and Clostridium perfringens research,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2154186763,Rapidly evolving CRISPRs implicated in acquired resistance of microorganisms to viruses,crispr,2007,CRISPR and Genetic Engineering,future_top_decile,field_year3,99
crispr::https://openalex.org/W2108528950,"Genesis, effects and fates of repeats in prokaryotic genomes",crispr,2009,Genomics and Phylogenetic Studies,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2036608178,Eukaryotic Argonautes come into focus,crispr,2013,RNA Interference and Gene Delivery,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2113869362,microPrimer: the biogenesis and function of microRNA,crispr,2005,Plant Molecular Biology Research,future_top_decile,all_non_landmark,5920
crispr::https://openalex.org/W2170677311,The agents of natural genome editing,crispr,2011,CRISPR and Genetic Engineering,future_top_decile,field_year,161
