w_B,w_RS,w_DeltaQ0,w_Uzzi,w_RTD,w_BurtIP,w_PDE,cv_spearman,cv_spearman_delta_vs_equal
0.14123205,0.00457025,0.06833646,0.04959667,0.2823404,0.2517693,0.20215487,0.1636748260325177,-0.05395512052645543
0.12584955,0.37732117,0.12424619,0.02576889,0.04650548,0.07762572,0.22268299,0.1693067562643002,-0.04832319029467294
0.13128836,0.09234015,0.34177268,0.08185172,0.05248502,0.26676256,0.03349951,0.21961270803900623,0.001982761480033096
0.03342914,0.0340409,0.11199588,0.02336138,0.46170116,0.3189462,0.01652534,0.18731955465720748,-0.030310391901765654
0.10018745,0.07475055,0.21843861,0.06560346,0.17862466,0.03605135,0.32634393,0.2246031170483432,0.006973170489370073
0.01054772,0.28703312,0.00903372,0.05834658,0.53581528,0.08776044,0.01146315,0.15384756550432793,-0.0637823810546452
0.15619145,0.18651909,0.11532515,0.07249081,0.04924463,0.29059431,0.12963454,0.15868811439337438,-0.058941832165598756
0.01710412,0.11357914,0.178328,0.35793985,0.18762507,0.11829543,0.02712838,0.24431532092391867,0.02668537436494553
0.03042497,0.12030923,0.11706402,0.16563457,0.13417644,0.04085755,0.39153322,0.18536255531967316,-0.032267391239299975
0.19063907,0.20999889,0.07896343,0.30493855,0.17012618,0.02053966,0.02479423,0.17540827482043506,-0.04222167173853808
0.00328366,0.11240045,0.08051924,0.01368626,0.40908135,0.0817898,0.29923923,0.17509794033720238,-0.04253200622177075
0.39586117,0.33160119,0.13219188,0.06264168,0.05236092,0.00266714,0.02267602,0.16279249087770112,-0.05483745568127202
0.10737427,0.01928188,0.09116301,0.52464377,0.14947073,0.06288399,0.04518236,0.19208197748048725,-0.025547969078485888
0.12661077,0.12433169,0.24625012,0.03610317,0.32478497,0.0965487,0.04537058,0.23945009462269823,0.021820148063725092
0.66556669,0.00566241,0.06683049,0.17796787,0.02505597,0.04779617,0.01112041,0.10772608049235716,-0.10990386606661598
0.3679582,0.13741189,0.04617769,0.08344307,0.11565819,0.13207589,0.11727506,0.13629150056733505,-0.08133844599163809
0.17194904,0.14363253,0.09214808,0.13586414,0.18012859,0.1386696,0.13760803,0.17211528144723773,-0.04551466511173541
0.52557982,0.12646611,0.15684767,0.0453925,0.01560143,0.00813989,0.12197258,0.15220998599644306,-0.06541996056253008
0.10252777,0.04943558,0.1690776,0.17116928,0.11376177,0.21301313,0.18101487,0.1965659505993244,-0.021063995959648724
0.01081894,0.16045142,0.08348994,0.19302682,0.00591838,0.05974571,0.4865488,0.15488965612709163,-0.0627402904318815
0.25624661,0.00758764,0.1731429,0.03367484,0.29757284,0.1901458,0.04162937,0.18834263650218913,-0.029287310056784005
0.30117753,0.14015476,0.07584142,0.01713635,0.03850722,0.08129644,0.34588628,0.14606853351966098,-0.07156141303931216
0.09811533,0.08770286,0.04825816,0.22081429,0.12136875,0.01651,0.40723061,0.1542970790945017,-0.06333286746447145
0.22008729,0.23108569,0.04584565,0.05127614,0.08747035,0.25629087,0.107944,0.13863093228689288,-0.07899901427208025
0.11183481,0.00894545,0.51162737,0.22339134,0.08547234,0.00513171,0.05359698,0.2549870797887714,0.03735713322979825
0.00259613,0.16063857,0.23471813,0.22438221,0.09555814,0.11533496,0.16677187,0.24376533626466412,0.026135389705690987
0.09043678,0.09103663,0.24191077,0.18176294,0.0916443,0.16288393,0.14032464,0.22736840966973126,0.009738463110758128
0.04679836,0.13187084,0.11322349,0.38181487,0.0279919,0.19797269,0.10032783,0.17614600931459373,-0.041483937244379404
0.03217418,0.10645985,0.08534972,0.3374113,0.01108725,0.41979486,0.00772283,0.13897625082728132,-0.07865369573169181
0.13002829,0.02929298,0.06659896,0.04073141,0.15844846,0.55178232,0.02311758,0.1323442393190051,-0.08528570723996803
0.10429869,0.2837661,0.14216397,0.30133612,0.05874365,0.02915456,0.08053691,0.199071754329948,-0.018558192229025133
0.14597191,0.16453992,0.43629754,0.01627088,0.07062485,0.12462368,0.04167122,0.2519365315445225,0.034306584985549365
0.24522524,0.05048293,0.04392304,0.19803306,0.14148355,0.29931488,0.02153728,0.13167236138798474,-0.0859575851709884
0.08301956,0.00666019,0.10256306,0.27451234,0.07149032,0.18963183,0.2721227,0.17276840385074843,-0.044861542708224705
0.05595715,0.09003352,0.35357771,0.09201159,0.04319391,0.00845545,0.35677066,0.25981694712338405,0.04218700056441091
0.21010561,0.09972157,0.48178629,0.01410322,0.03168103,0.13052371,0.03207857,0.2363470965069974,0.01871714994802426
0.25202872,0.03635683,0.17729794,0.17043163,0.03417062,0.22847128,0.10124298,0.1678154992966234,-0.04981444726234974
0.13393545,0.14981696,0.0062227,0.15300875,0.08277137,0.24974955,0.22449522,0.1301385705127118,-0.08749137604626134
0.08251233,0.02371648,0.10501686,0.25906361,0.27582592,0.16068689,0.09317791,0.19393183948525516,-0.023698107073717972
0.039793,0.06618386,0.0264463,0.13434097,0.61316973,0.0812424,0.03882375,0.16428608962326283,-0.05334385693571031
0.14133904,0.03170524,0.07870366,0.22712819,0.06036377,0.32687677,0.13388334,0.1440878592026191,-0.07354208735635404
0.01317845,0.13166012,0.24739208,0.20314184,0.02629364,0.05838071,0.31995317,0.23548473083757232,0.017854784278599184
0.04633695,0.03049947,0.25018445,0.04910907,0.21870954,0.12456296,0.28059756,0.2397244175262204,0.02209447096724726
0.26051056,0.08711031,0.07688477,0.17409228,0.01461808,0.11596617,0.27081784,0.1462899949820835,-0.07133995157688963
0.12673635,0.15913189,0.18323489,0.25505061,0.22559187,0.00223494,0.04801945,0.2346084594665213,0.016978512907548177
0.10362947,0.03483002,0.18193231,0.19653383,0.14057279,0.17765499,0.16484659,0.20844135786739823,-0.009188588691574906
0.39604877,0.05311823,0.03945698,0.03191245,0.01730648,0.0395521,0.42260497,0.13048909105025142,-0.08714085550872172
0.10510415,0.0719718,0.583986,0.03363698,0.05809266,0.07710534,0.07010307,0.25499103576191257,0.03736108920293943
0.33026569,0.02868658,0.41172195,0.00103525,0.12500819,0.06579921,0.03748313,0.22787203193844952,0.010242085379476379
0.04882884,0.0242898,0.0809016,0.01375057,0.43559192,0.22351742,0.17311984,0.17931332573955167,-0.03831662081942147
0.05683246,0.00298536,0.00156643,0.13745033,0.07786343,0.08585722,0.63744478,0.12674411496520438,-0.09088583159376876
0.23965377,0.03174245,0.07115858,0.11874043,0.1824004,0.14381536,0.21248901,0.15849680656249734,-0.05913313999647579
0.04894591,0.21738067,0.27820028,0.29264934,0.09957312,0.01106197,0.05218871,0.2664263342113804,0.048796387652407264
0.27320447,0.26887026,0.20012703,0.09020325,0.04061028,0.09107475,0.03590995,0.18803430344753952,-0.029595643111433617
0.11645581,0.10723897,0.02899142,0.03109945,0.3762684,0.3346608,0.00528516,0.1515652103820219,-0.06606473617695124
0.06004107,0.0729618,0.05506292,0.56623866,0.01665846,0.21445182,0.01458526,0.1330840546532779,-0.08454589190569523
0.03596024,0.11718475,0.03026501,0.33522372,0.17023652,0.00681908,0.30431069,0.1509556513988956,-0.06667429516007753
0.07081228,0.18507376,0.19076883,0.09870008,0.11570966,0.33336122,0.00557418,0.19167654930718792,-0.02595339725178522
0.01941626,0.38499653,0.11262461,0.05577604,0.108999,0.23283016,0.08535739,0.17481308621654723,-0.042816860342425905
0.23476401,0.06159474,0.06422549,0.37792241,0.06029184,0.07609984,0.12510167,0.14611929640077206,-0.07151065015820107
0.10063444,0.09594555,0.36182768,0.00555902,0.13792426,0.05678276,0.2413263,0.2613188865071812,0.04368893994820808
0.14187056,0.04022199,0.09239803,0.0153335,0.40273348,0.20383179,0.10361064,0.17874056495327434,-0.0388893816056988
0.20535343,0.05482978,0.11818625,0.09002589,0.15047562,0.36427301,0.01685601,0.1528180607070488,-0.06481188585192435
0.16224125,0.08862863,0.12839718,0.28207356,0.02157431,0.12075666,0.19632842,0.17456622023261525,-0.04306372632635788
0.05219075,0.03682467,0.12638596,0.00609812,0.29936522,0.08843155,0.39070373,0.1901927162798976,-0.027437230279075547
0.08849072,0.00417847,0.15675222,0.13273331,0.48045591,0.08922732,0.04816206,0.21761750177618563,-1.2444782787501829e-05
0.25949255,0.24445214,0.01388206,0.01109647,0.08241047,0.35122827,0.03743803,0.121361190277241,-0.09626875628173213
0.0064477,0.16992179,0.24588775,0.04206802,0.49277442,0.00517347,0.03772685,0.24037613557557302,0.022746189016599888
0.11881869,0.17033224,0.55970701,0.02295289,0.03064413,0.06883665,0.02870839,0.25472857228941753,0.037098625730444396
0.16506259,0.00112253,0.2352816,0.18989738,0.10938656,0.05820157,0.24104778,0.22894610498486806,0.011316158425894923
0.02344129,0.16859251,0.12068299,0.09540599,0.22560132,0.03959626,0.32667963,0.1877224767383996,-0.029907469820573546
0.06582345,0.21650823,0.19894935,0.00340887,0.17220549,0.11295123,0.23015337,0.21051521680874918,-0.007114729750223953
0.12395515,0.38356148,0.01759262,0.14311919,0.05965684,0.12616794,0.14594678,0.13383267675441862,-0.08379726980455451
0.14710952,0.00648788,0.44169404,0.04725306,0.03566526,0.15762672,0.16416351,0.24251368516714164,0.024883738608168504
0.07504453,0.24394881,0.16652936,0.30655404,0.02570743,0.11354426,0.06867157,0.2036731454737177,-0.013956801085255433
0.52353257,0.00786557,0.2568652,0.03160773,0.06368614,0.08904852,0.02739428,0.16520189689684206,-0.05242804966213108
0.08172516,0.04267964,0.34147295,0.04482069,0.20040587,0.13533952,0.15355616,0.2627033869886378,0.045073440429664685
0.18455481,0.0210799,0.57280594,0.05724474,0.06024364,0.01546822,0.08860275,0.2502247032490385,0.03259475669006537
0.2224159,0.01842633,0.24880736,0.07207329,0.16398286,0.19293329,0.08136097,0.2057727256895781,-0.01185722086939503
0.02686665,0.39078217,0.03538854,0.05129308,0.47038361,0.00341929,0.02186666,0.15866787146152406,-0.05896207509744908
0.04399713,0.25310314,0.02244352,0.04750361,0.28817422,0.13139302,0.21338535,0.15151749869352815,-0.06611244786544498
0.04965717,0.01236646,0.05982525,0.54578001,0.07812979,0.16441953,0.08982179,0.15786632019156382,-0.05976362636740931
0.11225599,0.07913723,0.26399315,0.09359631,0.22735334,0.02929995,0.19436404,0.24970848051690223,0.03207853395792909
0.01053644,0.2533518,0.26770533,0.11124182,0.08572051,0.00178633,0.26965777,0.23717750162164702,0.019547555062673888
0.29458599,0.2116471,0.03016593,0.11203766,0.00305153,0.10848199,0.2400298,0.128969324635129,-0.08866062192384414
0.08324594,0.27961615,0.04099509,0.1879346,0.24603214,0.03605499,0.12612109,0.16040092813350443,-0.05722901842546871
0.07739536,0.58567147,0.03299432,0.22410924,0.01927329,0.02412676,0.03642954,0.1342655458259217,-0.08336440073305143
0.21688427,0.00499688,0.11137242,0.03006019,0.3460709,0.11146227,0.17915308,0.1833517432948741,-0.03427820326409903
0.05177747,0.00380304,0.14383161,0.13724633,0.47036193,0.09384629,0.09913333,0.21306991463224673,-0.00456003192672641
0.11681068,0.02061433,0.10410383,0.24842748,0.06935513,0.31157292,0.12911562,0.15663092317480043,-0.06099902338417271
0.20738166,0.05310713,0.02887623,0.28735842,0.18320011,0.19761755,0.04245889,0.13961702930422198,-0.07801291725475115
0.08877706,0.08477331,0.32975576,0.0800943,0.03793798,0.1703154,0.20834619,0.23968162311598512,0.022051676557011984
0.1968209,0.01734369,0.14968991,0.20068948,0.16031879,0.05279274,0.22234449,0.1988687061432659,-0.01876124041570723
0.1497326,0.07579047,0.20070048,0.136113,0.24858994,0.12245667,0.06661683,0.22112069826183534,0.0034907517028621993
0.07416741,0.26491937,0.17348207,0.01046771,0.02336975,0.20694796,0.24664573,0.18372627965091617,-0.03390366690805696
0.02502535,0.27703941,0.01535845,0.39280022,0.04495677,0.21998216,0.02483765,0.1316000714506828,-0.08602987510829033
0.18605929,0.06925102,0.27128361,0.06836627,0.14583974,0.18446442,0.07473565,0.21749045903408348,-0.00013948752488965321
0.34124603,0.10626604,0.02960841,0.11755923,0.30104779,0.03699199,0.06728051,0.1495845382601159,-0.06804540829885725
0.26903003,0.11334621,0.02795752,0.04248249,0.01449548,0.11660629,0.41608198,0.12951362258736054,-0.08811632397161259
0.05720368,0.13728784,0.39699132,0.09003236,0.12600167,0.15140152,0.04108161,0.2664379589681183,0.048808012409145146
0.01396954,0.14875906,0.36331673,0.10785846,0.16774605,0.01790001,0.18045015,0.27701144113666987,0.05938149457769673
0.10433587,0.13255185,0.17440699,0.056424,0.0872275,0.00024714,0.44480666,0.19562710641529707,-0.022002840143676067
0.48633214,0.23874436,0.01397949,0.03844858,0.10333223,0.08963656,0.02952664,0.12109989614880284,-0.09653005041017029
0.11404173,0.02576631,0.04490464,0.20527409,0.19587675,0.21376028,0.20037621,0.15600515562881864,-0.061624790930154494
0.0350943,0.09924318,0.22023688,0.06068755,0.40856192,0.01042436,0.16575181,0.23405139722833607,0.01642145066936293
0.40979063,0.03939703,0.05570259,0.03688366,0.01105646,0.27183241,0.17533722,0.11955190722669737,-0.09807803933227577
0.11599502,0.13400244,0.00069966,0.07416779,0.06033996,0.58326716,0.03152796,0.11102262958804819,-0.10660731697092495
0.05569344,0.48919682,0.03218956,0.12484183,0.09363349,0.02685147,0.1775934,0.14033417130238185,-0.07729577525659129
0.00503661,0.16279148,0.09673209,0.00498266,0.31084359,0.32368832,0.09592525,0.17849235269848865,-0.03913759386048449
0.2802381,0.16549872,0.11080237,0.01085259,0.0699907,0.24593372,0.1166838,0.1511368955011373,-0.06649305105783584
0.43025956,0.30146597,0.05474455,0.01317368,0.0567449,0.08260078,0.06101056,0.1338451585965327,-0.08378478796244043
0.03761941,0.13384201,0.01433789,0.23158325,0.17383003,0.15826718,0.25052023,0.14632118972443692,-0.07130875683453622
0.72217326,0.11939437,0.07878703,0.02555244,0.01394408,0.01516934,0.02497949,0.1144913329413446,-0.10313861361762854
0.07756541,0.16710341,0.11649397,0.0265204,0.10470677,0.1400616,0.36754845,0.17335532868119313,-0.044274617877780004
0.09959969,0.14747494,0.53998838,0.08748763,0.00692462,0.00765371,0.11087103,0.25872002801063104,0.041090081451657906
0.01088752,0.00796778,0.04571632,0.0796643,0.11855014,0.17772152,0.55949242,0.1493843097769471,-0.06824563678202603
0.27923276,0.05295801,0.2612029,0.32002372,0.04258356,0.03851101,0.00548804,0.20412669018214066,-0.013503256376832473
0.16815556,0.05551142,0.31443544,0.08625942,0.03818846,0.20251391,0.1349358,0.2175877962425865,-4.2150316386629916e-05
0.20920158,0.17588469,0.00239165,0.18468401,0.13148725,0.15775168,0.13859914,0.1320345175322924,-0.08559542902668074
0.07282204,0.24765954,0.02782319,0.08617277,0.00051415,0.36558269,0.19942561,0.1293796765249166,-0.08825027003405653
0.05728657,0.07507923,0.11511303,0.33991256,0.24015023,0.04028284,0.13217554,0.21025651921244332,-0.007373427346529821
0.34200782,0.20991407,0.1074882,0.15340016,0.06396448,0.0550022,0.06822307,0.15785532584787929,-0.05977462071109385
0.17778109,0.02722026,0.09367709,0.04971199,0.35921811,0.0304325,0.26195895,0.18155203178389112,-0.036077914775082015
0.17603963,0.40209823,0.11426973,0.01628586,0.1120553,0.09734764,0.08190361,0.17098136461567026,-0.046648581943302875
0.45895517,0.19626092,0.03655752,0.11911989,0.02613682,0.05351171,0.10945798,0.12436508351543557,-0.09326486304353757
0.03805156,0.0557246,0.62153604,0.01279783,0.08682859,0.04827972,0.13678167,0.2637275984701698,0.04609765191119666
0.50782212,0.02717276,0.18633232,0.12101297,0.01221873,0.03962726,0.10581383,0.15553801642711537,-0.062091930131857764
0.07084508,0.07860545,0.19416233,0.02237124,0.28576556,0.09142677,0.25682358,0.2191830721033285,0.0015531255443553549
0.04469963,0.00416286,0.09468045,0.05821628,0.10179392,0.48856448,0.20788239,0.15007543333969867,-0.06755451321927447
