paper_id,domain,year,primary_field,is_landmark,n_controls,control_tier,community_reach_control_mad,community_reach_control_robust_scale,community_reach_scale_used,community_reach_scale_floor_used,community_reach_mad_zero,community_reach_z_clipped,field_entropy_control_mad,field_entropy_control_robust_scale,field_entropy_scale_used,field_entropy_scale_floor_used,field_entropy_mad_zero,field_entropy_z_clipped,cross_community_adoption_control_mad,cross_community_adoption_control_robust_scale,cross_community_adoption_scale_used,cross_community_adoption_scale_floor_used,cross_community_adoption_mad_zero,cross_community_adoption_z_clipped,path_shortening_control_mad,path_shortening_control_robust_scale,path_shortening_scale_used,path_shortening_scale_floor_used,path_shortening_mad_zero,path_shortening_z_clipped,modularity_shock_control_mad,modularity_shock_control_robust_scale,modularity_shock_scale_used,modularity_shock_scale_floor_used,modularity_shock_mad_zero,modularity_shock_z_clipped,partition_change_control_mad,partition_change_control_robust_scale,partition_change_scale_used,partition_change_scale_floor_used,partition_change_mad_zero,partition_change_z_clipped,boundary_mixing_control_mad,boundary_mixing_control_robust_scale,boundary_mixing_scale_used,boundary_mixing_scale_floor_used,boundary_mixing_mad_zero,boundary_mixing_z_clipped,post_perturbation_concentration_control_mad,post_perturbation_concentration_control_robust_scale,post_perturbation_concentration_scale_used,post_perturbation_concentration_scale_floor_used,post_perturbation_concentration_mad_zero,post_perturbation_concentration_z_clipped,hub_formation_control_mad,hub_formation_control_robust_scale,hub_formation_scale_used,hub_formation_scale_floor_used,hub_formation_mad_zero,hub_formation_z_clipped,n_delta_scale_floor_used,n_delta_mad_zero,n_delta_z_clipped
ubiquitin_and_proteasome_pathways::https://openalex.org/W2062205148,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,0,1541,field_all_years,2.9652,3.1213421771361682,2.9652,0,0,0,0.6532575415826863,0.6532575415826863,0.6532575415826863,0,0,0,0.32946666666666663,0.39016777214202103,0.4118333333333333,1,0,0,0.0,0.0928970886052431,0.0812849525295877,1,1,1,3.949597740950152e-05,0.01410730581092019,0.01410730581092019,1,0,0,0.18802573704819311,0.24621613713952817,0.18802573704819311,0,0,0,0.1142271794871795,0.15598567849291473,0.1142271794871795,0,0,0,0.29880447452786957,0.30565336463223786,0.29880447452786957,0,0,0,0.0,0.004346087273749194,0.02,1,1,0,4,2,1
ubiquitin_and_proteasome_pathways::https://openalex.org/W2082788676,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,0,1541,field_all_years,2.9652,3.1213421771361682,2.9652,0,0,0,0.6532575415826863,0.6532575415826863,0.6532575415826863,0,0,0,0.32946666666666663,0.39016777214202103,0.4118333333333333,1,0,0,0.0,0.09754194303550526,0.0853492001560671,1,1,0,2.6916800151919807e-05,0.01410730581092019,0.01410730581092019,1,0,0,0.1879735832228135,0.24621613713952817,0.1879735832228135,0,0,0,0.11458032786885243,0.15598567849291473,0.11458032786885243,0,0,0,0.29880447452786957,0.30565336463223786,0.29880447452786957,0,0,0,0.0,0.004346087273749194,0.02,1,1,0,4,2,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2087572935,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,0,1541,field_all_years,2.9652,3.1213421771361682,2.9652,0,0,0,0.6532575415826863,0.6532575415826863,0.6532575415826863,0,0,0,0.32946666666666663,0.39016777214202103,0.4118333333333333,1,0,0,0.0,0.09754194303550526,0.0853492001560671,1,1,0,3.949597740950152e-05,0.01410730581092019,0.01410730581092019,1,0,0,0.1879735832228135,0.24621613713952817,0.1879735832228135,0,0,0,0.1142271794871795,0.15598567849291473,0.1142271794871795,0,0,0,0.29880447452786957,0.30565336463223786,0.29880447452786957,0,0,0,0.0,0.004346087273749194,0.02,1,1,0,4,2,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2121781216,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,0,1541,field_all_years,2.9652,3.1213421771361682,2.9652,0,0,0,0.6486577790951981,0.6486577790951981,0.6486577790951981,0,0,0,0.32946666666666663,0.39016777214202103,0.4118333333333333,1,0,0,0.0,0.09754194303550526,0.0853492001560671,1,1,0,3.949597740950152e-05,0.01410730581092019,0.01410730581092019,1,0,0,0.18802573704819311,0.24621613713952817,0.18802573704819311,0,0,0,0.11404615384615382,0.1559679671267654,0.11404615384615382,0,0,0,0.29880447452786957,0.3041352852408896,0.29880447452786957,0,0,0,0.0,0.004346087273749194,0.02,1,1,0,4,2,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2341277428,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,0,1541,field_all_years,2.9652,3.1213421771361682,2.9652,0,0,0,0.6486577790951981,0.6486577790951981,0.6486577790951981,0,0,0,0.32946666666666663,0.39016777214202103,0.4118333333333333,1,0,0,0.0,0.0928970886052431,0.0812849525295877,1,1,1,3.949597740950152e-05,0.01410730581092019,0.01410730581092019,1,0,0,0.1879735832228135,0.24621613713952817,0.1879735832228135,0,0,0,0.11458032786885243,0.15598567849291473,0.11458032786885243,0,0,0,0.2953428622299688,0.3041352852408896,0.2953428622299688,0,0,0,0.0,0.004346087273749194,0.02,1,1,0,4,2,1
exoplanets::https://openalex.org/W1985663566,exoplanets,1997,Astronomy and Astrophysics,0,1328,field_all_years,1.4826,1.4826,1.4826,0,0,0,0.0,0.16214861463946734,0.12845574139342947,1,1,0,0.16473333333333331,0.2616725191832486,0.20591666666666664,1,0,0,0.0,0.027600547441062943,0.0284497333853557,1,1,0,0.0,0.009657676002323614,0.009657676002323614,1,1,0,0.10095977795729895,0.11876678259226293,0.10095977795729895,0,0,0,0.10098326614561906,0.1431396528175099,0.10098326614561906,0,0,0,0.3313546444328771,0.3558191252779837,0.3313546444328771,0,0,0,0.0,0.004235150638787359,0.02,1,1,0,5,4,0
exoplanets::https://openalex.org/W2038385268,exoplanets,1997,Astronomy and Astrophysics,0,1328,field_all_years,1.4826,1.4826,1.4826,0,0,0,0.0,0.16045903936215963,0.12845574139342947,1,1,1,0.16473333333333331,0.2616725191832486,0.20591666666666664,1,0,0,0.0,0.027600547441062943,0.0284497333853557,1,1,0,0.0,0.009657536865462663,0.009657536865462663,1,1,0,0.1007213116967206,0.11749907304063548,0.1007213116967206,0,0,1,0.10098326614561906,0.14270399117470312,0.10098326614561906,0,0,0,0.3313546444328771,0.35303928836174947,0.3313546444328771,0,0,0,0.0,0.004235150638787359,0.02,1,1,0,5,4,2
exoplanets::https://openalex.org/W2318323104,exoplanets,1997,Astronomy and Astrophysics,0,1328,field_all_years,1.4826,1.4826,1.4826,0,0,0,0.0,0.16214861463946734,0.12845574139342947,1,1,0,0.16473333333333331,0.2616725191832486,0.20591666666666664,1,0,0,0.0,0.027600547441062943,0.0284497333853557,1,1,0,0.0,0.009657536865462663,0.009657536865462663,1,1,0,0.10122447381423245,0.11876678259226293,0.10122447381423245,0,0,0,0.10113332234067031,0.1431396528175099,0.10113332234067031,0,0,0,0.33461458333333327,0.3558191252779837,0.33461458333333327,0,0,0,0.0,0.004235150638787359,0.02,1,1,0,5,4,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1763097477,ubiquitin_and_proteasome_pathways,1997,Cancer Research,0,86,field_all_years,1.4826,1.9508388607101053,1.4826,0,0,0,1.4827318040026374e-12,0.66563804659361,0.332819023296805,1,1,0,0.54362,0.54362,0.6795249999999999,1,0,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.022434646898166207,0.022434646898166207,1,1,0,0.2530015667616494,0.27384980088405797,0.2530015667616494,0,0,0,0.14372256897331523,0.20127212359996383,0.14372256897331523,0,0,0,0.5616949074074074,0.5772605558160997,0.5616949074074074,0,0,0,0.0,0.0,0.02,1,1,0,5,4,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1976449876,ubiquitin_and_proteasome_pathways,1997,Oncology,0,51,field_all_years,1.4826,2.3410066328521264,1.4826,0,0,0,0.8314805767467691,0.8314805767467691,0.8314805767467691,0,0,0,0.4291736842105263,0.45655351242335757,0.5364671052631579,1,0,0,0.0,0.022904976746529717,0.0284497333853557,1,1,0,0.0,0.039293819419273374,0.039293819419273374,1,1,0,0.3249225214293311,0.34733699189206324,0.3249225214293311,0,0,0,0.22628205128205128,0.2273851478130209,0.22628205128205128,0,0,0,0.2571961911357342,0.39016777214202103,0.2571961911357342,0,0,0,0.0,0.007702688248219467,0.02,1,1,0,4,3,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1979520552,ubiquitin_and_proteasome_pathways,1997,Cancer Research,0,86,field_all_years,1.4826,1.9508388607101053,1.4826,0,0,0,1.4827318040026374e-12,0.66563804659361,0.332819023296805,1,1,0,0.54362,0.54362,0.6795249999999999,1,0,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.022434646898166207,0.022434646898166207,1,1,0,0.2530015667616494,0.27384980088405797,0.2530015667616494,0,0,0,0.13718210005344225,0.1970632146258981,0.13718210005344225,0,0,0,0.5616949074074074,0.5772605558160997,0.5616949074074074,0,0,0,0.0,0.0,0.02,1,1,0,5,4,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1981916517,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,58,field_year3,2.2239,3.1213421771361682,2.2239,0,0,0,0.39850938589256374,0.4414315373411533,0.39850938589256374,0,0,0,0.2471,0.2705611688888293,0.308875,1,0,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.013394314637092395,0.013394314637092395,1,1,0,0.147968602831118,0.1507260109680839,0.147968602831118,0,0,0,0.26238456602221305,0.2942956224913735,0.26238456602221305,0,0,0,0.15729459374999996,0.18080373360175542,0.15729459374999996,0,0,0,0.0,0.0,0.02,1,1,0,4,3,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2024812887,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,58,field_year3,1.4826,3.1213421771361682,1.5606710885680841,1,0,0,0.39850938589256374,0.4414315373411533,0.39850938589256374,0,0,0,0.2471,0.2471,0.308875,1,0,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.013394314637092395,0.013394314637092395,1,1,0,0.15456965014879645,0.15456965014879645,0.15456965014879645,0,0,0,0.2578976470588235,0.2942956224913735,0.2578976470588235,0,0,0,0.16308599999999998,0.18080373360175542,0.16308599999999998,0,0,0,0.0,0.0,0.02,1,1,0,5,3,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2024935012,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,58,field_year3,2.2239,3.1213421771361682,2.2239,0,0,0,0.36664758405240033,0.39496944910210685,0.36664758405240033,0,0,0,0.2471,0.25913482699038437,0.308875,1,0,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.013394314637092395,0.013394314637092395,1,1,0,0.15456965014879645,0.15456965014879645,0.15456965014879645,0,0,0,0.2480317496229261,0.28121695544760905,0.2480317496229261,0,0,0,0.15729459374999996,0.18080373360175542,0.15729459374999996,0,0,0,0.0,0.0,0.02,1,1,0,4,3,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2044005280,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,58,field_year3,2.2239,3.1213421771361682,2.2239,0,0,0,0.39850938589256374,0.4414315373411533,0.39850938589256374,0,0,0,0.2471,0.2705611688888293,0.308875,1,0,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.013394314637092395,0.013394314637092395,1,1,0,0.1537465883714328,0.1537465883714328,0.1537465883714328,0,0,0,0.26238456602221305,0.2942956224913735,0.26238456602221305,0,0,0,0.15729459374999996,0.18080373360175542,0.15729459374999996,0,0,0,0.0,0.0,0.02,1,1,0,4,3,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2048737737,ubiquitin_and_proteasome_pathways,1997,Oncology,0,51,field_all_years,1.4826,1.9508388607101053,1.4826,0,0,0,0.718225146261,0.718225146261,0.718225146261,0,0,0,0.37065,0.4419227918115983,0.46331249999999996,1,0,0,0.0,0.022904976746529717,0.0284497333853557,1,1,0,0.0,0.039293819419273374,0.039293819419273374,1,1,0,0.32083474065853396,0.34733699189206324,0.32083474065853396,0,0,0,0.22619686274509795,0.22619686274509795,0.22619686274509795,0,0,0,0.25430080886426576,0.39016777214202103,0.25430080886426576,0,0,0,0.0,0.007702688248219467,0.02,1,1,0,4,3,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2056769035,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,58,field_year3,1.4826,3.1213421771361682,1.5606710885680841,1,0,0,0.3645309398930494,0.4414315373411533,0.3645309398930494,0,0,0,0.24710000000000001,0.2705611688888293,0.308875,1,0,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.012276862472047676,0.012276862472047676,1,1,1,0.15417269203041836,0.15417269203041836,0.15417269203041836,0,0,0,0.2480317496229261,0.2907721286861207,0.2480317496229261,0,0,0,0.16308599999999998,0.18080373360175542,0.16308599999999998,0,0,0,0.0,0.0,0.02,1,1,0,5,3,1
ubiquitin_and_proteasome_pathways::https://openalex.org/W2059129711,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,58,field_year3,2.2239,3.1213421771361682,2.2239,0,0,0,0.36664758405240033,0.39496944910210685,0.36664758405240033,0,0,0,0.2471,0.2471,0.308875,1,0,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.013394314637092395,0.013394314637092395,1,1,0,0.15170078205785564,0.15170078205785564,0.15170078205785564,0,0,0,0.26238456602221305,0.2942956224913735,0.26238456602221305,0,0,0,0.15729459374999996,0.17586160848795643,0.15729459374999996,0,0,0,0.0,0.0,0.02,1,1,0,4,3,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2145216906,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,58,field_year3,2.2239,3.1213421771361682,2.2239,0,0,0,0.39850938589256374,0.4414315373411533,0.39850938589256374,0,0,0,0.2471,0.2608069745852788,0.308875,1,0,0,0.0,0.13005592404734034,0.1137989335414228,1,1,0,0.0,0.013396930812919258,0.013396930812919258,1,1,0,0.15456965014879645,0.15456965014879645,0.15456965014879645,0,0,0,0.26238456602221305,0.2942956224913735,0.26238456602221305,0,0,0,0.15729459374999996,0.18080373360175542,0.15729459374999996,0,0,0,0.0,0.0,0.02,1,1,0,4,3,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2152398347,ubiquitin_and_proteasome_pathways,1997,Oncology,0,51,field_all_years,1.4826,2.3410066328521264,1.4826,0,0,0,0.8314805767467691,0.8314805767467691,0.8314805767467691,0,0,0,0.4291736842105263,0.44704979647042,0.5364671052631579,1,0,0,0.0,0.02024430015255534,0.0284497333853557,1,1,1,0.0,0.039293819419273374,0.039293819419273374,1,1,0,0.32083474065853396,0.34733699189206324,0.32083474065853396,0,0,0,0.23152647058823533,0.23152647058823533,0.23152647058823533,0,0,0,0.2611023333333335,0.39016777214202103,0.2611023333333335,0,0,0,0.0,0.007702688248219467,0.02,1,1,0,4,3,1
exoplanets::https://openalex.org/W2003687834,exoplanets,1998,Astronomy and Astrophysics,0,1328,field_all_years,1.4826,1.4826,1.4826,0,0,0,0.0,0.16214861463946734,0.12845574139342947,1,1,0,0.16473333333333331,0.2616725191832486,0.20591666666666664,1,0,0,0.0,0.027600547441062943,0.0284497333853557,1,1,0,0.0,0.009657536865462663,0.009657536865462663,1,1,0,0.1008769449723406,0.11876678259226293,0.1008769449723406,0,0,0,0.10113332234067031,0.1431396528175099,0.10113332234067031,0,0,0,0.33461458333333327,0.3558191252779837,0.33461458333333327,0,0,0,0.0,0.004235150638787359,0.02,1,1,0,5,4,0
exoplanets::https://openalex.org/W2022362220,exoplanets,1998,Astronomy and Astrophysics,0,1328,field_all_years,1.4826,1.4826,1.4826,0,0,0,0.0,0.16214861463946734,0.12845574139342947,1,1,0,0.16473333333333331,0.2616725191832486,0.20591666666666664,1,0,0,0.0,0.027600547441062943,0.0284497333853557,1,1,0,0.0,0.009657536865462663,0.009657536865462663,1,1,0,0.1008769449723406,0.11876678259226293,0.1008769449723406,0,0,0,0.10113332234067031,0.1431396528175099,0.10113332234067031,0,0,0,0.33461458333333327,0.3558191252779837,0.33461458333333327,0,0,0,0.0,0.004235150638787359,0.02,1,1,0,5,4,0
exoplanets::https://openalex.org/W2047592331,exoplanets,1998,Astronomy and Astrophysics,0,1328,field_all_years,1.4826,1.4826,1.4826,0,0,0,0.0,0.16214861463946734,0.12845574139342947,1,1,0,0.16473333333333331,0.2616725191832486,0.20591666666666664,1,0,0,0.0,0.027600547441062943,0.0284497333853557,1,1,0,0.0,0.009657763158456054,0.009657763158456054,1,1,0,0.1007213116967206,0.11749907304063548,0.1007213116967206,0,0,0,0.10098326614561906,0.14270399117470312,0.10098326614561906,0,0,0,0.3313546444328771,0.35303928836174947,0.3313546444328771,0,0,0,0.0,0.004235150638787359,0.02,1,1,0,5,4,0
