id,year,title,domain,primary_field,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,primary_topic,community,community_label,display_label
https://openalex.org/W2082749280,1990,Deposition of molybdenum chalcogenide thin films by the chemical deposition technique and the effect of bath parameters on these thin films,graphene_2d_materials,Chemistry / Sub,7,0,,W2082749280,10.1016/0025-5408(90)90157-w,105,Chalcogenide Semiconductor Thin Films,478,Chemistry / Sub,Chemistry / Sub
https://openalex.org/W2066484788,1990,"Volatile transport and deposition of Mo, W and Re in high temperature magmatic fluids",graphene_2d_materials,Chemistry / Sub,7,0,,W2066484788,10.1016/0883-2927(90)90007-r,96,Radioactive element chemistry and processing,478,Chemistry / Sub,Chemistry / Sub
https://openalex.org/W1873020012,1990,Structure of the molybdenum sulfide phase in carbon-supported molybdenum and cobalt-molybdenum sulfide catalysts as studied by EXAFS,graphene_2d_materials,Chemistry / Catalysis,1,0,,W1873020012,10.1021/j100372a065,95,Catalysis and Oxidation Reactions,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W1570556693,1990,Epitaxial growth of transition metal dichalcogenides on cleaved faces of mica,graphene_2d_materials,Chemistry / Materials,12,0,,W1570556693,,89,2D Materials and Applications,12,Chemistry / Materials,
https://openalex.org/W1972505670,1990,Tribological performance and deformation of sputter-deposited MoS2 solid lubricant films during sliding wear and indentation contact,graphene_2d_materials,Materials / Film,6,0,,W1972505670,10.1016/0040-6090(90)90285-l,89,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film
https://openalex.org/W2061465592,1990,"Oxygen substitution in sputter-deposited MoS2 films studied by extended X-ray absorption fine structure, X-ray photoelectron spectroscopy and X-ray diffraction",graphene_2d_materials,Materials / Film,6,0,,W2061465592,10.1016/0257-8972(90)90008-z,86,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film
https://openalex.org/W2009641916,1990,Two-dimensional weak localization in partially graphitic carbons,graphene_2d_materials,Carbon / Nanotubes,2,0,,W2009641916,10.1103/physrevb.41.11770,82,Graphene research and applications,476,Carbon / Nanotubes,Carbon / Nanotubes
https://openalex.org/W2010237026,1990,Large-scale elastic-plastic indentation simulations via nonequilibrium molecular dynamics,graphene_2d_materials,Molecular / Molecular Dynamics,25,0,,W2010237026,10.1103/physreva.42.5844,79,Force Microscopy Techniques and Applications,25,Molecular / Molecular Dynamics,
https://openalex.org/W2085957207,1990,Space and vacuum tribology,graphene_2d_materials,Materials / Film,6,0,,W2085957207,10.1016/0043-1648(90)90078-o,69,"Adhesion, Friction, and Surface Interactions",525,Materials / Film,Materials / Film
https://openalex.org/W2090739664,1990,Thin oriented films of molybdenum disulphide,graphene_2d_materials,Chemistry / Sub,7,0,,W2090739664,10.1016/0040-6090(90)90511-b,68,Fluid Dynamics and Thin Films,478,Chemistry / Sub,Chemistry / Sub
https://openalex.org/W2039372621,1990,Effects of argon ion bombardment on basal plane and polycrystalline MoS2,graphene_2d_materials,Materials / Film,6,0,,W2039372621,10.1016/0039-6028(90)90508-6,67,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film
https://openalex.org/W2060964755,1990,X-Ray absorption studies of the Ni environment in Ni-Mo-S,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2060964755,10.1007/bf00765321,64,Semiconductor materials and interfaces,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W1989881018,1990,Texture characterisation of sputtered MoS<sub>2</sub>thin films by cross-sectional TEM analysis,graphene_2d_materials,Materials / Film,6,0,,W1989881018,10.1088/0022-3727/23/5/026,63,2D Materials and Applications,525,Materials / Film,Materials / Film
https://openalex.org/W2009363882,1990,Properties of the transition metal dichalcogenides: The case of IrS2 and IrSe2,graphene_2d_materials,Chemistry / Sub,7,0,,W2009363882,10.1016/0022-4596(90)90273-z,59,Inorganic Chemistry and Materials,478,Chemistry / Sub,Chemistry / Sub
https://openalex.org/W2150081666,1990,Exafs study of the local structure of Ni in Ni-MoS2/C hydrodesulfurization catalysts,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2150081666,10.1007/bf00764672,59,Corrosion Behavior and Inhibition,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2088486774,1990,Kinetic modelling of higher alcohol synthesis over alkali-promoted Cu/ZnO and MoS2 catalysts,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2088486774,10.1016/0009-2509(90)80153-6,59,Catalysts for Methane Reforming,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2013687801,1990,A comprehensive investigation of the sulfidation behavior of binary Co-Mo alloys,graphene_2d_materials,Alloys / Behavior,107,0,,W2013687801,10.1007/bf00666808,57,Catalysis and Hydrodesulfurization Studies,107,Alloys / Behavior,
https://openalex.org/W2051436090,1990,Effect of fluorine on hydrogenation of cyclohexene on sulfided Ni (or Co)Mo/Al2O3 catalysts,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2051436090,10.1016/s0166-9834(00)80735-6,57,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2091364833,1990,Electronic properties of low dimensional solids: The physics and chemistry of layer type transition metal dichalcogenides and their intercalate complexes,graphene_2d_materials,Chemistry / Sub,7,0,,W2091364833,10.1016/0167-2738(90)90021-i,55,2D Materials and Applications,478,Chemistry / Sub,Chemistry / Sub
https://openalex.org/W2076762630,1990,The human basophil,graphene_2d_materials,Basophil / Reactions,33,0,,W2076762630,10.1016/1040-8428(90)90009-h,53,Food Allergy and Anaphylaxis Research,33,Basophil / Reactions,
https://openalex.org/W1985194967,1990,Atomic oxygen-MoS2 chemical interactions,graphene_2d_materials,Materials / Film,6,0,,W1985194967,10.1016/0257-8972(90)90113-q,46,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film
https://openalex.org/W1992536779,1990,A Mechanism of Vapor Effect on Friction Coefficient of Molybdenum Disulfide,graphene_2d_materials,Materials / Film,6,0,,W1992536779,10.1080/10402009008981988,42,Mechanical stress and fatigue analysis,525,Materials / Film,Materials / Film
https://openalex.org/W2952818478,1990,Quantitative detection of reactive hydrogen on MoS2/$gamma;-Al2O3 and on $gamma;-Al2O3,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2952818478,10.1016/0021-9517(90)90050-t,40,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2036193106,1990,Reaction of electrogenerated arylhydroxylamines and nitrosobenzene in the course of reduction of nitrobenzene under conditions of cyclic voltammetry,graphene_2d_materials,Chemistry / Voltammetry,41,0,,W2036193106,10.1016/0022-0728(90)87275-o,40,Electrochemical sensors and biosensors,41,Chemistry / Voltammetry,
https://openalex.org/W2090666669,1990,Determination of heat transfer coefficient for forging applications,graphene_2d_materials,Transfer / Heat,44,0,,W2090666669,10.1007/bf02833814,38,Metallurgy and Material Forming,44,Transfer / Heat,
https://openalex.org/W2036131711,1990,"Hydrodemetallation of a vanadylporphyrin over sulfided NiMoγAl2O3, MoγAl2O3, and γAl2O3 catalysts - effect of the vanadium deposit on the toluene hydrogenation.",graphene_2d_materials,Chemistry / Catalysis,1,0,,W2036131711,10.1016/0920-5861(90)80009-e,37,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W1989954650,1990,A scanning tunnelling microscopy study of PAN-based carbon fibre in air,graphene_2d_materials,Carbon / Scanning,935,0,,W1989954650,10.1016/0039-6028(90)90539-k,35,Carbon Nanotubes in Composites,935,Carbon / Scanning,
https://openalex.org/W1965025132,1990,Analysis of transfer films formed on steel and Co-WC during sliding against MoS2-coated steel in argon,graphene_2d_materials,Materials / Film,6,0,,W1965025132,10.1016/0257-8972(90)90133-w,34,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film
https://openalex.org/W2046462763,1990,Comparison of voltammetry of vacuum-prepared Rh (100) and Rh (111) electrodes,graphene_2d_materials,Voltammetry Vacuum-Prepared / Vol…,50,0,,W2046462763,10.1016/0022-0728(90)85155-x,34,Electrochemical Analysis and Applications,50,Voltammetry Vacuum-Prepared / Vol…,
https://openalex.org/W2072967769,1990,Preparation of alternating MoS2 and WS2 single layers to form a new MoWS4 structure,graphene_2d_materials,Chemistry / Sub,7,0,,W2072967769,10.1063/1.345661,33,Catalysis and Hydrodesulfurization Studies,478,Chemistry / Sub,Chemistry / Sub
https://openalex.org/W1986710868,1990,Charge density waves of 1<i>T</i>-TaS2 imaged by atomic force microscopy,graphene_2d_materials,Chemistry / Materials,12,0,,W1986710868,10.1063/1.103535,32,Force Microscopy Techniques and Applications,12,Chemistry / Materials,
https://openalex.org/W35764608,1990,"The Science/Technology/Society Movement in the United States: Its Origins, Evolution, and Rationale.",graphene_2d_materials,Movement / Technology Society,53,0,,W35764608,10.1038/s41377-022-00885-7,32,"Research, Science, and Academia",53,Movement / Technology Society,
https://openalex.org/W2074502982,1990,Site structure sensitivity of diene hydrogenation and isomerization reactions on MOS2/$gamma;-Al2O3 catalysts,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2074502982,10.1016/0021-9517(90)90099-6,31,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W1976274188,1990,Effect of humidity on spread NbS<sub>2</sub>films,graphene_2d_materials,Chemistry / Sub,7,0,,W1976274188,10.1088/0022-3727/23/7/035,28,2D Materials and Applications,478,Chemistry / Sub,Chemistry / Sub
https://openalex.org/W2092311545,1990,Chemical and tribological studies of MoS2 films on SiC substrates,graphene_2d_materials,Materials / Film,6,0,,W2092311545,10.1016/0257-8972(90)90009-2,27,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film
https://openalex.org/W1964636805,1990,Magnetic properties of κ-(MDTTTF)2AuI2 salt in the normal and superconducting states,graphene_2d_materials,Salt / Chemistry,61,0,,W1964636805,10.1051/jphys:0199000510110117900,27,Organic and Molecular Conductors Research,61,Salt / Chemistry,
https://openalex.org/W2051453881,1990,Drifting continents and endemic goitre in northern Pakistan.,graphene_2d_materials,Endemic / Goitre,63,0,,W2051453881,10.1136/bmj.300.6738.1507,27,Thyroid Disorders and Treatments,63,Endemic / Goitre,
https://openalex.org/W2039907081,1990,Preparation and isochronal sintering behaviour of molybdenum disulphide compound,graphene_2d_materials,Chemistry / Sub,7,0,,W2039907081,10.1007/bf00580126,26,Muon and positron interactions and applications,478,Chemistry / Sub,Chemistry / Sub
https://openalex.org/W1982565321,1990,Scanning tunneling microscopy observation of MoS2 surface and gold clusters deposited on MoS2 surface,graphene_2d_materials,Materials / Film,6,0,,W1982565321,10.1116/1.576374,25,Surface and Thin Film Phenomena,525,Materials / Film,Materials / Film
https://openalex.org/W1989749987,1990,The effect of a friction modifier on piston ring and cylinder bore friction and wear,graphene_2d_materials,Friction / Wear,67,0,,W1989749987,10.1016/0301-679x(90)90013-f,25,Tribology and Wear Analysis,67,Friction / Wear,
https://openalex.org/W2040569262,1990,Different response of atomic force microscopy and scanning tunneling microscopy to charge density waves,graphene_2d_materials,Chemistry / Sub,7,0,,W2040569262,10.1116/1.576372,24,Molecular Junctions and Nanostructures,478,Chemistry / Sub,Chemistry / Sub
https://openalex.org/W1980406305,1990,Phosphorus promotion of Mo/Al2O3 hydrotreating catalysts,graphene_2d_materials,Chemistry / Catalysis,1,0,,W1980406305,10.1016/s0166-9834(00)82248-4,24,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2067722976,1990,Theoretical study for the excited states of MoO4−<i>n</i>S2−<i>n</i> (<i>n</i>=0∼4) and MoSe2−4,graphene_2d_materials,Excited / Theoretical,72,0,,W2067722976,10.1063/1.459064,23,Advanced Chemical Physics Studies,72,Excited / Theoretical,
https://openalex.org/W1997608629,1990,A survey of experimental techniques in surface chemical physics,graphene_2d_materials,Physics / Techniques,78,0,,W1997608629,10.1351/pac199062122297,21,Electron and X-Ray Spectroscopy Techniques,78,Physics / Techniques,
https://openalex.org/W1990430455,1990,Computer modelling of a molybdenum disulphide catalyst,graphene_2d_materials,Chemistry / Catalysis,1,0,,W1990430455,10.1039/ft9908600697,20,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W1998782824,1990,Effects of laser processing and doping on the lubrication and chemical properties of thin MoS2 films,graphene_2d_materials,Materials / Film,6,0,,W1998782824,10.1016/0257-8972(90)90154-5,19,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film
https://openalex.org/W2013753844,1990,Surface valence charge distributions and scanning tunneling microscopy of WTe2,graphene_2d_materials,Chemistry / Sub,7,0,,W2013753844,10.1016/0039-6028(90)90086-n,19,Graphene research and applications,478,Chemistry / Sub,Chemistry / Sub
https://openalex.org/W138814082,1990,Tribological performance of MoS2B2O3 compacts,graphene_2d_materials,Materials / Film,6,0,,W138814082,10.1016/0301-679x(90)90068-z,19,Metal and Thin Film Mechanics,525,Materials / Film,Materials / Film
https://openalex.org/W2072365553,1990,H2on MoS2: a molecular orbital study,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2072365553,10.1016/0166-1280(90)80059-w,16,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2066143691,1990,A Theory of Thermo-Elastohydrodynamic Lubrication of Liquid-Solid Lubricated Cylinders,graphene_2d_materials,Lubrication / Powder,88,0,,W2066143691,10.1115/1.2920251,16,Gear and Bearing Dynamics Analysis,88,Lubrication / Powder,
https://openalex.org/W1969041788,1990,Thermodynamic calculations of the graphitization of carbon blacks,graphene_2d_materials,Carbon / Nanotubes,2,0,,W1969041788,10.1063/1.345231,16,Graphene research and applications,476,Carbon / Nanotubes,Carbon / Nanotubes
https://openalex.org/W1979977799,1990,Effect of some ternary additions on the sulfidation of Ni-Mo alloys,graphene_2d_materials,Alloys / Behavior,107,0,,W1979977799,10.1007/bf00665672,15,Metal and Thin Film Mechanics,107,Alloys / Behavior,
https://openalex.org/W1999586375,1990,Oriented films of molybdenum trioxide,graphene_2d_materials,Chemistry / Sub,7,0,,W1999586375,10.1016/0040-6090(90)90203-p,15,Transition Metal Oxide Nanomaterials,478,Chemistry / Sub,Chemistry / Sub
https://openalex.org/W2007198674,1990,Choline: Determination using gas chromatography/mass spectrometry,graphene_2d_materials,Choline / Chemistry,94,0,,W2007198674,10.1016/0955-2863(90)90101-p,15,Electrochemical sensors and biosensors,94,Choline / Chemistry,
https://openalex.org/W2020982623,1990,An explanation for the rise in T<sub>c</sub>in the Tl and Bi-based high-temperature superconductors,graphene_2d_materials,Sub / Superconductivity,101,0,,W2020982623,10.1088/0953-8984/2/10/020,13,Physics of Superconductivity and Magnetism,101,Sub / Superconductivity,
https://openalex.org/W2731801163,1990,Hydrogenation by CoMo/Al2O3 catalyst. (Part 7). Effects of catalyst pretreatment and H2S on hydrodesulfurization of benzothiophene.,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2731801163,10.1627/jpi1958.33.227,13,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2042038235,1990,Scanning tunneling microscopy imaging of transition-metal dichalcogenides,graphene_2d_materials,Chemistry / Materials,12,0,,W2042038235,10.1063/1.103250,12,2D Materials and Applications,12,Chemistry / Materials,
https://openalex.org/W1493471921,1990,Supported co-mo thin film sulphide catalysts for hydrodesulphurization,graphene_2d_materials,Chemistry / Catalysis,1,0,,W1493471921,10.1016/s0166-9834(00)81727-3,12,Metal Extraction and Bioleaching,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2044588793,1990,Influence of phosphorus on the structure and the catalytic activity of sulfided carbon-supported Co–Mo catalysts,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2044588793,10.1016/s0166-9834(00)84436-x,12,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W218834216,1990,Advances in autogenous and semiautogenous grinding technology,graphene_2d_materials,Grinding / Technology,111,0,,W218834216,10.1016/0892-6875(90)90048-g,11,Minerals Flotation and Separation Techniques,111,Grinding / Technology,
https://openalex.org/W2322113085,1990,Development of highly active hydrodesulfurization catalysts and effective usage of hydrogen sulfide.,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2322113085,10.1627/jpi1958.33.280,11,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2062933241,1990,MoS2-catalyzed methanation of CO with H2S*1,graphene_2d_materials,Methanation / Mos2-Catalyzed,119,0,,W2062933241,10.1016/0021-9517(90)90030-n,10,Catalysis and Hydrodesulfurization Studies,119,Methanation / Mos2-Catalyzed,
https://openalex.org/W2119070203,1990,Dipole–dipole interactions as the source of spin-glass behaviour in exchangewise two-dimensional ferromagnetic layer compounds,graphene_2d_materials,Dipole / Physics,121,0,,W2119070203,10.1139/p90-160,10,Theoretical and Computational Physics,121,Dipole / Physics,
https://openalex.org/W2034335246,1990,Sulfidation kinetics and mechanism of some Ni-Mo-Al and Ni-Al alloys over the temperature range 600?800�C,graphene_2d_materials,Alloys / Behavior,107,0,,W2034335246,10.1007/bf00666807,10,Metal and Thin Film Mechanics,107,Alloys / Behavior,
https://openalex.org/W2515715418,1990,"Supported molybdenum oxide catalyst. Structure and chemistry of oxidized, reduced, and sulfided surfaces.",graphene_2d_materials,Chemistry / Catalysis,125,0,,W2515715418,10.1627/jpi1958.33.347,10,Catalysis and Hydrodesulfurization Studies,125,Chemistry / Catalysis,
https://openalex.org/W1993977423,1990,Are fetal calf serum and hormones necessary during maturation of cattle oocytes for subsequent development?,graphene_2d_materials,Subsequent Development / Subseque…,130,0,,W1993977423,10.1016/0093-691x(90)90740-k,9,Graphene and Nanomaterials Applications,130,Subsequent Development / Subseque…,
https://openalex.org/W2004810935,1990,Phase relations in the system CuMoS,graphene_2d_materials,Phase / Relations Cumos,131,0,,W2004810935,10.1016/0022-5088(90)90594-a,9,Metallurgical Processes and Thermodynamics,131,Phase / Relations Cumos,
https://openalex.org/W2024331744,1990,A microstructural investigation of model solid state hydrodesulfurization catalysts,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2024331744,10.1016/0022-4596(90)90040-5,9,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2082453032,1990,Charge carrier kinetics in MoSe2 and MoS2 powders,graphene_2d_materials,Charge / Carrier,138,0,,W2082453032,10.1016/0009-2614(90)87245-m,8,Electron and X-Ray Spectroscopy Techniques,138,Charge / Carrier,
https://openalex.org/W1974499856,1990,Single crystal x-ray study of SnTaS2 at 295 and 425 K,graphene_2d_materials,Crystal / X-Ray,141,0,,W1974499856,10.1016/0025-5408(90)90008-p,8,Inorganic Chemistry and Materials,141,Crystal / X-Ray,
https://openalex.org/W2088314438,1990,Stability of the so-called “Co−Mo−S” phase in a carbonsupported Co−Mo sulfide catalyst at very low Co/Mo ratio,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2088314438,10.1007/bf02405724,8,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W38652751,1990,Failure behavior of generic metallic and composite aircraft structural components under crash loads,graphene_2d_materials,Structural / Composite,148,0,,W38652751,10.1073/pnas.2320844121,8,Cellular and Composite Structures,148,Structural / Composite,
https://openalex.org/W2033830505,1990,"Formation of MoS2 phase in Al2O3, ZrO2, and SiO2 through ion implantation of constituent elements",graphene_2d_materials,Ion / Ion Implantation,150,0,,W2033830505,10.1063/1.347058,7,Metal and Thin Film Mechanics,150,Ion / Ion Implantation,
https://openalex.org/W2056083939,1990,Adding H2O to study in situ anisotropically enhanced photo-oxidation at n-MoS2/CH3CN interfaces using a scanning tunneling microscope,graphene_2d_materials,Materials / Film,6,0,,W2056083939,10.1016/0039-6028(90)90507-5,7,Electrochemical Analysis and Applications,525,Materials / Film,Materials / Film
https://openalex.org/W2791966103,1990,Paleosols: Their recognition and interpretation,graphene_2d_materials,Paleosols / Recognition,154,0,,W2791966103,10.1016/0277-3791(90)90008-x,7,Electrocatalysts for Energy Conversion,154,Paleosols / Recognition,
https://openalex.org/W2314572243,1990,Hydrogenation by CoMo/Al2O3 catalyst. (Part 6). FT-IR/DRA study of nitric oxide adsorded on sulfided catalysts.,graphene_2d_materials,Oxide / Chemistry,158,0,,W2314572243,10.1627/jpi1958.33.221,7,Catalysis and Hydrodesulfurization Studies,158,Oxide / Chemistry,
https://openalex.org/W1979867050,1990,Adsorption and thermal induced decomposition of ethylene and isobutene on the Ni(111) surface,graphene_2d_materials,Adsorption / Thermal Induced,159,0,,W1979867050,10.1016/0079-6816(90)90029-j,7,Advanced Chemical Physics Studies,159,Adsorption / Thermal Induced,
https://openalex.org/W35877510,1990,Use of indigenous plants as sources of fish toxicants for pond management in the Philippines,graphene_2d_materials,Fish / Indigenous,160,0,,W35877510,10.3390/gels8070425,7,Fish Biology and Ecology Studies,160,Fish / Indigenous,
https://openalex.org/W2008631808,1990,Superconductivity in a layered transition-metal dichalcogenide 2H-TaS2,graphene_2d_materials,Superconductivity / Transition-Me…,162,0,,W2008631808,10.1016/0038-1098(90)90718-q,6,2D Materials and Applications,162,Superconductivity / Transition-Me…,
https://openalex.org/W1975373327,1990,Influence of the competitive adsorption of polyaromatic and vanadylporphyrin molecules on the deactivation of a Ni-MoS2-Al2O3 catalyst,graphene_2d_materials,Chemistry / Catalysis,1,0,,W1975373327,10.1016/s0166-9834(00)82129-6,6,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2093438036,1990,Ion irradiation effect in a Bi-Sr-Ca-Cu-O oxide superconductor,graphene_2d_materials,Physics / Oxide,164,0,,W2093438036,10.1016/0168-583x(90)90880-4,6,Physics of Superconductivity and Magnetism,164,Physics / Oxide,
https://openalex.org/W1986761143,1990,Higher-order Laue zone diffraction from crystals containing transverse stacking faults,graphene_2d_materials,Stacking / Diffraction,166,0,,W1986761143,10.1080/01418619008231924,6,Crystallography and Radiation Phenomena,166,Stacking / Diffraction,
https://openalex.org/W172584102,1990,Surface acidity in promoted molybdena and tungsta hydrodesulphurisation catalysts,graphene_2d_materials,Chemistry / Tungsta Hydrodesulphu…,167,0,,W172584102,10.1007/bf02860150,6,Catalysis and Hydrodesulfurization Studies,167,Chemistry / Tungsta Hydrodesulphu…,
https://openalex.org/W2010080855,1990,Development and applications of an analytical electron microscope with a field emission electron gun,graphene_2d_materials,Electron / Emission,168,0,,W2010080855,10.1016/1044-5803(90)90063-p,6,Electron and X-Ray Spectroscopy Techniques,168,Electron / Emission,
https://openalex.org/W2077525531,1990,Binding of ethylene and acetylene to S2− in C5H5MoS4MoC5H5 and on crystalline MoS2: molecular orbital theory,graphene_2d_materials,Chemistry / Catalysis,1,0,,W2077525531,10.1016/0304-5102(90)85215-4,5,Corrosion Behavior and Inhibition,787,Chemistry / Catalysis,Chemistry / Catalysis
https://openalex.org/W2073181287,1990,In Situ Observation of a Dynamically Light-Induced Morphological Transformation at an n-MoS2 Electrode Surface by a Scanning Tunneling Microscope,graphene_2d_materials,Materials / Film,6,0,,W2073181287,10.1246/bcsj.63.2713,5,Electrochemical Analysis and Applications,525,Materials / Film,Materials / Film
