paper_id,title,domain,year,primary_field,profile_type,control_tier,n_controls
crispr::https://openalex.org/W1213974439,Cas9-Assisted Targeting of CHromosome segments CATCH enables one-step targeted cloning of large gene clusters,crispr,2015,Molecular Biology,future_top_decile,field_year_refbin,173
crispr::https://openalex.org/W2098188264,Modeling the mitochondrial cardiomyopathy of Barth syndrome with induced pluripotent stem cell and heart-on-chip technologies,crispr,2014,Molecular Biology,future_top_decile,field_year_refbin,126
crispr::https://openalex.org/W2073217307,Cationic lipid-mediated delivery of proteins enables efficient protein-based genome editing in vitro and in vivo,crispr,2014,Molecular Biology,future_top_decile,field_year_refbin,126
crispr::https://openalex.org/W2147828217,Efficient Gene Disruption in Diverse Strains of Toxoplasma gondii Using CRISPR/CAS9,crispr,2014,Parasitology,future_top_decile,all_non_landmark,5083
crispr::https://openalex.org/W1982802227,"A Robust CRISPR/Cas9 System for Convenient, High-Efficiency Multiplex Genome Editing in Monocot and Dicot Plants",crispr,2015,Molecular Biology,future_top_decile,field_year_refbin,173
crispr::https://openalex.org/W2202219635,Making sense of GWAS: using epigenomics and genome engineering to understand the functional relevance of SNPs in non-coding regions of the human genome,crispr,2015,Genetics,future_top_decile,field_all_years,52
crispr::https://openalex.org/W2157760261,Differential regulation of mTORC1 by leucine and glutamine,crispr,2015,Molecular Biology,future_top_decile,field_year_refbin,93
crispr::https://openalex.org/W2140455763,CRISPR-Cas9: a new and promising player in gene therapy,crispr,2015,Molecular Biology,future_top_decile,field_year_refbin,186
crispr::https://openalex.org/W2193321641,Cardiomyocytes from human pluripotent stem cells: From laboratory curiosity to industrial biomedical platform,crispr,2015,Molecular Biology,future_top_decile,field_year_refbin,93
crispr::https://openalex.org/W1972476556,CRISPR-Cas9 Knockin Mice for Genome Editing and Cancer Modeling,crispr,2014,Molecular Biology,future_top_decile,field_year_refbin,187
crispr::https://openalex.org/W2058615001,The rise of regulatory RNA,crispr,2014,Molecular Biology,future_top_decile,field_year_refbin,187
crispr::https://openalex.org/W2092820431,Targeted Mutagenesis in Atlantic Salmon (Salmo salar L.) Using the CRISPR/Cas9 System Induces Complete Knockout Individuals in the F0 Generation,crispr,2014,Molecular Biology,future_top_decile,field_year_refbin,126
crispr::https://openalex.org/W2119771879,CRISPR-mediated direct mutation of cancer genes in the mouse liver,crispr,2014,Molecular Biology,future_top_decile,field_year_refbin,221
crispr::https://openalex.org/W2144134062,Concerning RNA-guided gene drives for the alteration of wild populations,crispr,2014,Molecular Biology,future_top_decile,field_year_refbin,212
crispr::https://openalex.org/W2096261947,Development and Applications of CRISPR-Cas9 for Genome Engineering,crispr,2014,Molecular Biology,future_top_decile,field_year_refbin,212
crispr::https://openalex.org/W2529558525,Efficient genome editing in filamentous fungus Trichoderma reesei using the CRISPR/Cas9 system,crispr,2015,Molecular Biology,future_top_decile,field_year_refbin,146
exoplanets::https://openalex.org/W2615264732,High-performance 3D waveguide architecture for astronomical pupil-remapping interferometry,exoplanets,2014,"Atomic and Molecular Physics, and Optics",future_top_decile,field_year,255
exoplanets::https://openalex.org/W2027014790,Instrumental methods for professional and amateur collaborations in planetary astronomy,exoplanets,2014,Astronomy and Astrophysics,future_top_decile,field_year_refbin,79
exoplanets::https://openalex.org/W2002006082,From planetesimals to planets: volatile molecules,exoplanets,2014,Instrumentation,future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W3014225521,tau: A 1D radiative transfer code for transmission spectroscopy of extrasolar planet atmospheres,exoplanets,2013,Spectroscopy,future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W2045975624,The transmission spectrum of Earth-size transiting planets,exoplanets,2006,Spectroscopy,future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W2056981397,Are we far from testing general relativity with the transitting extrasolar planet HD 209458b ‘Osiris’?,exoplanets,2006,Astronomy and Astrophysics,future_top_decile,field_year,180
exoplanets::https://openalex.org/W2106074368,Potential Biosignatures in Super-Earth Atmospheres I. Spectral appearance of super-Earths around M dwarfs,exoplanets,2011,Atmospheric Science,future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W1856929186,Interpreting the photometry and spectroscopy of directly imaged planets: a new atmospheric model applied to<i>β</i>Pictoris b and SPHERE observations,exoplanets,2015,Astronomy and Astrophysics,future_top_decile,field_year_refbin,61
exoplanets::https://openalex.org/W2098074536,Spectroscopic characterization of the atmospheres of potentially habitable planets: GL 581 d as a model case study,exoplanets,2011,Atmospheric Science,future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W2160607304,The future of spectroscopic life detection on exoplanets,exoplanets,2014,Astronomy and Astrophysics,future_top_decile,field_year_refbin,161
exoplanets::https://openalex.org/W2084710401,NON-DETECTION OF<i>L</i>-BAND LINE EMISSION FROM THE EXOPLANET HD189733b,exoplanets,2011,Spectroscopy,future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W2156977120,THERMAL EMISSION AND REFLECTED LIGHT SPECTRA OF SUPER EARTHS WITH FLAT TRANSMISSION SPECTRA,exoplanets,2015,Astronomy and Astrophysics,future_top_decile,field_year_refbin,110
exoplanets::https://openalex.org/W1945952847,Astrobiology and the Possibility of Life on Earth and Elsewhere…,exoplanets,2015,Astronomy and Astrophysics,future_top_decile,field_year,290
exoplanets::https://openalex.org/W3103989206,A chemical model for the atmosphere of hot Jupiters,exoplanets,2012,Spectroscopy,future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W1964608366,A SYSTEMATIC RETRIEVAL ANALYSIS OF SECONDARY ECLIPSE SPECTRA. I. A COMPARISON OF ATMOSPHERIC RETRIEVAL TECHNIQUES,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,83
exoplanets::https://openalex.org/W2038385268,Habitable moons around extrasolar giant planets,exoplanets,1997,Astronomy and Astrophysics,future_top_decile,field_all_years,1328
exoplanets::https://openalex.org/W2207236357,Titania may produce abiotic oxygen atmospheres on habitable exoplanets,exoplanets,2015,"Renewable Energy, Sustainability and the Environment",future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W3103285280,From planetesimals to planets: volatile molecules,exoplanets,2014,Astronomy and Astrophysics,future_top_decile,field_year_refbin,106
exoplanets::https://openalex.org/W3105913100,The impact of atmospheric circulation on the chemistry of the hot Jupiter HD 209458b,exoplanets,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,107
exoplanets::https://openalex.org/W2010682632,Primary and secondary eclipse spectroscopy with JWST: exploring the exoplanet parameter space,exoplanets,2010,Astronomy and Astrophysics,future_top_decile,field_year_refbin,70
exoplanets::https://openalex.org/W1974545438,A comparison of the interiors of Jupiter and Saturn,exoplanets,1999,Astronomy and Astrophysics,future_top_decile,field_year3,68
exoplanets::https://openalex.org/W2963941288,Chemistry in Protoplanetary Disks,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,83
exoplanets::https://openalex.org/W2131504825,A Reappraisal of The Habitability of Planets around M Dwarf Stars,exoplanets,2007,Astronomy and Astrophysics,future_top_decile,field_year_refbin,52
exoplanets::https://openalex.org/W2107712335,Discovery and spectroscopy of the young jovian planet 51 Eri b with the Gemini Planet Imager,exoplanets,2015,Astronomy and Astrophysics,future_top_decile,field_year_refbin,61
exoplanets::https://openalex.org/W2132519231,Composition and fate of short-period super-Earths,exoplanets,2010,Astronomy and Astrophysics,future_top_decile,field_year_refbin,70
exoplanets::https://openalex.org/W2072609734,A Gemini ground-based transmission spectrum of WASP-29b: a featureless spectrum from 515 to 720 nm,exoplanets,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,99
exoplanets::https://openalex.org/W2022497729,FINDING EXTRATERRESTRIAL LIFE USING GROUND-BASED HIGH-DISPERSION SPECTROSCOPY,exoplanets,2013,Spectroscopy,future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W2057651232,Precision Near-Infrared Photometry for Exoplanet Transit Observations. I. Ensemble Spot Photometry for an All-Sky Survey,exoplanets,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,99
exoplanets::https://openalex.org/W1513414976,HST hot Jupiter transmission spectral survey: detection of water in HAT-P-1b from WFC3 near-IR spatial scan observations,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,110
exoplanets::https://openalex.org/W1988979641,Possible thermochemical disequilibrium in the atmosphere of the exoplanet GJ 436b,exoplanets,2010,Astronomy and Astrophysics,future_top_decile,field_year_refbin,70
exoplanets::https://openalex.org/W2124216665,A chemical model for the atmosphere of hot Jupiters,exoplanets,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,107
exoplanets::https://openalex.org/W1992340958,TRANSITS OF EARTH-LIKE PLANETS,exoplanets,2009,Astronomy and Astrophysics,future_top_decile,field_year_refbin,76
exoplanets::https://openalex.org/W2146512888,The Earth as an extrasolar transiting planet,exoplanets,2010,Atmospheric Science,future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W2963480620,On the potential of the EChO mission to characterize gas giant atmospheres,exoplanets,2013,Atmospheric Science,future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W2032020258,Spectroscopy of planetary atmospheres in our Galaxy,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,139
exoplanets::https://openalex.org/W1860283938,EChOSim: The Exoplanet Characterisation Observatory software simulator,exoplanets,2015,Astronomy and Astrophysics,future_top_decile,field_year,290
exoplanets::https://openalex.org/W1968311644,Star-planet magnetic interaction and evaporation of planetary atmospheres,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,100
exoplanets::https://openalex.org/W2060319444,A ground-based transmission spectrum of the super-Earth exoplanet GJ 1214b,exoplanets,2010,Astronomy and Astrophysics,future_top_decile,field_year_refbin,70
exoplanets::https://openalex.org/W1996175263,"The Interior Structure, Composition, and Evolution of Giant Planets",exoplanets,2009,Statistical and Nonlinear Physics,future_top_decile,all_non_landmark,5083
exoplanets::https://openalex.org/W2203536149,Broad-band spectrophotometry of the hot Jupiter HAT-P-12b from the near-UV to the near-IR,exoplanets,2015,Astronomy and Astrophysics,future_top_decile,field_year_refbin,110
exoplanets::https://openalex.org/W2952194843,On the effects of clouds and hazes in the atmospheres of hot Jupiters: semi-analytical temperature-pressure profiles,exoplanets,2011,Astronomy and Astrophysics,future_top_decile,field_year_refbin,79
exoplanets::https://openalex.org/W1986192267,M Stars as Targets for Terrestrial Exoplanet Searches And Biosignature Detection,exoplanets,2007,Astronomy and Astrophysics,future_top_decile,field_year,217
exoplanets::https://openalex.org/W2157018726,"GROUND-BASED, NEAR-INFRARED EXOSPECTROSCOPY. II. TENTATIVE DETECTION OF EMISSION FROM THE EXTREMELY HOT JUPITER WASP-12b",exoplanets,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,107
exoplanets::https://openalex.org/W2047751764,HABITABLE ZONES AROUND MAIN-SEQUENCE STARS: NEW ESTIMATES,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,110
exoplanets::https://openalex.org/W1997669024,The signature of orbital motion from the dayside of the planet τ Boötis b,exoplanets,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,99
exoplanets::https://openalex.org/W2060777497,Opening a new window to other worlds with spectropolarimetry,exoplanets,2010,Astronomy and Astrophysics,future_top_decile,field_year_refbin,74
exoplanets::https://openalex.org/W2068159349,"STUDYING THE ATMOSPHERE OF THE EXOPLANET HAT-P-7b VIA SECONDARY ECLIPSE MEASUREMENTS WITH EPOXI, SPITZER, AND KEPLER",exoplanets,2010,Astronomy and Astrophysics,future_top_decile,field_year_refbin,70
exoplanets::https://openalex.org/W1969058049,"EXOPLANET TRANSIT SPECTROSCOPY USING WFC3: WASP-12 b, WASP-17 b, AND WASP-19 b",exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,110
exoplanets::https://openalex.org/W1945478847,The coronal X-ray-age relation and its implications for the evaporation of exoplanets,exoplanets,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,125
exoplanets::https://openalex.org/W2096228416,"Warm Ice Giant GJ 3470b. I. A Flat Transmission Spectrum Indicates a Hazy, Low-methane, and/or Metal-rich Atmosphere",exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,110
exoplanets::https://openalex.org/W3100249860,Combining high-dispersion spectroscopy with high contrast imaging: Probing rocky planets around our nearest neighbors,exoplanets,2015,Astronomy and Astrophysics,future_top_decile,field_year_refbin,68
exoplanets::https://openalex.org/W2119087912,One or more bound planets per Milky Way star from microlensing observations,exoplanets,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,107
exoplanets::https://openalex.org/W2139917326,GMRT search for 150 MHz radio emission from the transiting extrasolar planets HD 189733 b and HD 209458 b,exoplanets,2011,Astronomy and Astrophysics,future_top_decile,field_year_refbin,95
exoplanets::https://openalex.org/W2135164387,EChO,exoplanets,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,125
exoplanets::https://openalex.org/W2044508637,Pseudo 2D chemical model of hot-Jupiter atmospheres: application to HD 209458b and HD 189733b,exoplanets,2014,Astronomy and Astrophysics,future_top_decile,field_year_refbin,161
exoplanets::https://openalex.org/W2032885475,A featureless transmission spectrum for the Neptune-mass exoplanet GJ 436b,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,100
exoplanets::https://openalex.org/W2114758155,The physical properties of extra-solar planets,exoplanets,2009,Astronomy and Astrophysics,future_top_decile,field_year_refbin,80
exoplanets::https://openalex.org/W1482800202,INFRARED TRANSMISSION SPECTROSCOPY OF THE EXOPLANETS HD 209458b AND XO-1b USING THE WIDE FIELD CAMERA-3 ON THE<i>HUBBLE SPACE TELESCOPE</i>,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,139
exoplanets::https://openalex.org/W1984310872,"Models of the in Situ Formation of Detected Extrasolar Giant Planets,,",exoplanets,2000,Astronomy and Astrophysics,future_top_decile,field_year3,101
exoplanets::https://openalex.org/W4301040640,Warm ice giant GJ 3470b,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,139
exoplanets::https://openalex.org/W2155998277,Characterization of potentially habitable planets: Retrieval of atmospheric and planetary properties from emission spectra,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,139
exoplanets::https://openalex.org/W4213082177,Exoplanet Habitability,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,100
exoplanets::https://openalex.org/W2054674651,The effect of tidal locking on the magnetospheric and atmospheric evolution of “Hot Jupiters”,exoplanets,2004,Astronomy and Astrophysics,future_top_decile,field_year,118
exoplanets::https://openalex.org/W3103909943,Star-planet magnetic interaction and evaporation of planetary atmospheres,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,110
exoplanets::https://openalex.org/W2046606768,Effects of M dwarf magnetic fields on potentially habitable planets,exoplanets,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,100
exoplanets::https://openalex.org/W2157624903,The extrasolar planet Gliese 581d: a potentially habitable planet?,exoplanets,2010,Astronomy and Astrophysics,future_top_decile,field_year_refbin,74
gamma_ray_bursts_and_supernovae::https://openalex.org/W3105565441,Conditions for Shock Revival by Neutrino Heating in Core-Collapse Supernovae,gamma_ray_bursts_and_supernovae,2000,Astronomy and Astrophysics,future_top_decile,field_year3,101
gamma_ray_bursts_and_supernovae::https://openalex.org/W2169835170,Gravitational Waves from Gravitational Collapse,gamma_ray_bursts_and_supernovae,2003,Astronomy and Astrophysics,future_top_decile,field_year,89
gamma_ray_bursts_and_supernovae::https://openalex.org/W2107055314,Supernova explosions in the Universe,gamma_ray_bursts_and_supernovae,2000,Astronomy and Astrophysics,future_top_decile,field_year3,101
gamma_ray_bursts_and_supernovae::https://openalex.org/W2062240888,The next-generation liquid-scintillator neutrino observatory LENA,gamma_ray_bursts_and_supernovae,2012,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2058867484,The variability time-scales and brightness temperatures of radio flares from stars to supermassive black holes,gamma_ray_bursts_and_supernovae,2014,Astronomy and Astrophysics,future_top_decile,field_year_refbin,94
gamma_ray_bursts_and_supernovae::https://openalex.org/W4299569975,Relativistic Hydrodynamics,gamma_ray_bursts_and_supernovae,2013,Computational Mechanics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2094468854,Science with ASKAP - the Australian Square Kilometre Array Pathfinder,gamma_ray_bursts_and_supernovae,2008,Astronomy and Astrophysics,future_top_decile,field_year_refbin,56
gamma_ray_bursts_and_supernovae::https://openalex.org/W2148590211,X-ray spectroscopy of galaxy clusters: studying astrophysical processes in the largest celestial laboratories,gamma_ray_bursts_and_supernovae,2009,Astronomy and Astrophysics,future_top_decile,field_year_refbin,76
gamma_ray_bursts_and_supernovae::https://openalex.org/W1966598151,Nuclear weak-interaction processes in stars,gamma_ray_bursts_and_supernovae,2003,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2145944858,A REVISED VIEW OF THE TRANSIENT RADIO SKY,gamma_ray_bursts_and_supernovae,2012,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2147626801,LOFAR: The LOw-Frequency ARray,gamma_ray_bursts_and_supernovae,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,83
gamma_ray_bursts_and_supernovae::https://openalex.org/W2144520777,Numerical Hydrodynamics in Special Relativity,gamma_ray_bursts_and_supernovae,2003,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2167051794,Neutrino viscosity and drag: impact on the magnetorotational instability in protoneutron stars,gamma_ray_bursts_and_supernovae,2015,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W1522694405,Possible Role of Gamma Ray Bursts on Life Extinction in the Universe,gamma_ray_bursts_and_supernovae,2014,Astronomy and Astrophysics,future_top_decile,field_year_refbin,106
gamma_ray_bursts_and_supernovae::https://openalex.org/W3106365518,"Explosion Mechanism, Neutrino Burst, and Gravitational Wave in Core-Collapse Supernovae",gamma_ray_bursts_and_supernovae,2005,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2016812981,TeV Neutrinos from Core Collapse Supernovae and Hypernovae,gamma_ray_bursts_and_supernovae,2004,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W1510927183,Core‐Collapse Supernovae with Nonuniform Magnetic Fields,gamma_ray_bursts_and_supernovae,2005,Astronomy and Astrophysics,future_top_decile,field_year,150
gamma_ray_bursts_and_supernovae::https://openalex.org/W2107110738,Common envelope evolution: where we stand and how we can move forward,gamma_ray_bursts_and_supernovae,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,83
gamma_ray_bursts_and_supernovae::https://openalex.org/W3101549886,HIGH ENERGY NEUTRINOS FROM A SLOW JET MODEL OF CORE COLLAPSE SUPERNOVAE,gamma_ray_bursts_and_supernovae,2005,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2963227708,SPH Methods in the Modelling of Compact Objects,gamma_ray_bursts_and_supernovae,2015,Computational Mechanics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2091653359,Magnetohydrodynamic Simulations of a Rotating Massive Star Collapsing to a Black Hole,gamma_ray_bursts_and_supernovae,2006,Astronomy and Astrophysics,future_top_decile,field_year_refbin,58
gamma_ray_bursts_and_supernovae::https://openalex.org/W2015761949,Conditions for shock revival by neutrino heating in core-collapse supernovae,gamma_ray_bursts_and_supernovae,2001,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2143529851,Probes and Tests of Strong-Field Gravity with Observations in the Electromagnetic Spectrum,gamma_ray_bursts_and_supernovae,2008,Astronomy and Astrophysics,future_top_decile,field_year_refbin,63
gamma_ray_bursts_and_supernovae::https://openalex.org/W2115895588,LONG-DURATION RADIO TRANSIENTS LACKING OPTICAL COUNTERPARTS ARE POSSIBLY GALACTIC NEUTRON STARS,gamma_ray_bursts_and_supernovae,2010,Astronomy and Astrophysics,future_top_decile,field_year_refbin,70
gamma_ray_bursts_and_supernovae::https://openalex.org/W2269821832,High-energy cosmic rays and neutrinos from semirelativistic hypernovae,gamma_ray_bursts_and_supernovae,2007,Astronomy and Astrophysics,future_top_decile,field_year_refbin,59
gamma_ray_bursts_and_supernovae::https://openalex.org/W2134456447,On the nature of the galactic early-B hypergiants,gamma_ray_bursts_and_supernovae,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,86
gamma_ray_bursts_and_supernovae::https://openalex.org/W2168006162,Supernova remnants: the X-ray perspective,gamma_ray_bursts_and_supernovae,2011,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W4211058022,Gravitational Waves from Gravitational Collapse,gamma_ray_bursts_and_supernovae,2011,Astronomy and Astrophysics,future_top_decile,field_year_refbin,114
gamma_ray_bursts_and_supernovae::https://openalex.org/W2138721573,A 3% SOLUTION: DETERMINATION OF THE HUBBLE CONSTANT WITH THE<i>HUBBLE SPACE TELESCOPE</i>AND WIDE FIELD CAMERA 3,gamma_ray_bursts_and_supernovae,2011,Astronomy and Astrophysics,future_top_decile,field_year_refbin,95
gamma_ray_bursts_and_supernovae::https://openalex.org/W1553648889,<i>Colloquium</i>: Multimessenger astronomy with gravitational waves and high-energy neutrinos,gamma_ray_bursts_and_supernovae,2013,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2139937287,<i>Planck</i>2013 results. XVI. Cosmological parameters,gamma_ray_bursts_and_supernovae,2014,Astronomy and Astrophysics,future_top_decile,field_year_refbin,161
gamma_ray_bursts_and_supernovae::https://openalex.org/W2054289990,Simulations of ultrarelativistic magnetodynamic jets from gamma-ray burst engines,gamma_ray_bursts_and_supernovae,2008,Astronomy and Astrophysics,future_top_decile,field_year_refbin,56
gamma_ray_bursts_and_supernovae::https://openalex.org/W2034143689,Are gamma-ray bursts the sources of ultra-high energy cosmic rays?,gamma_ray_bursts_and_supernovae,2014,Astronomy and Astrophysics,future_top_decile,field_year_refbin,106
gamma_ray_bursts_and_supernovae::https://openalex.org/W3101364101,Magnetohydrodynamic Simulations of A Rotating Massive Star Collapsing to A Black Hole,gamma_ray_bursts_and_supernovae,2006,Astronomy and Astrophysics,future_top_decile,field_year_refbin,58
gamma_ray_bursts_and_supernovae::https://openalex.org/W1987186022,Ionizing Radiation and Life,gamma_ray_bursts_and_supernovae,2011,Astronomy and Astrophysics,future_top_decile,field_year_refbin,95
gamma_ray_bursts_and_supernovae::https://openalex.org/W1975750412,Magneto‐driven Shock Waves in Core‐Collapse Supernovae,gamma_ray_bursts_and_supernovae,2004,Astronomy and Astrophysics,future_top_decile,field_year,118
gamma_ray_bursts_and_supernovae::https://openalex.org/W2152334290,EMU: Evolutionary Map of the Universe,gamma_ray_bursts_and_supernovae,2011,Astronomy and Astrophysics,future_top_decile,field_year_refbin,95
gamma_ray_bursts_and_supernovae::https://openalex.org/W2104101782,Recycling of neutron stars in common envelopes and hypernova explosions,gamma_ray_bursts_and_supernovae,2011,Astronomy and Astrophysics,future_top_decile,field_year_refbin,79
gamma_ray_bursts_and_supernovae::https://openalex.org/W2081762205,Physics of Neutron Star Crusts,gamma_ray_bursts_and_supernovae,2008,Astronomy and Astrophysics,future_top_decile,field_year_refbin,63
gamma_ray_bursts_and_supernovae::https://openalex.org/W2022119466,Probing cosmic ray ion acceleration with radio-submm and gamma-ray emission from interaction-powered supernovae,gamma_ray_bursts_and_supernovae,2014,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2138063398,"Search for gravitational waves associated with 39 gamma-ray bursts using data from the second, third, and fourth LIGO runs",gamma_ray_bursts_and_supernovae,2008,Astronomy and Astrophysics,future_top_decile,field_year_refbin,56
gamma_ray_bursts_and_supernovae::https://openalex.org/W1990487817,"Explosion mechanism, neutrino burst and gravitational wave in core-collapse supernovae",gamma_ray_bursts_and_supernovae,2006,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2094215180,Multimessenger science reach and analysis method for common sources of gravitational waves and high-energy neutrinos,gamma_ray_bursts_and_supernovae,2012,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W2154748230,Three‐Year<i>Wilkinson Microwave Anisotropy Probe</i>(<i>WMAP</i>) Observations: Implications for Cosmology,gamma_ray_bursts_and_supernovae,2007,Astronomy and Astrophysics,future_top_decile,field_year,217
gamma_ray_bursts_and_supernovae::https://openalex.org/W2147563648,Implementation and testing of the first prompt search for gravitational wave transients with electromagnetic counterparts,gamma_ray_bursts_and_supernovae,2011,Astronomy and Astrophysics,future_top_decile,field_year_refbin,100
