id,year,title,domain,primary_field,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,primary_topic,community_label,is_closure_node
https://openalex.org/W2164948578,2003,Word Reordering and a Dynamic Programming Beam Search Algorithm for Statistical Machine Translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2164948578,10.1162/089120103321337458,257,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W3198494294,2003,Syntax-based language models for statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W3198494294,,110,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W23077562,2004,A Smorgasbord of Features for Statistical Machine Translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W23077562,10.1371/journal.pone.0047158,261,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2107990107,2004,Statistical machine translation by parsing,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2107990107,10.3115/1218955.1219038,117,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2100506586,2000,Two decades of statistical language modeling: where do we go from here?,transformer_foundation_models,Speech Recognition and Synthesis,699,0,,W2100506586,10.1109/5.880083,734,Speech Recognition and Synthesis,Speech Recognition and Synthesis,0
https://openalex.org/W1997420744,2004,Reordering constraints for phrase-based statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W1997420744,10.3115/1220355.1220385,114,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W4243333943,2001,"Document language models, query models, and risk minimization for information retrieval",transformer_foundation_models,Information Retrieval and Search Behavior,363,0,,W4243333943,10.1145/383952.383970,525,Information Retrieval and Search Behavior,Information Retrieval and Search Behavior,0
https://openalex.org/W2018482254,2002,Generation of word graphs in statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2018482254,10.3115/1118693.1118714,113,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2111305191,2001,A bit of progress in language modeling,transformer_foundation_models,Topic Modeling,741,0,,W2111305191,10.1006/csla.2001.0174,463,Topic Modeling,Topic Modeling,0
https://openalex.org/W2132248251,2004,Statistical Machine Translation with Scarce Resources Using Morpho-syntactic Information,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2132248251,10.1162/089120104323093285,162,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2626190081,2002,Statistical machine translation : from single-word models to alignment templates,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2626190081,10.18154/rwth-conv-120579,149,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W24102868,2004,Improvements in Phrase-Based Statistical Machine Translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W24102868,10.1111/hepr.12242,186,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W1989705153,2000,Structured language modeling,transformer_foundation_models,Speech Recognition and Synthesis,699,0,,W1989705153,10.1006/csla.2000.0147,275,Speech Recognition and Synthesis,Speech Recognition and Synthesis,0
https://openalex.org/W2130395434,2004,Cluster-based retrieval using language models,transformer_foundation_models,Information Retrieval and Search Behavior,363,0,,W2130395434,10.1145/1008992.1009026,449,Information Retrieval and Search Behavior,Information Retrieval and Search Behavior,0
https://openalex.org/W133045130,2003,The CMU Statistical Machine Translation System,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W133045130,10.5445/ir/1000166449,89,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2167302977,2003,A comparative study on reordering constraints in statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2167302977,10.3115/1075096.1075115,114,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2123893795,2001,Probabilistic Top-Down Parsing and Language Modeling,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2123893795,10.1162/089120101750300526,339,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W1994919150,2001,An efficient A* search algorithm for statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W1994919150,10.3115/1118037.1118045,95,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2155693943,2001,Immediate-head parsing for language models,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2155693943,10.3115/1073012.1073029,300,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2071940869,2003,A language model approach to keyphrase extraction,transformer_foundation_models,Advanced Text Analysis Techniques,38,0,,W2071940869,10.3115/1119282.1119287,299,Advanced Text Analysis Techniques,Advanced Text Analysis Techniques,0
https://openalex.org/W2086825453,2003,A projection extension algorithm for statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2086825453,10.3115/1119355.1119356,68,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2118714763,2000,Exploiting latent semantic information in statistical language modeling,transformer_foundation_models,Topic Modeling,741,0,,W2118714763,10.1109/5.880084,352,Topic Modeling,Topic Modeling,0
https://openalex.org/W1993972354,2003,Time-based language models,transformer_foundation_models,Information Retrieval and Search Behavior,363,0,,W1993972354,10.1145/956863.956951,272,Information Retrieval and Search Behavior,Information Retrieval and Search Behavior,0
https://openalex.org/W2092858021,2001,USING A STATISTICAL LANGUAGE MODEL TO IMPROVE THE PERFORMANCE OF AN HMM-BASED CURSIVE HANDWRITING RECOGNITION SYSTEM,transformer_foundation_models,Handwritten Text Recognition Techniques,331,0,,W2092858021,10.1142/s0218001401000848,409,Handwritten Text Recognition Techniques,Handwritten Text Recognition Techniques,0
https://openalex.org/W2020073413,2003,Statistical language model adaptation: review and perspectives,transformer_foundation_models,Speech Recognition and Synthesis,699,0,,W2020073413,10.1016/j.specom.2003.08.002,301,Speech Recognition and Synthesis,Speech Recognition and Synthesis,0
https://openalex.org/W2050037476,2000,Dasher---a data entry interface using continuous gestures and language models,transformer_foundation_models,Tactile and Sensory Interactions,729,0,,W2050037476,10.1145/354401.354427,412,Tactile and Sensory Interactions,Tactile and Sensory Interactions,0
https://openalex.org/W2160825952,2004,Dependence language model for information retrieval,transformer_foundation_models,Topic Modeling,741,0,,W2160825952,10.1145/1008992.1009024,261,Topic Modeling,Topic Modeling,0
https://openalex.org/W4240913316,2001,A study of smoothing methods for language models applied to Ad Hoc information retrieval,transformer_foundation_models,Topic Modeling,741,0,,W4240913316,10.1145/383952.384019,884,Topic Modeling,Topic Modeling,0
https://openalex.org/W2056250865,2003,Factored language models and generalized parallel backoff,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2056250865,10.3115/1073483.1073485,282,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2160233880,2003,Greedy decoding for statistical machine translation in almost linear time,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2160233880,10.3115/1073445.1073455,73,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2087663869,2004,Combining the language model and inference network approaches to retrieval,transformer_foundation_models,Advanced Image and Video Retrieval Techniques,25,0,,W2087663869,10.1016/j.ipm.2004.05.001,270,Advanced Image and Video Retrieval Techniques,Advanced Image and Video Retrieval Techniques,0
https://openalex.org/W181190445,2003,Confidence measures for statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W181190445,,60,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2087551996,2004,Symmetric word alignments for statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2087551996,10.3115/1220355.1220387,72,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2144650088,2002,Attentional mechanisms of borderline personality disorder,transformer_foundation_models,Attention Deficit Hyperactivity Disorder,77,0,,W2144650088,10.1073/pnas.252644699,261,Attention Deficit Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,0
https://openalex.org/W2004545875,2002,Passage retrieval based on language models,transformer_foundation_models,Topic Modeling,741,0,,W2004545875,10.1145/584792.584854,195,Topic Modeling,Topic Modeling,0
https://openalex.org/W1555643513,2003,A Reference Ontology for Bioinformatics: The Foundational Model of Anatomy,transformer_foundation_models,Biomedical Text Mining and Ontologies,100,0,,W1555643513,,196,Biomedical Text Mining and Ontologies,Biomedical Text Mining and Ontologies,0
https://openalex.org/W2150194744,2002,Fully integrated CMOS power amplifier design using the distributed active-transformer architecture,transformer_foundation_models,Radio Frequency Integrated Circuit Design,619,0,,W2150194744,10.1109/4.987090,356,Radio Frequency Integrated Circuit Design,Radio Frequency Integrated Circuit Design,0
https://openalex.org/W1797288984,2000,Entropy-based Pruning of Backoff Language Models,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W1797288984,10.48550/arxiv.cs/0006025,267,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2139424692,2003,A weighted finite state transducer implementation of the alignment template model for statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2139424692,10.3115/1073445.1073464,81,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W1973923101,2000,Improved statistical alignment models,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W1973923101,10.3115/1075218.1075274,1016,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2162746367,2002,Two-stage language models for information retrieval,transformer_foundation_models,Topic Modeling,741,0,,W2162746367,10.1145/564376.564387,193,Topic Modeling,Topic Modeling,0
https://openalex.org/W2168868236,2004,Offline recognition of unconstrained handwritten texts using HMMs and statistical language models,transformer_foundation_models,Handwritten Text Recognition Techniques,331,0,,W2168868236,10.1109/tpami.2004.14,285,Handwritten Text Recognition Techniques,Handwritten Text Recognition Techniques,0
https://openalex.org/W2151752770,2004,Augmenting Naive Bayes Classifiers with Statistical Language Models,transformer_foundation_models,Topic Modeling,741,0,,W2151752770,10.1023/b:inrt.0000011209.19643.e2,247,Topic Modeling,Topic Modeling,0
https://openalex.org/W2054872319,2004,Abstract Behavior Types: a foundation model for components and their composition,transformer_foundation_models,Advanced Software Engineering Methodologies,35,0,,W2054872319,10.1016/j.scico.2004.05.010,156,Advanced Software Engineering Methodologies,Advanced Software Engineering Methodologies,0
https://openalex.org/W2069657084,2002,Language modeling for soft keyboards,transformer_foundation_models,Interactive and Immersive Displays,378,0,,W2069657084,10.1145/502716.502753,162,Interactive and Immersive Displays,Interactive and Immersive Displays,0
https://openalex.org/W2140313061,2002,A step towards sequence-to-sequence alignment,transformer_foundation_models,Advanced Vision and Imaging,39,0,,W2140313061,10.1109/cvpr.2000.854940,108,Advanced Vision and Imaging,Advanced Vision and Imaging,0
https://openalex.org/W1574174742,2001,Natural language understanding using statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W1574174742,10.21437/eurospeech.2001-520,61,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W1997211290,2003,Challenges in information retrieval and language modeling,transformer_foundation_models,Information Retrieval and Search Behavior,363,0,,W1997211290,10.1145/945546.945549,207,Information Retrieval and Search Behavior,Information Retrieval and Search Behavior,0
https://openalex.org/W2065174184,2000,Word re-ordering and DP-based search in statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2065174184,10.3115/992730.992769,54,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2108643226,2003,Attention mechanisms for vision in a dynamic world,transformer_foundation_models,CCD and CMOS Imaging Sensors,112,0,,W2108643226,10.1109/icpr.1988.28419,114,CCD and CMOS Imaging Sensors,CCD and CMOS Imaging Sensors,0
https://openalex.org/W2787109023,2004,Do We Need Chinese Word Segmentation for Statistical Machine Translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2787109023,,49,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2032772856,2003,A phrase-based unigram model for statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2032772856,10.3115/1073483.1073519,33,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2169583766,2004,Parsimonious language models for information retrieval,transformer_foundation_models,Information Retrieval and Search Behavior,363,0,,W2169583766,10.1145/1008992.1009025,132,Information Retrieval and Search Behavior,Information Retrieval and Search Behavior,0
https://openalex.org/W2548768491,2004,Integrated phrase segmentation and alignment algorithm for statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2548768491,10.1109/nlpke.2003.1275970,45,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W1665921526,2002,Language model adaptation using mixtures and an exponentially decaying cache,transformer_foundation_models,Topic Modeling,741,0,,W1665921526,10.1109/icassp.1997.596049,172,Topic Modeling,Topic Modeling,0
https://openalex.org/W2111329418,2004,Statistical machine translation with word- and sentence-aligned parallel corpora,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2111329418,10.3115/1218955.1218978,92,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W3196758762,2003,Example-based decoding for statistical machine translation.,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W3196758762,,38,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2027445772,2004,"Corpus structure, language models, and ad hoc information retrieval",transformer_foundation_models,Topic Modeling,741,0,,W2027445772,10.1145/1008992.1009027,171,Topic Modeling,Topic Modeling,0
https://openalex.org/W2124246394,2002,Statistical language modeling for speech disfluencies,transformer_foundation_models,Phonetics and Phonology Research,548,0,,W2124246394,10.1109/icassp.1996.541118,138,Phonetics and Phonology Research,Phonetics and Phonology Research,0
https://openalex.org/W1485156179,2001,"Declarative Data Cleaning: Language, Model, and Algorithms",transformer_foundation_models,Data Quality and Management,181,0,,W1485156179,,317,Data Quality and Management,Data Quality and Management,0
https://openalex.org/W1974967573,2002,Toward a unified approach to statistical language modeling for Chinese,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W1974967573,10.1145/595576.595578,147,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2060759915,2000,Attention Mechanisms in Visual Search—An fMRI Study,transformer_foundation_models,Visual perception and processing mechanisms,776,0,,W2060759915,10.1162/089892900564073,171,Visual perception and processing mechanisms,Visual perception and processing mechanisms,0
https://openalex.org/W2097341304,2003,Language model based arabic word segmentation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2097341304,10.3115/1075096.1075147,140,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2132714218,2003,Generalized algorithms for constructing statistical language models,transformer_foundation_models,Algorithms and Data Compression,47,0,,W2132714218,10.3115/1075096.1075102,126,Algorithms and Data Compression,Algorithms and Data Compression,0
https://openalex.org/W53944291,2001,Morpho-syntactic analysis for reordering in statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W53944291,,39,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2138309071,2003,Unsupervised language model adaptation,transformer_foundation_models,Speech Recognition and Synthesis,699,0,,W2138309071,10.1109/icassp.2003.1198758,136,Speech Recognition and Synthesis,Speech Recognition and Synthesis,0
https://openalex.org/W2021986193,2002,A language modeling framework for resource selection and results merging,transformer_foundation_models,Information Retrieval and Search Behavior,363,0,,W2021986193,10.1145/584792.584856,144,Information Retrieval and Search Behavior,Information Retrieval and Search Behavior,0
https://openalex.org/W2049872937,2002,Bidirectional decoding for statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2049872937,10.3115/1072228.1072278,50,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2403096031,2004,Towards the Use of Word Stems and Suffixes for Statistical Machine Translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2403096031,10.63317/3iite3qjxdu3,76,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2100152398,2003,Neighbor-Net: An Agglomerative Method for the Construction of Phylogenetic Networks,transformer_foundation_models,Genomics and Phylogenetic Studies,310,0,,W2100152398,10.1093/molbev/msh018,2207,Genomics and Phylogenetic Studies,Genomics and Phylogenetic Studies,0
https://openalex.org/W2103863416,2001,Refined lexicon models for statistical machine translation using a maximum entropy approach,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2103863416,10.3115/1073012.1073039,32,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2152937686,2003,Syntax for Statistical Machine Translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2152937686,,45,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2006292950,2004,Improving statistical machine translation in the medical domain using the unified medical language system,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2006292950,10.3115/1220355.1220469,37,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2095683564,2002,Title language model for information retrieval,transformer_foundation_models,Topic Modeling,741,0,,W2095683564,10.1145/564376.564386,94,Topic Modeling,Topic Modeling,0
https://openalex.org/W2003461482,2003,Experimental evaluation of an elastic foundation model to predict contact pressures in knee replacements,transformer_foundation_models,Total Knee Arthroplasty Outcomes,742,0,,W2003461482,10.1016/s0021-9290(03)00176-3,152,Total Knee Arthroplasty Outcomes,Total Knee Arthroplasty Outcomes,0
https://openalex.org/W10704533,2001,A Bit of Progress in Language Modeling Extended Version,transformer_foundation_models,Topic Modeling,741,0,,W10704533,10.153/scnp00500002,114,Topic Modeling,Topic Modeling,0
https://openalex.org/W2028492537,2003,Efficient search for interactive statistical machine translation,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2028492537,10.3115/1067807.1067858,55,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2056590938,2002,Connectionist language modeling for large vocabulary continuous speech recognition,transformer_foundation_models,Speech Recognition and Synthesis,699,0,,W2056590938,10.1109/icassp.2002.5743830,117,Speech Recognition and Synthesis,Speech Recognition and Synthesis,0
https://openalex.org/W1975973880,2004,Expressing generic concepts with and without a language model,transformer_foundation_models,Hearing Impairment and Communication,337,0,,W1975973880,10.1016/j.cognition.2004.07.003,124,Hearing Impairment and Communication,Hearing Impairment and Communication,0
https://openalex.org/W1707124376,2004,Morphology-based language modeling for arabic speech recognition,transformer_foundation_models,Speech Recognition and Synthesis,699,0,,W1707124376,10.21437/interspeech.2004-495,101,Speech Recognition and Synthesis,Speech Recognition and Synthesis,0
https://openalex.org/W2013568550,2003,Language independent authorship attribution using character level language models,transformer_foundation_models,Authorship Attribution and Profiling,79,0,,W2013568550,10.3115/1067807.1067843,155,Authorship Attribution and Profiling,Authorship Attribution and Profiling,0
https://openalex.org/W2158148237,2004,Discriminative language modeling with conditional random fields and the perceptron algorithm,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2158148237,10.3115/1218955.1218962,139,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W2138454757,2004,Effective automatic image annotation via a coherent language model and active learning,transformer_foundation_models,Image Retrieval and Classification Techniques,356,0,,W2138454757,10.1145/1027527.1027732,134,Image Retrieval and Classification Techniques,Image Retrieval and Classification Techniques,0
https://openalex.org/W2034592395,2001,Toward hierarchical models for statistical machine translation of inflected languages,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2034592395,10.3115/1118037.1118044,28,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W3037986478,2000,On the Use of Grammar Based Language Models for Statistical Machine Translation.,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W3037986478,,8,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W1733633583,2002,Improving trigram language modeling with the World Wide Web,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W1733633583,10.1109/icassp.2001.940885,126,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W136568931,2004,A Language Modeling Approach to Predicting Reading Difficulty.,transformer_foundation_models,Text Readability and Simplification,736,0,,W136568931,,211,Text Readability and Simplification,Text Readability and Simplification,0
https://openalex.org/W1508567213,2000,Can artificial neural networks learn language models?,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W1508567213,10.21437/icslp.2000-50,91,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W1586104099,2004,Low cost portability for statistical machine translation based on n-gram coverage,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W1586104099,10.5445/ir/1000009615,33,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W1903115690,2002,Scalable backoff language models,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W1903115690,10.1109/icslp.1996.607084,86,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W1480041786,2001,Relevance Feedback and Personalization: A Language Modeling Perspective.,transformer_foundation_models,Topic Modeling,741,0,,W1480041786,,99,Topic Modeling,Topic Modeling,0
https://openalex.org/W2116625254,2002,A variable-length category-based n-gram language model,transformer_foundation_models,Natural Language Processing Techniques,491,0,,W2116625254,10.1109/icassp.1996.540316,108,Natural Language Processing Techniques,Natural Language Processing Techniques,0
https://openalex.org/W1975570633,2003,Investigating the relationship between language model perplexity and IR precision-recall measures,transformer_foundation_models,Topic Modeling,741,0,,W1975570633,10.1145/860435.860505,111,Topic Modeling,Topic Modeling,0
https://openalex.org/W1501633760,2002,Language-model look-ahead for large vocabulary speech recognition,transformer_foundation_models,Speech Recognition and Synthesis,699,0,,W1501633760,10.1109/icslp.1996.607215,89,Speech Recognition and Synthesis,Speech Recognition and Synthesis,0
https://openalex.org/W1607753411,2002,Language modeling by variable length sequences: theoretical formulation and evaluation of multigrams,transformer_foundation_models,Algorithms and Data Compression,47,0,,W1607753411,10.1109/icassp.1995.479391,129,Algorithms and Data Compression,Algorithms and Data Compression,0
https://openalex.org/W2071842526,2004,Load Theory of Selective Attention and Cognitive Control.,transformer_foundation_models,Neural and Behavioral Psychology Studies,498,0,,W2071842526,10.1037/0096-3445.133.3.339,1805,Neural and Behavioral Psychology Studies,Neural and Behavioral Psychology Studies,0
https://openalex.org/W2005076803,2002,Discriminative training of language models for speech recognition,transformer_foundation_models,Speech Recognition and Synthesis,699,0,,W2005076803,10.1109/icassp.2002.5743720,75,Speech Recognition and Synthesis,Speech Recognition and Synthesis,0
https://openalex.org/W2111212948,2002,Term-specific smoothing for the language modeling approach to information retrieval,transformer_foundation_models,Information Retrieval and Search Behavior,363,0,,W2111212948,10.1145/564376.564385,90,Information Retrieval and Search Behavior,Information Retrieval and Search Behavior,0
https://openalex.org/W2041413176,2003,Language and task independent text categorization with simple language models,transformer_foundation_models,Authorship Attribution and Profiling,79,0,,W2041413176,10.3115/1073445.1073470,112,Authorship Attribution and Profiling,Authorship Attribution and Profiling,0
