paper_id,title,domain,year,primary_field,is_landmark,reference_count,B,degree,RS,field_simpson,field_variety,DeltaQ0,Uzzi,RTD,community_variety,BurtIP,effective_size,constraint_inv,PDE
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2151160060,A Genetic Pathway Conferring Life Extension and Resistance to UV Stress in <i>Caenorhabditis elegans</i>,genetics_aging_and_longevity_in_model_organisms,1996,Aging,0,6,0.3444444444444445,6.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.6666666666666666,4.0,2.0605443907402696,-1.000088900581841e-12
ubiquitin_and_proteasome_pathways::https://openalex.org/W2013036001,Regulation of Interferon-γ-Activated STAT1 by the Ubiquitin-Proteasome Pathway,ubiquitin_and_proteasome_pathways,1996,Oncology,0,6,0.17777777777777776,6.0,0.1535517790277895,0.2777777777777777,2.0,0.042716049382716066,0.0,0.2777777777777777,2.0,0.5,3.0,1.9073970505990054,0.4505612088643047
ubiquitin_and_proteasome_pathways::https://openalex.org/W2041156762,Huntingtin Is Ubiquitinated and Interacts with a Specific Ubiquitin-conjugating Enzyme,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,0,5,0.5,5.0,0.512,0.5599999999999999,3.0,-0.10146604938271604,0.0,0.5599999999999999,3.0,0.6799999999999999,3.4,2.037351443123939,0.9502705392302345
ubiquitin_and_proteasome_pathways::https://openalex.org/W2062205148,Site-Specific Phosphorylation of IκBα by a Novel Ubiquitination-Dependent Protein Kinase Activity,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,0,10,0.2518518518518518,10.0,0.3811145618000169,0.58,3.0,0.03175429033909782,0.1790856884270389,0.58,3.0,0.58,5.8,3.0174510535527,0.9433483923260392
ubiquitin_and_proteasome_pathways::https://openalex.org/W2082788676,Selective Inhibitors of the Proteasome-dependent and Vacuolar Pathways of Protein Degradation in Saccharomyces cerevisiae,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,0,6,0.12222222222222222,6.0,0.2777777777777778,0.2777777777777777,2.0,-0.002421875000000011,0.0,0.2777777777777777,2.0,0.4444444444444444,2.6666666666666665,1.9065552547958102,0.4505612088643047
ubiquitin_and_proteasome_pathways::https://openalex.org/W2087572935,Proteolysis in plants: mechanisms and functions,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,0,9,0.3421296296296297,9.0,0.2585062921358097,0.37037037037037024,3.0,-0.006001371742112481,0.1790856884270389,0.5185185185185186,4.0,0.5555555555555556,5.0,2.949720725749714,0.6837389058457535
ubiquitin_and_proteasome_pathways::https://openalex.org/W2121781216,UBIQUITIN-DEPENDENT PROTEIN DEGRADATION,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,0,10,0.2388888888888889,10.0,0.2364458247200068,0.33999999999999986,3.0,-0.008931078501466454,0.1790856884270389,0.4800000000000001,4.0,0.58,5.8,2.988934461384987,0.6390318596471769
ubiquitin_and_proteasome_pathways::https://openalex.org/W2341277428,Mechanisms of Muscle Wasting — The Role of the Ubiquitin–Proteasome Pathway,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,0,6,0.37777777777777777,6.0,0.2777777777777778,0.2777777777777777,2.0,0.001913265306122361,0.0,0.5,3.0,0.5555555555555556,3.3333333333333335,2.1590644054243158,0.4505612088643047
exoplanets::https://openalex.org/W1985663566,A Nongray Theory of Extrasolar Giant Planets and Brown Dwarfs,exoplanets,1997,Astronomy and Astrophysics,0,6,0.15,6.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.4444444444444444,2.6666666666666665,1.8948476519094684,-1.000088900581841e-12
exoplanets::https://openalex.org/W2038385268,Habitable moons around extrasolar giant planets,exoplanets,1997,Astronomy and Astrophysics,0,5,0.06666666666666667,5.0,0.0,0.0,1.0,0.036797337278106496,0.0,0.31999999999999984,2.0,0.36,1.7999999999999998,1.595009392833091,-1.000088900581841e-12
exoplanets::https://openalex.org/W2318323104,Three New “51 Pegasi–Type” Planets,exoplanets,1997,Astronomy and Astrophysics,0,6,0.15,6.0,0.0,0.0,1.0,0.002812500000000053,0.0,0.2777777777777777,2.0,0.4444444444444444,2.6666666666666665,1.8948476519094684,-1.000088900581841e-12
ubiquitin_and_proteasome_pathways::https://openalex.org/W1763097477,"I kappa B epsilon, a novel member of the IκB family, controls RelA and cRel NF‐κB activity",ubiquitin_and_proteasome_pathways,1997,Cancer Research,0,6,0.45555555555555555,6.0,0.23598152178562534,0.4444444444444444,2.0,-0.038194444444444545,0.0,0.4444444444444444,2.0,0.6666666666666666,4.0,2.2542658850950588,0.6365141682928128
ubiquitin_and_proteasome_pathways::https://openalex.org/W1976449876,Inhibition of cyclin D1 phosphorylation on threonine-286 prevents its rapid degradation via the ubiquitin-proteasome pathway.,ubiquitin_and_proteasome_pathways,1997,Oncology,0,5,0.06666666666666667,5.0,0.20800000000000005,0.31999999999999984,2.0,0.00425295857988163,0.0,0.31999999999999984,2.0,0.36,1.7999999999999998,1.595009392833091,0.5004024235361879
ubiquitin_and_proteasome_pathways::https://openalex.org/W1979520552,A cytokine-responsive IκB kinase that activates the transcription factor NF-κB,ubiquitin_and_proteasome_pathways,1997,Cancer Research,0,6,0.1111111111111111,6.0,0.23598152178562534,0.4444444444444444,2.0,-0.049687499999999996,0.0,0.4444444444444444,2.0,0.4444444444444444,2.6666666666666665,1.850107066381157,0.6365141682928128
ubiquitin_and_proteasome_pathways::https://openalex.org/W1981916517,The ubiquitin system,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,8,0.6517857142857143,8.0,0.30324555723794183,0.53125,3.0,-0.03302148746208719,0.044321439422020964,0.5625,4.0,0.71875,5.75,3.3773087071240107,0.9002560512655369
ubiquitin_and_proteasome_pathways::https://openalex.org/W2024812887,Ubiquitin Lys63 is involved in ubiquitination of a yeast plasma membrane protein,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,6,0.08333333333333333,6.0,0.30819907211034897,0.5,3.0,0.017987360233349528,0.17321631474563548,0.5,3.0,0.3888888888888889,2.3333333333333335,1.8441573225567764,0.8675632284784613
ubiquitin_and_proteasome_pathways::https://openalex.org/W2024935012,Ubch9 conjugates SUMO but not ubiquitin,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,5,0.7000000000000001,5.0,0.256,0.48,2.0,-0.12065972222222221,0.0,0.5599999999999999,3.0,0.76,3.8,2.4193548387096766,0.6730116670072565
ubiquitin_and_proteasome_pathways::https://openalex.org/W2044005280,Lactacystin and clasto-Lactacystin β-Lactone Modify Multiple Proteasome β-Subunits and Inhibit Intracellular Protein Degradation and Major Histocompatibility Complex Class I Antigen Presentation,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,5,0.5,5.0,0.274745166004061,0.31999999999999984,2.0,0.011959876543209888,0.0,0.5599999999999999,3.0,0.6799999999999999,3.4,2.037351443123939,0.5004024235361879
ubiquitin_and_proteasome_pathways::https://openalex.org/W2048737737,Inhibition of ubiquitin/proteasome-dependent protein degradation by the Gly-Ala repeat domain of the Epstein–Barr virus nuclear antigen 1,ubiquitin_and_proteasome_pathways,1997,Oncology,0,5,0.6000000000000001,5.0,0.1706666666666667,0.31999999999999984,2.0,0.12413194444444443,0.0,0.31999999999999984,2.0,0.76,3.8,2.216748768472906,0.5004024235361879
ubiquitin_and_proteasome_pathways::https://openalex.org/W2056769035,p53-dependent Induction of Apoptosis by Proteasome Inhibitors,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,6,0.35555555555555557,6.0,0.23598152178562534,0.4444444444444444,2.0,0.11399589421567444,0.0,0.4444444444444444,2.0,0.611111111111111,3.6666666666666665,2.0666230804802987,0.6365141682928128
ubiquitin_and_proteasome_pathways::https://openalex.org/W2059129711,Regulatory Role for a Novel Human Thioredoxin Peroxidase in NF-κB Activation,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,5,0.06666666666666667,5.0,0.25486004352847536,0.48,2.0,0.006240754437869811,0.0,0.48,2.0,0.36,1.7999999999999998,1.595009392833091,0.6730116670072565
ubiquitin_and_proteasome_pathways::https://openalex.org/W2145216906,Targeting of substrates to the 26S proteasome,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,0,10,0.4314814814814816,10.0,0.2955066790930881,0.4800000000000001,4.0,0.0033304988662130816,0.6921982886628252,0.4800000000000001,4.0,0.64,6.4,3.213030624198136,0.9404479886513264
ubiquitin_and_proteasome_pathways::https://openalex.org/W2152398347,Phosphorylation‐dependent degradation of the cyclin‐dependent kinase inhibitor p27Kip1,ubiquitin_and_proteasome_pathways,1997,Oncology,0,6,0.21111111111111105,6.0,0.30462962962962964,0.5,3.0,0.0004783163265306145,0.0,0.5,3.0,0.5555555555555556,3.3333333333333335,1.9343283582089554,0.8675632284784613
exoplanets::https://openalex.org/W2003687834,Magnetic Activity–related Radial Velocity Variations in Cool Stars: First Results from the Lick Extrasolar Planet Survey,exoplanets,1998,Astronomy and Astrophysics,0,5,0.025,5.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.27999999999999997,1.4,1.5673981191222568,-1.000088900581841e-12
exoplanets::https://openalex.org/W2022362220,Kepler: a space mission to detect earth-class exoplanets,exoplanets,1998,Astronomy and Astrophysics,0,5,0.0,5.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.2,1.0,1.5432098765432096,-1.000088900581841e-12
exoplanets::https://openalex.org/W2047592331,Evolution of the Solar Nebula. IV. Giant Gaseous Protoplanet Formation,exoplanets,1998,Astronomy and Astrophysics,0,5,0.025,5.0,0.0,0.0,1.0,0.008219954648526026,0.0,0.31999999999999984,2.0,0.27999999999999997,1.4,1.5673981191222568,-1.000088900581841e-12
exoplanets::https://openalex.org/W2055770340,Orbital Evolution and Migration of Giant Planets: Modeling Extrasolar Planets,exoplanets,1998,Astronomy and Astrophysics,0,12,0.12554112554112554,12.0,0.0,0.0,1.0,0.014877507716049412,0.0,0.375,2.0,0.5,6.0,3.300816920221227,-1.000088900581841e-12
exoplanets::https://openalex.org/W2148928103,DETECTION OF EXTRASOLAR GIANT PLANETS,exoplanets,1998,Astronomy and Astrophysics,0,13,0.0983211233211233,13.0,0.0,0.0,1.0,0.0051248286185959,0.0,0.2603550295857988,2.0,0.47928994082840237,6.230769230769231,3.52688521344917,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2036853345,"The C. elegans PTEN Homolog, DAF-18, Acts in the Insulin Receptor-like Metabolic Signaling Pathway",genetics_aging_and_longevity_in_model_organisms,1998,Aging,0,6,0.013333333333333334,6.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.22222222222222218,1.333333333333333,1.8004000889086464,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2043738446,The genetics of caloric restriction in <i>Caenorhabditis elegans</i>,genetics_aging_and_longevity_in_model_organisms,1998,Aging,0,10,0.13666666666666666,10.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.48,4.8,2.879111953912882,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2062048451,Extended Life-Span and Stress Resistance in the <i>Drosophila</i> Mutant <i>methuselah</i>,genetics_aging_and_longevity_in_model_organisms,1998,Aging,0,5,0.16666666666666669,5.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.52,2.6,1.7110266159695815,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2087085892,<i>Caenorhabditis elegans</i> Akt/PKB transduces insulin receptor-like signals from AGE-1 PI3 kinase to the DAF-16 transcription factor,genetics_aging_and_longevity_in_model_organisms,1998,Aging,0,6,0.013333333333333334,6.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.22222222222222218,1.333333333333333,1.8004000889086464,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2113007696,The Free Radical Theory of Aging Matures,genetics_aging_and_longevity_in_model_organisms,1998,Nutrition and Dietetics,0,8,0.3333333333333333,8.0,0.0,0.0,1.0,0.07256235827664395,0.0,0.0,1.0,0.59375,4.75,2.5571303315168534,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2144498949,"Two Pleiotropic Classes of daf-2 Mutation Affect Larval Arrest, Adult Behavior, Reproduction and Longevity in Caenorhabditis elegans",genetics_aging_and_longevity_in_model_organisms,1998,Aging,0,7,0.1285714285714286,7.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.38775510204081637,2.7142857142857144,2.1281813400776466,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2161758212,Cell Nonautonomy of C. elegans daf-2 Function in the Regulation of Diapause and Life Span,genetics_aging_and_longevity_in_model_organisms,1998,Aging,0,7,0.073015873015873,7.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.34693877551020413,2.428571428571429,2.0831284812798967,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2170269651,An Insulin-like Signaling Pathway Affects Both Longevity and Reproduction in Caenorhabditis elegans,genetics_aging_and_longevity_in_model_organisms,1998,Aging,0,8,0.21726190476190477,8.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.53125,4.25,2.479541955929357,-1.000088900581841e-12
ubiquitin_and_proteasome_pathways::https://openalex.org/W1605767786,MEKK1 activates both IκB kinase α and IκB kinase β,ubiquitin_and_proteasome_pathways,1998,Cancer Research,0,5,0.11666666666666665,5.0,0.23342343988124092,0.48,2.0,-0.02607709750566896,0.0,0.48,2.0,0.44000000000000006,2.2,1.63826998689384,0.6730116670072565
ubiquitin_and_proteasome_pathways::https://openalex.org/W1857206577,Regulation of serum amyloid A protein expression during the acute-phase response,ubiquitin_and_proteasome_pathways,1998,Molecular Biology,0,8,0.18571428571428567,8.0,0.22795257800902435,0.46875,2.0,0.03211805555555555,0.0,0.46875,2.0,0.5,4.0,2.451310770342475,0.6615632381559821
ubiquitin_and_proteasome_pathways::https://openalex.org/W1967134457,A requirement for NF-kappa B activation in Bcr-Abl-mediated transformation,ubiquitin_and_proteasome_pathways,1998,Cancer Research,0,7,0.11666666666666664,7.0,0.19848931962690555,0.40816326530612246,2.0,0.010125739644970377,0.0,0.40816326530612246,2.0,0.4693877551020408,3.2857142857142856,2.1219312628407456,0.5982695885832573
ubiquitin_and_proteasome_pathways::https://openalex.org/W1973963032,Proteasome inhibitors: valuable new tools for cell biologists,ubiquitin_and_proteasome_pathways,1998,Molecular Biology,0,8,0.18452380952380953,8.0,0.18229166666666669,0.21875,2.0,-0.0,0.0,0.21875,2.0,0.5,4.0,2.434814640202953,0.3767701612544368
ubiquitin_and_proteasome_pathways::https://openalex.org/W2041186477,Ionizing radiation and short wavelength UV activate NF-κB through two distinct mechanisms,ubiquitin_and_proteasome_pathways,1998,Cancer Research,0,10,0.36370370370370375,10.0,0.3450675799109307,0.54,3.0,0.05272874595274707,0.2666795180283999,0.54,3.0,0.62,6.2,3.247639259448036,0.8979457248537798
ubiquitin_and_proteasome_pathways::https://openalex.org/W2089865526,The ubiquitin–proteasome pathway: on protein death and cell life,ubiquitin_and_proteasome_pathways,1998,Molecular Biology,0,13,0.5683760683760685,13.0,0.3211692300891478,0.485207100591716,4.0,-0.006981930026912747,0.3112164748277112,0.6745562130177516,7.0,0.7988165680473374,10.384615384615385,4.223253030076313,0.937155853061701
ubiquitin_and_proteasome_pathways::https://openalex.org/W2108958930,Glycogen synthase kinase-3β regulates cyclin D1 proteolysis and subcellular localization,ubiquitin_and_proteasome_pathways,1998,Oncology,0,5,0.5,5.0,0.3288142107963091,0.48,2.0,-0.20100308641975306,0.0,0.48,2.0,0.6799999999999999,3.4,2.037351443123939,0.6730116670072565
ubiquitin_and_proteasome_pathways::https://openalex.org/W2136681370,UBIQUITIN AND THE CONTROL OF PROTEIN FATE IN THE SECRETORY AND ENDOCYTIC PATHWAYS,ubiquitin_and_proteasome_pathways,1998,Molecular Biology,0,14,0.6391941391941393,14.0,0.45155200549757246,0.6122448979591837,5.0,0.04171149927886267,0.011053565293241068,0.7653061224489797,8.0,0.8061224489795917,11.285714285714285,4.695401984311993,1.2153881010786145
ubiquitin_and_proteasome_pathways::https://openalex.org/W2152424535,The Regulatory Particle of the <i>Saccharomyces cerevisiae</i> Proteasome,ubiquitin_and_proteasome_pathways,1998,Molecular Biology,0,8,0.5863095238095237,8.0,0.2821939560921342,0.40625,3.0,-0.005859375,0.0,0.5625,4.0,0.75,6.0,3.1995111857910596,0.7356219397557947
ubiquitin_and_proteasome_pathways::https://openalex.org/W2161528133,Role of transcription factors in inflammatory lung diseases,ubiquitin_and_proteasome_pathways,1998,Cancer Research,0,6,0.38888888888888895,6.0,0.21613281470485268,0.4444444444444444,2.0,-0.08441009539910638,0.0,0.5,3.0,0.611111111111111,3.6666666666666665,2.096239385361909,0.6365141682928128
ubiquitin_and_proteasome_pathways::https://openalex.org/W2166987747,THE UBIQUITIN SYSTEM,ubiquitin_and_proteasome_pathways,1998,Molecular Biology,1,41,0.5899622531939607,41.0,0.4491998708562748,0.6781677572873289,7.0,0.04328294430218454,1.0977018511583707,0.7697798929208803,15.0,0.8548483045806068,35.048780487804876,10.813809463402754,1.4334922036461117
ubiquitin_and_proteasome_pathways::https://openalex.org/W2171186199,A novel protein modification pathway related to the ubiquitin system,ubiquitin_and_proteasome_pathways,1998,Molecular Biology,0,6,0.013333333333333334,6.0,0.14785911851479372,0.2777777777777777,2.0,-0.020433673469387723,0.0,0.5,3.0,0.22222222222222218,1.333333333333333,1.8004000889086464,0.4505612088643047
ubiquitin_and_proteasome_pathways::https://openalex.org/W2762075333,Identification of the receptor component of the IκBα–ubiquitin ligase,ubiquitin_and_proteasome_pathways,1998,Cancer Research,0,7,0.45238095238095233,7.0,0.23818718355228663,0.48979591836734704,2.0,0.14285714285714282,0.0,0.48979591836734704,2.0,0.7142857142857143,5.0,2.4775280898876404,0.6829081046984717
exoplanets::https://openalex.org/W1974545438,A comparison of the interiors of Jupiter and Saturn,exoplanets,1999,Astronomy and Astrophysics,0,5,0.25,5.0,0.0,0.0,1.0,0.07499999999999996,0.0,0.31999999999999984,2.0,0.6,3.0,1.701451905626134,-1.000088900581841e-12
exoplanets::https://openalex.org/W1992988721,Reflected Spectra and Albedos of Extrasolar Giant Planets. I. Clear and Cloudy Atmospheres,exoplanets,1999,Astronomy and Astrophysics,0,7,0.0634920634920635,7.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.3061224489795919,2.1428571428571432,2.076989619377163,-1.000088900581841e-12
exoplanets::https://openalex.org/W2072697696,Interiors of Giant Planets Inside and Outside the Solar System,exoplanets,1999,Astronomy and Astrophysics,0,7,0.27777777777777773,7.0,0.0,0.0,1.0,0.024281442901234573,0.0,0.40816326530612246,2.0,0.6326530612244898,4.428571428571429,2.194768013914722,-1.000088900581841e-12
exoplanets::https://openalex.org/W2120931289,Chemical Equilibrium Abundances in Brown Dwarf and Extrasolar Giant Planet Atmospheres,exoplanets,1999,Astronomy and Astrophysics,0,6,0.06666666666666665,6.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.3333333333333333,2.0,1.8356940509915018,-1.000088900581841e-12
exoplanets::https://openalex.org/W2147168671,The Lick Planet Search: Detectability and Mass Thresholds,exoplanets,1999,Astronomy and Astrophysics,0,13,0.09281644281644282,13.0,0.0,0.0,1.0,-0.00032049601254411156,0.0,0.2603550295857988,2.0,0.4201183431952663,5.461538461538462,3.5519255032881984,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1587592813,Regulation of lifespan by sensory perception in Caenorhabditis elegans,genetics_aging_and_longevity_in_model_organisms,1999,Aging,0,6,0.013333333333333334,6.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.22222222222222218,1.333333333333333,1.8004000889086464,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1619158228,Signals from the reproductive system regulate the lifespan of C. elegans,genetics_aging_and_longevity_in_model_organisms,1999,Aging,0,7,0.007936507936507936,7.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.18367346938775508,1.2857142857142856,2.040124622356496,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1625966995,Direct control of the Forkhead transcription factor AFX by protein kinase B,genetics_aging_and_longevity_in_model_organisms,1999,Aging,0,5,0.025,5.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,0.27999999999999997,1.4,1.5673981191222568,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1877188956,The <i>daf‐2</i> gene network for longevity regulates oxidative stress resistance and Mn‐superoxide dismutase gene expression in <i>Caenorhabditis elegans</i>,genetics_aging_and_longevity_in_model_organisms,1999,Aging,0,11,0.10515151515151515,11.0,0.1652892561983471,0.16528925619834722,2.0,-0.002180899908172676,0.0,0.16528925619834722,2.0,0.45454545454545453,5.0,3.1347664097673187,0.3046360973472382
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1879890282,Interorganelle Signaling Is a Determinant of Longevity in Saccharomyces cerevisiae,genetics_aging_and_longevity_in_model_organisms,1999,Aging,0,13,0.26282051282051283,13.0,0.24611377301943632,0.2603550295857988,2.0,-0.0004263723330573295,3.325018251286288,0.272189349112426,3.0,0.6094674556213018,7.923076923076923,3.8083978486652326,0.42932302192861627
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1965947775,Insulin Stimulates Phosphorylation of the Forkhead Transcription Factor FKHR on Serine 253 through a Wortmannin-sensitive Pathway,genetics_aging_and_longevity_in_model_organisms,1999,Molecular Biology,0,6,0.05555555555555555,6.0,0.0,0.0,1.0,0.055555555555555566,0.0,0.0,1.0,0.3333333333333333,2.0,1.8362662586074985,-1.000088900581841e-12
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2026559965,Forkhead transcription factors: new insights into protein kinase B (c-akt) signaling,genetics_aging_and_longevity_in_model_organisms,1999,Molecular Biology,0,7,0.07301587301587302,7.0,0.23150219465835659,0.24489795918367352,2.0,-0.0002510633270322096,3.325018251286288,0.24489795918367352,2.0,0.34693877551020413,2.428571428571429,2.0831284812798967,0.41011631828640904
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2071816222,Elimination of Replication Block Protein Fob1 Extends the Life Span of Yeast Mother Cells,genetics_aging_and_longevity_in_model_organisms,1999,Aging,0,8,0.193452380952381,8.0,0.20678451241618834,0.21875,2.0,-0.00038227263179986537,3.325018251286288,0.21875,2.0,0.53125,4.25,2.4351108402939925,0.3767701612544368
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2075026875,Molecular Biology of Aging,genetics_aging_and_longevity_in_model_organisms,1999,Aging,0,13,0.2316239316239316,13.0,0.13424387619241981,0.14201183431952646,2.0,0.0003204719387755004,3.325018251286288,0.14201183431952646,2.0,0.5857988165680473,7.615384615384615,3.6935259608836546,0.2711893730398441
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2076262819,Phosphorylation of Serine 256 by Protein Kinase B Disrupts Transactivation by FKHR and Mediates Effects of Insulin on Insulin-like Growth Factor-binding Protein-1 Promoter Activity through a Conserved Insulin Response Sequence,genetics_aging_and_longevity_in_model_organisms,1999,Molecular Biology,0,6,0.15,6.0,0.26258350783008044,0.2777777777777777,2.0,0.03406250000000005,3.325018251286288,0.2777777777777777,2.0,0.4444444444444444,2.6666666666666665,1.8948476519094684,0.4505612088643047
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2103002807,AKT/PKB and Other D3 Phosphoinositide-Regulated Kinases: Kinase Activation by Phosphoinositide-Dependent Phosphorylation,genetics_aging_and_longevity_in_model_organisms,1999,Molecular Biology,0,6,0.23333333333333334,6.0,0.4636304158559252,0.5,3.0,-0.02343750000000002,3.1492182535897633,0.5,3.0,0.5555555555555556,3.3333333333333335,1.93360686311078,0.8675632284784613
