paper_id,title,domain,year,primary_field,display_community,is_landmark,reference_count,cited_by_count,fold_id,S_w,S_w_oof,S_equal,RGPM,RGPM_v2,RGPM_simple,RGPM_v3_balanced,RGPM_mahalanobis_debug,B_z,RS_z,DeltaQ0_z,Uzzi_z,RTD_z,BurtIP_z,PDE_z
graphene_2d_materials::https://openalex.org/W1983956165,"On the correlation between the scanning tunneling microscopy image imperfections and point defects of layered chalcogenides 2HMX2 (M = Mo, W; X = S, Se)",graphene_2d_materials,1995,Chemistry / Catalysis,100001,0,6,45.0,2,2.4380222387331187,2.4380222387331187,2.24867457504093,2.7408688156104613,2.7408688156104613,2.7408688156104613,2.7408688156104613,4.5629477074692515,1.5341205443525459,2.6147770556013414,2.214626460214472,2.613523309562924,2.6147770556013414,1.5341205443525459,2.6147770556013414
graphene_2d_materials::https://openalex.org/W2013005775,EXAFS of sputter-deposited MoS2 films,graphene_2d_materials,1995,Materials / Film,100006,0,8,30.0,2,-0.0948158907017346,-0.0948158907017346,0.00959545825445731,0.0,0.0,0.0,0.0,0.0,0.3543495699459289,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,0.29338123212119355,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2018823200,"The effect of phosphorus on the HDN reaction of piperidine, decahydroquinoline and ortho-propylaniline over Ni-MoS2/Al2O3 catalysts",graphene_2d_materials,1995,Chemistry / Catalysis,100001,0,5,30.0,2,-0.11962203612265299,-0.119622036122653,0.3108667312582607,0.0,0.0,0.0,0.0,0.0,1.5341205443525459,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,1.5341205443525459,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W2040403588,Carbon nanotubes with single-layer walls,graphene_2d_materials,1995,Carbon / Nanotubes,100002,0,6,114.0,2,-0.4678186253984462,-0.4678186253984462,-0.24032047049178673,0.0,0.0,0.0,0.0,1.0590757938609787,1.0876060743054692,-1.122860628830139,-0.21191446494192787,0.0,-1.2828095754812965,0.9705959303355259,-1.122860628830139
graphene_2d_materials::https://openalex.org/W2049449367,Structural change of supported NiMo sulfide catalysts during the hydrogenation of coal-derived liquids,graphene_2d_materials,1995,Chemistry / Catalysis,100001,0,5,12.0,2,-0.13332447606809886,-0.13332447606809888,0.0774991921259214,0.0,0.0,0.0,0.0,0.0,0.7318080838596177,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,0.7028602309190992,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W2056663269,Anomalous wear behavior of MoS2 films in moderate vacuum and dry nitrogen,graphene_2d_materials,1995,Materials / Film,100006,0,5,46.0,2,-0.10414605346389443,-0.10414605346389441,-0.16481963019713242,0.0,0.0,0.0,0.0,0.0,-0.1353847355175167,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,-0.43779008157648913,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2061817967,"Low-friction, high-endurance, ion-beam-deposited PbMoS coatings",graphene_2d_materials,1995,Materials / Film,100006,0,10,102.0,2,-0.09332221653493367,-0.09332221653493365,0.036136111872150704,0.0,0.0,0.0,0.0,0.0,0.43779008157648897,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,0.3957252958144873,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2073484000,Effects of temperature and ion-to-atom ratio on the orientation of IBAD MoS2 coatings,graphene_2d_materials,1995,Materials / Film,100006,0,6,48.0,2,-0.09232143373474047,-0.09232143373474046,0.05749772302913284,0.0,0.0,0.0,0.0,0.0,0.48064443211649577,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,0.5024022233733554,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2077704487,Relationship of Endurance to Microstructure of IBAD MoS<sub>2</sub>Coatings,graphene_2d_materials,1995,Materials / Film,100006,0,7,36.0,2,-0.08861897781638728,-0.08861897781638728,0.11676293550596362,2.4737839283392677,2.4737839283392677,2.4737839283392677,2.4737839283392677,3.722953229900656,0.7112600919034948,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,0.6866430509241719,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2092640920,Nanostructure of Au-20% Pd layers in MoS2 multilayer solid lubricant films,graphene_2d_materials,1995,Materials / Film,100006,0,7,46.0,2,-0.1342932588689382,-0.1342932588689382,-0.6526471151518582,0.0,0.0,0.0,0.0,0.0,-1.9939836058885432,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,-1.9939836058885432,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2163927137,Pyridine interaction with a partially hydrogenated MoS2 modelled surface. A molecular orbital study,graphene_2d_materials,1995,Chemistry / Catalysis,100001,0,5,14.0,2,-0.11962203612265299,-0.119622036122653,0.3108667312582607,0.0,0.0,0.0,0.0,0.0,1.5341205443525459,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,1.5341205443525459,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W1600061017,Super-low friction of MoS2 coatings in various environments,graphene_2d_materials,1996,Materials / Film,100006,0,5,30.0,2,-0.10690616213272151,-0.1069061621327215,-0.19610032082976275,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,3.806425043495238,-0.3543495699459291,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,-0.43779008157648913,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W1988926593,H2 interaction with S atoms of a MoS2 modelled catalytic site: electronic density analysis for SH formation,graphene_2d_materials,1996,Chemistry / Catalysis,100001,0,7,20.0,2,-0.12801283453204473,-0.12801283453204476,0.16654385347659792,0.0,0.0,0.0,0.0,0.0,1.0479907749838706,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,1.009990169249582,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W1995989150,Mechanics and Chemistry of Solids in Sliding Contact,graphene_2d_materials,1996,Materials / Film,100006,0,6,86.0,2,-0.10600049460877693,-0.10600049460877692,-0.20469818824345465,2.8338572868846708,2.8338572868846708,2.8338572868846708,2.8338572868846708,4.336758938703203,-0.21371510579760275,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,-0.6386096176206588,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2004704360,High resolution transmission electron microscopy study of quasi-amorphous MoSx coatings,graphene_2d_materials,1996,Materials / Film,100006,0,5,17.0,2,-0.1301138650084778,-0.13011386500847782,-0.5761051281154621,0.0,0.0,0.0,0.0,0.0,-1.7688250385187059,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,-1.6833482640036073,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2025970651,Molecular mechanics study of the interaction of molybdenum disulfide layers with a γ-alumina support in hydrotreating catalysts,graphene_2d_materials,1996,Chemistry / Catalysis,100001,0,10,11.0,2,-0.13600587460009528,-0.1360058746000953,0.027002768085662217,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,3.806425043495238,0.5924169353822332,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,0.4887764111146694,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W2031535575,Characterization and aging of hydrotreating catalysts exposed to industrial processing conditions,graphene_2d_materials,1996,Chemistry / Catalysis,100001,0,8,33.0,2,-0.13028792931105498,-0.13028792931105498,0.13079132728913387,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,3.806425043495238,0.9038566304606022,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,0.9038566304606022,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W2032445821,IBAD MoS2 lubrication of titanium alloys,graphene_2d_materials,1996,Materials / Film,100006,0,5,17.0,2,-0.11877667821592698,-0.11877667821592697,-0.4476192330826306,0.0,0.0,0.0,0.0,0.0,-0.869423773288886,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,-1.6833482640036073,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2061192414,Powder x-ray diffraction of two-dimensional materials,graphene_2d_materials,1996,Chemistry / Sub,100007,0,6,51.0,2,0.772682091482184,0.772682091482184,0.91846234024808,0.6222884592210886,0.6222884592210886,0.6222884592210886,0.6222884592210886,1.2585745439138978,2.04976980252312,0.12323939671017281,0.4350872927493328,2.631461967398875,-0.5356100707100955,2.0260213220893606,-0.3007333290242045
graphene_2d_materials::https://openalex.org/W2062234263,Advanced solid lubricant coatings for high vacuum environments,graphene_2d_materials,1996,Materials / Film,100006,0,5,126.0,2,-0.08630660173121592,-0.0863066017312159,0.15752569612284395,0.0,0.0,0.0,0.0,0.0,0.8416212335729144,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,0.8416212335729144,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W1966888697,Model parametric Hamiltonians and bonding theoretical tools in simulation of catalytic reaction steps. Hydrotreatment of oil components,graphene_2d_materials,1997,Chemistry / Catalysis,100001,0,5,14.0,2,-0.1612386569521994,-0.16123865695219944,-0.3881970212748599,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,3.806425043495238,-0.9380586200078762,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,-0.8871465590188758,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W1969811081,Relationship between HDS activity and Mo site fine structure of variously pretreated Co Mo/Al2O3 and Mo/Al2O3,graphene_2d_materials,1997,Chemistry / Catalysis,100001,0,5,4.0,2,-0.11962203612265299,-0.119622036122653,0.3108667312582607,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,3.806425043495238,1.5341205443525459,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,1.5341205443525459,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W1996279069,The tribological properties of MoS2/metal composite coatings deposited by closed field magnetron sputtering,graphene_2d_materials,1997,Materials / Film,100006,0,11,158.0,2,-0.09110246665715688,-0.09110246665715688,0.07972851383358176,0.0,0.0,0.0,0.0,0.0,0.5466555687662383,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,0.5920066223547551,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2012805470,Scanning tunneling microscopic investigation of Kx(H2O)yMoS2,graphene_2d_materials,1997,Chemistry / Sub,100007,0,8,36.0,2,-0.45250923144163846,-0.45250923144163846,0.023929859626007993,1.0727139730953403,1.0727139730953403,1.0727139730953403,1.0727139730953403,2.0879390170644236,1.9711926033088745,-1.122860628830139,-0.21191446494192787,0.0,-1.2828095754812965,1.936761712156684,-1.122860628830139
graphene_2d_materials::https://openalex.org/W2042256986,Shear strength measurements of parallel MoSx thin films,graphene_2d_materials,1997,Materials / Film,100006,0,6,39.0,2,-0.10600049460877693,-0.10600049460877692,-0.20469818824345465,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,3.806425043495238,-0.21371510579760275,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,-0.6386096176206588,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2049196330,Tribological behaviour of high performance MoS2 coatings produced by magnetron sputtering,graphene_2d_materials,1997,Materials / Film,100006,0,5,50.0,2,-0.10414605346389443,-0.10414605346389441,-0.16481963019713242,1.6026426080639997,1.6026426080639997,1.6026426080639997,1.6026426080639997,2.4520019365491557,-0.1353847355175167,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,-0.43779008157648913,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2051541549,Nanometre-size tubes of carbon,graphene_2d_materials,1997,Carbon / Nanotubes,100002,0,8,493.0,2,-0.44768395250970894,-0.44768395250970894,0.10780528460796229,0.5224582957247292,0.5224582957247292,0.5224582957247292,0.5224582957247292,1.271227086522911,2.2475411451696194,-1.122860628830139,-0.21191446494192787,0.0,-1.2828095754812965,2.2475411451696194,-1.122860628830139
graphene_2d_materials::https://openalex.org/W2072739422,"Preparation, structure and properties of MoSx films",graphene_2d_materials,1997,Materials / Film,100006,0,6,88.0,2,-0.12614369846514512,-0.12614369846514512,-0.5069465379161735,0.0,0.0,0.0,0.0,0.0,-1.541986298854446,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,-1.4260768722728472,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2079745204,On the flexibility of the active phase in hydrotreating catalysts,graphene_2d_materials,1997,Chemistry / Catalysis,100001,0,58,182.0,2,-0.12815688743939974,-0.12815688743939976,0.17219779116810793,0.0,0.0,0.0,0.0,0.0,1.009990169249582,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,1.0875683388244406,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W2084059690,Interaction of Hydrogen and Thiophene with Ni/MoS<sub>2</sub> and Zn/MoS<sub>2</sub> Surfaces:  A Molecular Orbital Study,graphene_2d_materials,1997,Chemistry / Catalysis,100001,0,5,81.0,2,-0.11962203612265299,-0.119622036122653,0.3108667312582607,0.0,0.0,0.0,0.0,0.0,1.5341205443525459,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,1.5341205443525459,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W2088953825,"Angle-resolved ultraviolet photoelectron spectroscopy of thin films of bis(1,2,5-thiadiazolo)-p-quinobis (1,3-dithiole) on the MoS2 surface",graphene_2d_materials,1997,Chemistry / Materials,100012,0,5,55.0,2,-0.47777225008479995,-0.47777225008479995,-0.40335788679537804,0.46440737397753706,0.46440737397753706,0.46440737397753706,0.46440737397753706,1.2158692638280302,0.4811513146216964,-1.122860628830139,-0.21191446494192787,0.0,-1.2828095754812965,0.4357887758941596,-1.122860628830139
graphene_2d_materials::https://openalex.org/W2090170006,Formation and characterization of self-lubricating MoS2 precursor films on anodized aluminium,graphene_2d_materials,1997,Materials / Film,100006,0,5,73.0,2,-0.07061562446049877,-0.07061562446049877,0.4224410689644987,2.8659891727925326,2.8659891727925326,2.8659891727925326,2.8659891727925326,4.145480632600108,1.7688250385187059,-0.15487092324939222,-0.11594982453774458,0.0,-0.15487092324939222,1.7688250385187059,-0.15487092324939222
graphene_2d_materials::https://openalex.org/W2090975249,Electrical properties of molybdenum disulfide MoS2. Experimental study and density functional calculation results,graphene_2d_materials,1997,Materials / Film,100006,0,5,78.0,2,1.8887995983819041,1.888799598381904,1.797011929635877,3.011090610836324,3.011090610836324,3.011090610836324,3.011090610836324,4.644119657677359,1.7688250385187059,1.6086526825514857,1.7688250385187059,2.579983111634645,1.541986298854446,1.7688250385187059,1.541986298854446
graphene_2d_materials::https://openalex.org/W2129720165,Modelling of hydrotreating catalysis based on the remote control: HYD and HDS,graphene_2d_materials,1997,Chemistry / Catalysis,100001,0,5,45.0,2,-0.13332447606809886,-0.13332447606809888,0.0774991921259214,0.0,0.0,0.0,0.0,0.0,0.7318080838596177,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,0.7028602309190992,-0.2487276896369165
ipsc_reprogramming::https://openalex.org/W1516075858,From totipotent embryonic stem cells to spontaneously contracting smooth muscle cells: a retinoic acid and db‐cAMP in vitro differentiation model,ipsc_reprogramming,1997,Stem / Embryonic,200003,0,5,231.0,3,-0.54747916253435,-0.631108990610704,-0.32287789107367,0.26624068957281133,0.26624068957281133,0.26624068957281133,0.26624068957281133,1.1164843762886674,1.159042783100343,-1.2206403488473496,-0.3101981774461211,0.0,-1.5932188180230502,0.9255096725478376,-1.2206403488473496
ipsc_reprogramming::https://openalex.org/W1522363813,GABA<sub>B</sub>Receptor-Mediated Inhibition of Tetrodotoxin-Resistant GABA Release in Rodent Hippocampal CA1 Pyramidal Cells,ipsc_reprogramming,1997,Receptor / Postsynaptic,200084,0,5,60.0,3,-0.4429275296359997,-0.5157048757913745,0.18884189271914437,0.0,0.0,0.0,0.0,0.0,2.5259340455672064,-1.122860628830139,-0.21191446494192787,0.0,-1.2828095754812965,2.5364045015503063,-1.122860628830139
ipsc_reprogramming::https://openalex.org/W1908801241,Three-dimensional cell cultures: from molecular mechanisms to clinical applications,ipsc_reprogramming,1997,Stem / Embryonic,200003,0,5,537.0,3,-0.54747916253435,-0.631108990610704,-0.32287789107367,0.26624068957281133,0.26624068957281133,0.26624068957281133,0.26624068957281133,1.1164843762886674,1.159042783100343,-1.2206403488473496,-0.3101981774461211,0.0,-1.5932188180230502,0.9255096725478376,-1.2206403488473496
ipsc_reprogramming::https://openalex.org/W1973421949,Targeted gene disruption: applications in neurobiology,ipsc_reprogramming,1997,Mice / Stem,200041,0,5,58.0,3,0.868282746008273,0.9325424587896675,1.0039928609425504,1.513552129316334,1.513552129316334,1.513552129316334,1.513552129316334,3.5345613228087616,1.770155915687678,1.089914313440722,0.5319314702547541,2.0262519684126064,-0.12709771764975972,1.765084084090225,-0.028290007638373388
ipsc_reprogramming::https://openalex.org/W1993357134,In vitro differentiation of embryonic stem cells: Immunophenotypic analysis of cultured embryoid bodies,ipsc_reprogramming,1997,Stem / Embryonic,200003,0,5,70.0,3,-0.324767973665934,-0.4367727820469207,-0.31263161020664365,0.08858439226959385,0.08858439226959385,0.08858439226959385,0.08858439226959385,0.8515393609996218,0.3441024628830156,-1.2206403488473496,0.19948887890012507,0.0,-0.5433416582302046,0.25260974269525777,-1.2206403488473496
ipsc_reprogramming::https://openalex.org/W2050385725,Chronic focal neocortical epileptogenesis: does disinhibition play a role?,ipsc_reprogramming,1997,Receptor / Postsynaptic,200084,0,5,78.0,3,-0.4429275296359997,-0.5157048757913745,0.18884189271914437,0.0,0.0,0.0,0.0,0.0,2.5259340455672064,-1.122860628830139,-0.21191446494192787,0.0,-1.2828095754812965,2.5364045015503063,-1.122860628830139
ipsc_reprogramming::https://openalex.org/W2064586774,Requirement of the transcription factor GATA4 for heart tube formation and ventral morphogenesis.,ipsc_reprogramming,1997,Stem / Embryonic,200003,0,5,1158.0,3,-0.5205446517080656,-0.5953388463524709,0.14820360483885006,0.12112903683947389,0.12112903683947389,0.12112903683947389,0.12112903683947389,0.25181658125736495,2.6910614635179106,-1.2206403488473496,-0.3101981774461211,0.0,-1.5932188180230502,2.6910614635179106,-1.2206403488473496
ipsc_reprogramming::https://openalex.org/W2093321309,In VitroPreselection of Gene-Trapped Embryonic Stem Cell Clones for Characterizing Novel Developmentally Regulated Genes in the Mouse,ipsc_reprogramming,1997,Stem / Embryonic,200003,0,6,71.0,3,0.7372788383261545,0.6892717092607565,0.6403959250239447,1.0361702347093371,1.0361702347093371,1.0361702347093371,1.0361702347093371,3.142822299218061,0.9645747833802093,0.7200244016875066,0.15595514696059493,2.398029970514642,-0.6633248772319773,0.836037329119053,0.07147472073758526
ipsc_reprogramming::https://openalex.org/W2147640763,<i>In vitro</i> -generated neural precursors participate in mammalian brain development,ipsc_reprogramming,1997,Stem / Embryonic,200003,0,8,310.0,3,-0.55958750778627,-0.6467914996418684,-0.5047279301350535,0.2937297614069597,0.2937297614069597,0.2937297614069597,0.2937297614069597,0.676438808616609,0.36120163771131925,-1.2206403488473496,-0.3101981774461211,0.0,-1.5932188180230502,0.4504005445071768,-1.2206403488473496
ipsc_reprogramming::https://openalex.org/W2159047813,Differentiation of embryonic stem cells into adipocytes in vitro,ipsc_reprogramming,1997,Stem / Embryonic,200003,0,5,438.0,3,-0.5606570368083014,-0.6483713368101731,-0.5354264982265139,0.15345009588773884,0.15345009588773884,0.15345009588773884,0.15345009588773884,0.5820150860797915,0.3441024628830156,-1.2206403488473496,-0.3101981774461211,0.0,-1.5932188180230502,0.25260974269525777,-1.2206403488473496
ipsc_reprogramming::https://openalex.org/W2165992501,Embryonic stem cells: a model to study structural and functional properties in cardiomyogenesis,ipsc_reprogramming,1997,Stem / Embryonic,200003,0,5,370.0,3,-0.54747916253435,-0.631108990610704,-0.32287789107367,1.3120624819288305,1.3120624819288305,1.3120624819288305,1.3120624819288305,3.4798550270725785,1.159042783100343,-1.2206403488473496,-0.3101981774461211,0.0,-1.5932188180230502,0.9255096725478376,-1.2206403488473496
ipsc_reprogramming::https://openalex.org/W2274265303,Hematopoietic-Specific Genes Are Not Induced During In Vitro Differentiation of scl-Null Embryonic Stem Cells,ipsc_reprogramming,1997,Stem / Embryonic,200003,0,9,111.0,3,-0.5319894328883983,-0.610250299845067,-0.030327623973259082,0.26624068957281133,0.26624068957281133,0.26624068957281133,0.26624068957281133,1.1164843762886674,1.9611841094700038,-1.2206403488473496,-0.3101981774461211,0.0,-1.5932188180230502,2.171220215881053,-1.2206403488473496
graphene_2d_materials::https://openalex.org/W1983886965,Tailoring Alumina Surface Chemistry for Efficient Use of Supported MoS2,graphene_2d_materials,1998,Chemistry / Catalysis,100001,0,5,24.0,2,-0.13332447606809886,-0.13332447606809888,0.0774991921259214,0.0,0.0,0.0,0.0,0.0,0.7318080838596177,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,0.7028602309190992,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W1986015780,X-ray absorption fine structure study of the atomic and electronic structure of molybdenum disulfide intercalation compounds with transition metals,graphene_2d_materials,1998,Chemistry / Sub,100007,0,7,47.0,2,-0.4547120960557537,-0.45471209605575375,-0.026782796695872774,0.26122914786236456,0.26122914786236456,0.26122914786236456,0.26122914786236456,0.912224436477512,1.8903308287554998,-1.122860628830139,-0.21191446494192787,0.0,-1.2828095754812965,1.6626348924568932,-1.122860628830139
graphene_2d_materials::https://openalex.org/W1991081417,Accelerated deactivation of hydrotreating catalysts: comparison to long-term deactivation in a commercial plant,graphene_2d_materials,1998,Chemistry / Catalysis,100001,0,6,39.0,2,-0.171261500962566,-0.17126150096256604,-0.5660630326947604,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,2.0566593612666594e-12,3.806425043495238,-1.498788259100578,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,-1.571478999865478,-0.2487276896369165
graphene_2d_materials::https://openalex.org/W1993002905,An XPS study of the surface modification of natural MoS2 following treatment in an RF-oxygen plasma,graphene_2d_materials,1998,Materials / Film,100006,0,9,193.0,2,2.488022758103298,2.4880227581032983,2.1739237542204912,3.4867832740126707,3.4867832740126707,3.4867832740126707,3.4867832740126707,4.9378086551464,1.3746796941879755,2.423196195008545,2.423196195008545,2.7753221111333075,2.423196195008545,1.3746796941879755,2.423196195008545
graphene_2d_materials::https://openalex.org/W2000815061,Why EXAFS Underestimated the Size of Small Supported MoS<sub>2</sub> Particles,graphene_2d_materials,1998,Chemistry / Catalysis,100001,0,13,110.0,2,-0.14698847885419797,-0.14698847885419797,-0.1338973235403276,0.0,0.0,0.0,0.0,0.0,-0.1459909009865177,-0.2487276896369165,-0.1459909009865177,0.0,-0.2487276896369165,0.10088360610149152,-0.2487276896369165
