id,short_id,doi,title,year,domain,primary_field,display_community,display_topic_id,display_topic_label,is_landmark,document_type,cited_by_count,reference_count
https://openalex.org/W2048030072,W2048030072,10.1159/000346388,Autophagy and Viruses: Adversaries or Allies?,2013,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,4436,165
https://openalex.org/W2164778558,W2164778558,10.4161/auto.19496,Guidelines for the use and interpretation of assays for monitoring autophagy,2012,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,4042,898
https://openalex.org/W2155015733,W2155015733,10.1083/jcb.200809125,Parkin is recruited selectively to impaired mitochondria and promotes their autophagy,2008,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,3964,32
https://openalex.org/W2763871199,W2763871199,10.1038/nrm.2017.95,AMPK: guardian of metabolism and mitochondrial homeostasis,2017,autophagy_in_disease_and_therapy,Molecular Biology,67902711,https://openalex.org/T11339,"Metabolism, Diabetes, and Cancer",0,review,3955,249
https://openalex.org/W2001591494,W2001591494,10.1101/gad.1599207,Autophagy: process and function,2007,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,3939,164
https://openalex.org/W2007505836,W2007505836,10.1038/nature07976,Autophagy regulates lipid metabolism,2009,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,3906,38
https://openalex.org/W2128537698,W2128537698,10.1038/nature04724,Suppression of basal autophagy in neural cells causes neurodegenerative disease in mice,2006,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,3836,35
https://openalex.org/W2159754384,W2159754384,10.1002/path.2697,Autophagy: cellular and molecular mechanisms,2010,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,3758,89
https://openalex.org/W2067692987,W2067692987,10.1016/s1534-5807(04)00099-1,Development by Self-Digestion,2004,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,3641,111
https://openalex.org/W2034132952,W2034132952,10.1038/nrm2239,Self-eating and self-killing: crosstalk between autophagy and apoptosis,2007,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,3628,100
https://openalex.org/W2108086395,W2108086395,10.1126/science.290.5497.1717,Autophagy as a Regulated Pathway of Cellular Degradation,2000,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,3593,85
https://openalex.org/W1989026904,W1989026904,10.1126/science.1219855,"Mitochondrial Fission, Fusion, and Stress",2012,autophagy_in_disease_and_therapy,Molecular Biology,95243934,https://openalex.org/T10301,Mitochondrial Function and Pathology,0,review,3588,46
https://openalex.org/W2065031087,W2065031087,10.1159/000350326,Antimicrobial Autophagy: A Conserved Innate Immune Response in Drosophila,2013,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,3551,281
https://openalex.org/W2096308078,W2096308078,10.1146/annurev-genet-102808-114910,Regulation Mechanisms and Signaling Pathways of Autophagy,2009,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,3543,176
https://openalex.org/W2157096314,W2157096314,10.1016/j.molcel.2010.09.023,Autophagy and the Integrated Stress Response,2010,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,3487,103
https://openalex.org/W1972336737,W1972336737,10.1016/j.cell.2005.07.002,Bcl-2 Antiapoptotic Proteins Inhibit Beclin 1-Dependent Autophagy,2005,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,3473,43
https://openalex.org/W2022812113,W2022812113,10.1038/nature04723,Loss of autophagy in the central nervous system causes neurodegeneration in mice,2006,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,3469,30
https://openalex.org/W1784425676,W1784425676,10.1038/45257,Induction of autophagy and inhibition of tumorigenesis by beclin 1,1999,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,3289,28
https://openalex.org/W2146124002,W2146124002,10.1083/jcb.200507002,p62/SQSTM1 forms protein aggregates degraded by autophagy and has a protective effect on huntingtin-induced cell death,2005,autophagy_in_disease_and_therapy,Cellular and Molecular Neuroscience,66861410,https://openalex.org/T10949,Genetic Neurodegenerative Diseases,0,article,3247,47
https://openalex.org/W1975200363,W1975200363,10.1126/science.1204592,TFEB Links Autophagy to Lysosomal Biogenesis,2011,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,3245,33
https://openalex.org/W2028536701,W2028536701,10.1038/nature09782,Autophagy in immunity and inflammation,2011,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,3243,101
https://openalex.org/W2038976751,W2038976751,10.1038/nrm3028,Mechanisms of mitophagy,2010,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,3199,72
https://openalex.org/W2139636031,W2139636031,10.1038/sj.emboj.7601963,Fission and selective fusion govern mitochondrial segregation and elimination by autophagy,2008,autophagy_in_disease_and_therapy,Molecular Biology,95243934,https://openalex.org/T10301,Mitochondrial Function and Pathology,0,article,3074,39
https://openalex.org/W2113010696,W2113010696,10.1038/ni.1980,Autophagy proteins regulate innate immune responses by inhibiting the release of mitochondrial DNA mediated by the NALP3 inflammasome,2010,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2974,49
https://openalex.org/W2150168624,W2150168624,10.1146/annurev-cellbio-092910-154005,The Role of Atg Proteins in Autophagosome Formation,2011,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2932,163
https://openalex.org/W2108326484,W2108326484,10.1371/journal.pbio.1000298,PINK1 Is Selectively Stabilized on Impaired Mitochondria to Activate Parkin,2010,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2899,58
https://openalex.org/W1992659717,W1992659717,10.1038/nature03029,The role of autophagy during the early neonatal starvation period,2004,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2832,27
https://openalex.org/W2909477364,W2909477364,10.1016/j.cell.2018.09.048,Biological Functions of Autophagy Genes: A Disease Perspective,2019,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2807,312
https://openalex.org/W2034087770,W2034087770,10.1038/ncb2012,PINK1/Parkin-mediated mitophagy is dependent on VDAC1 and p62/SQSTM1,2010,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2780,40
https://openalex.org/W2795845448,W2795845448,10.1038/s41580-018-0003-4,Mechanism and medical implications of mammalian autophagy,2018,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2752,202
https://openalex.org/W2999421965,W2999421965,10.1038/s41580-019-0199-y,"mTOR at the nexus of nutrition, growth, ageing and disease",2020,autophagy_in_disease_and_therapy,Molecular Biology,5694403,https://openalex.org/T10952,PI3K/AKT/mTOR signaling in cancer,0,review,2750,287
https://openalex.org/W2103230459,W2103230459,10.1038/nature14893,The ubiquitin kinase PINK1 recruits autophagy receptors to induce mitophagy,2015,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2725,42
https://openalex.org/W1963521777,W1963521777,10.4161/auto.4600,How to Interpret LC3 Immunoblotting,2007,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2608,0
https://openalex.org/W3108936441,W3108936441,10.1080/15548627.2020.1797280,Guidelines for the use and interpretation of assays for monitoring autophagy (4th edition)<sup>1</sup>,2021,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2599,4092
https://openalex.org/W2740618823,W2740618823,10.1038/nrc.2017.53,Targeting autophagy in cancer,2017,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2581,142
https://openalex.org/W1987769185,W1987769185,10.1056/nejmra1205406,Autophagy in Human Health and Disease,2013,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2570,102
https://openalex.org/W2103659405,W2103659405,10.1126/science.1196371,Phosphorylation of ULK1 (hATG1) by AMP-Activated Protein Kinase Connects Energy Sensing to Mitophagy,2010,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2554,39
https://openalex.org/W2016040396,W2016040396,10.1126/science.1099993,Autophagy in Health and Disease: A Double-Edged Sword,2004,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2542,63
https://openalex.org/W2089728480,W2089728480,10.1089/ars.2013.5371,"An Overview of Autophagy: Morphology, Mechanism, and Regulation",2013,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2508,163
https://openalex.org/W2057274775,W2057274775,10.1038/cdd.2010.191,The Beclin 1 network regulates autophagy and apoptosis,2011,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2494,77
https://openalex.org/W2102354517,W2102354517,10.1038/ncb2021,The selective autophagy substrate p62 activates the stress responsive transcription factor Nrf2 through inactivation of Keap1,2010,autophagy_in_disease_and_therapy,Molecular Biology,28526613,https://openalex.org/T11332,"Genomics, phytochemicals, and oxidative stress",0,article,2391,54
https://openalex.org/W2937346106,W2937346106,10.1002/cbin.11137,"Cell death: a review of the major forms of apoptosis, necrosis and autophagy",2019,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2303,73
https://openalex.org/W2115742671,W2115742671,10.1091/mbc.e03-09-0704,In Vivo Analysis of Autophagy in Response to Nutrient Starvation Using Transgenic Mice Expressing a Fluorescent Autophagosome Marker,2003,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2293,56
https://openalex.org/W2063761428,W2063761428,10.4161/auto.4451,"Dissection of the Autophagosome Maturation Process by a Novel Reporter Protein, Tandem Fluorescent-Tagged LC3",2007,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2286,10
https://openalex.org/W2115886998,W2115886998,10.1172/jci20039,Promotion of tumorigenesis by heterozygous disruption of the beclin 1 autophagy gene,2003,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2209,71
https://openalex.org/W2012451546,W2012451546,10.1016/j.cell.2004.11.038,Autophagy Is a Defense Mechanism Inhibiting BCG and Mycobacterium tuberculosis Survival in Infected Macrophages,2004,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2208,53
https://openalex.org/W2079355772,W2079355772,10.1038/cdd.2014.150,Oxidative stress and autophagy: the clash between damage and metabolic needs,2014,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2180,134
https://openalex.org/W2001675597,W2001675597,10.1038/nrm3735,Self-consumption: the interplay of autophagy and apoptosis,2014,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2149,132
https://openalex.org/W1991105254,W1991105254,10.1038/ncb1007-1102,Autophagosome formation: core machinery and adaptations,2007,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2143,100
https://openalex.org/W1979783084,W1979783084,10.1172/jci73939,mTOR: a pharmacologic target for autophagy regulation,2015,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2120,123
https://openalex.org/W2119399459,W2119399459,10.1016/j.cell.2007.10.035,Homeostatic Levels of p62 Control Cytoplasmic Inclusion Body Formation in Autophagy-Deficient Mice,2007,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2115,41
https://openalex.org/W2810037075,W2810037075,10.1080/15548627.2018.1474314,Chloroquine inhibits autophagic flux by decreasing autophagosome-lysosome fusion,2018,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2096,99
https://openalex.org/W1968444524,W1968444524,10.1038/ncb0910-814,Eaten alive: a history of macroautophagy,2010,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2088,120
https://openalex.org/W2002636911,W2002636911,10.1016/j.febslet.2010.01.017,mTOR regulation of autophagy,2010,autophagy_in_disease_and_therapy,Molecular Biology,35776259,https://openalex.org/T11924,Polyamine Metabolism and Applications,0,review,2088,98
https://openalex.org/W2066800765,W2066800765,10.1073/pnas.2436255100,"Beclin 1, an autophagy gene essential for early embryonic development, is a haploinsufficient tumor suppressor",2003,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2081,31
https://openalex.org/W2114806766,W2114806766,10.1038/sj.emboj.7601623,Reactive oxygen species are essential for autophagy and specifically regulate the activity of Atg4,2007,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2078,51
https://openalex.org/W2024782183,W2024782183,10.1016/j.cell.2011.07.030,Autophagy and Aging,2011,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,2072,108
https://openalex.org/W1555054913,W1555054913,10.1038/35044114,A ubiquitin-like system mediates protein lipidation,2000,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2043,29
https://openalex.org/W2135574023,W2135574023,10.4161/auto.5338,Guidelines for the use and interpretation of assays for monitoring autophagy in higher eukaryotes,2008,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2036,202
https://openalex.org/W2043291430,W2043291430,10.1038/nm.3232,The role of autophagy in neurodegenerative disease,2013,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2028,236
https://openalex.org/W2156144699,W2156144699,10.1091/mbc.e08-12-1248,Nutrient-dependent mTORC1 Association with the ULK1–Atg13–FIP200 Complex Required for Autophagy,2009,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,2021,54
https://openalex.org/W2791564057,W2791564057,10.1161/circresaha.117.311401,Reactive Oxygen Species in Metabolic and Inflammatory Signaling,2018,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1996,381
https://openalex.org/W2064741210,W2064741210,10.1038/nature07383,Loss of the autophagy protein Atg16L1 enhances endotoxin-induced IL-1β production,2008,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1995,31
https://openalex.org/W4295253277,W4295253277,,Guidelines for the use and interpretation of assays for monitoring autophagy in higher eukaryotes,2008,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1987,203
https://openalex.org/W2113432343,W2113432343,10.1091/mbc.e08-12-1249,ULK-Atg13-FIP200 Complexes Mediate mTOR Signaling to the Autophagy Machinery,2009,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1982,43
https://openalex.org/W2133000461,W2133000461,10.1016/j.ccr.2006.06.001,"Autophagy promotes tumor cell survival and restricts necrosis, inflammation, and tumorigenesis",2006,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1982,60
https://openalex.org/W1996152690,W1996152690,10.1038/nature13148,Quantitative proteomics identifies NCOA4 as the cargo receptor mediating ferritinophagy,2014,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1974,30
https://openalex.org/W2039607936,W2039607936,10.1126/science.1193497,Autophagy and Metabolism,2010,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1970,37
https://openalex.org/W1975915706,W1975915706,10.1016/j.ceb.2009.11.014,Mammalian autophagy: core molecular machinery and signaling regulation,2009,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1950,56
https://openalex.org/W2138311396,W2138311396,10.1083/jcb.200910140,PINK1 stabilized by mitochondrial depolarization recruits Parkin to damaged mitochondria and activates latent Parkin for mitophagy,2010,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1932,33
https://openalex.org/W2025364264,W2025364264,10.1038/nrm2245,Autophagy: from phenomenology to molecular understanding in less than a decade,2007,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1925,84
https://openalex.org/W2025192214,W2025192214,10.1016/j.cmet.2007.11.001,FoxO3 Controls Autophagy in Skeletal Muscle In Vivo,2007,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1911,42
https://openalex.org/W2148281700,W2148281700,10.1038/nri3532,"Autophagy in infection, inflammation and immunity",2013,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1878,151
https://openalex.org/W2049016912,W2049016912,10.1038/cdd.2012.81,The pathways of mitophagy for quality control and clearance of mitochondria,2012,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1832,113
https://openalex.org/W2127916470,W2127916470,10.1128/mcb.01453-06,Autophagy Is Activated for Cell Survival after Endoplasmic ReticulumStress,2006,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1817,49
https://openalex.org/W2114847797,W2114847797,10.1083/jcb.200803137,Autophagosome formation from membrane compartments enriched in phosphatidylinositol 3-phosphate and dynamically connected to the endoplasmic reticulum,2008,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1814,46
https://openalex.org/W2078893058,W2078893058,10.1038/nrc2254,Role of autophagy in cancer,2007,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1775,81
https://openalex.org/W126188432,W126188432,10.1007/978-1-59745-157-4_4,LC3 and Autophagy,2008,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,book-chapter,1768,19
https://openalex.org/W2011580247,W2011580247,10.1016/0014-5793(93)80398-e,Isolation and characterization of autophagy‐defective mutants of <i>Saccharomyces cerevisiae</i>,1993,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1733,12
https://openalex.org/W1999477136,W1999477136,10.1038/nrm2708,Dynamics and diversity in autophagy mechanisms: lessons from yeast,2009,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1724,104
https://openalex.org/W2046250764,W2046250764,10.1152/physrev.00030.2009,Regulation of Mammalian Autophagy in Physiology and Pathophysiology,2010,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1715,613
https://openalex.org/W1992532731,W1992532731,10.4161/auto.7.3.14487,Selective autophagy mediated by autophagic adapter proteins,2011,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1713,192
https://openalex.org/W2105114667,W2105114667,10.1038/nrc3262,Deconvoluting the context-dependent role for autophagy in cancer,2012,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1712,96
https://openalex.org/W2094241924,W2094241924,10.1038/nature11910,Autophagosomes form at ER–mitochondria contact sites,2013,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1707,35
https://openalex.org/W2085442981,W2085442981,10.1016/j.cell.2009.03.048,Autophagy Suppresses Tumorigenesis through Elimination of p62,2009,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1705,45
https://openalex.org/W2121077787,W2121077787,10.1038/ncb2220,"During autophagy mitochondria elongate, are spared from degradation and sustain cell viability",2011,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1699,65
https://openalex.org/W2012337697,W2012337697,10.1007/bf00174615,Developmental cell death: morphological diversity and multiple mechanisms,1990,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1687,155
https://openalex.org/W1970661950,W1970661950,10.1038/nrm3565,Signals from the lysosome: a control centre for cellular clearance and energy metabolism,2013,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1672,219
https://openalex.org/W1526993239,W1526993239,10.1038/26506,A protein conjugation system essential for autophagy,1998,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,article,1670,29
https://openalex.org/W2145206598,W2145206598,10.1172/jci26390,Autophagy in cell death: an innocent convict?,2005,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1668,132
https://openalex.org/W2162310928,W2162310928,10.1056/nejmoa1102662,Early versus Late Parenteral Nutrition in Critically Ill Adults,2011,autophagy_in_disease_and_therapy,Nutrition and Dietetics,59448591,https://openalex.org/T10858,Clinical Nutrition and Gastroenterology,0,article,1662,63
https://openalex.org/W1993643473,W1993643473,10.1038/nrc1692,The role of autophagy in cancer development and response to therapy,2005,autophagy_in_disease_and_therapy,Epidemiology,22526935,https://openalex.org/T10587,Autophagy in Disease and Therapy,0,review,1651,88
