landmark_source,source_prize_id,award_year,category,motivation,laureates,candidate_rank,match_confidence,include_main,id,short_id,doi,title,year,cited_by_count,primary_topic_id,primary_topic
nobel,economic sciences-1995,1995,economic sciences,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",Robert E. Lucas Jr.,1,0.7633068034436458,1,https://openalex.org/W2137652298,W2137652298,10.1093/oxfordjournals.oep.a041948,SUPPLY-SIDE ECONOMICS: AN ANALYTICAL REVIEW,1990,1146,https://openalex.org/T11770,Fiscal Policy and Economic Growth
nobel,chemistry-1994,1994,chemistry,for his contribution to carbocation chemistry,George A. Olah,4,0.7631893595114068,1,https://openalex.org/W2027663346,W2027663346,10.1021/ja00319a039,Onium Ylide chemistry. 1. Bifunctional acid-base-catalyzed conversion of heterosubstituted methanes into ethylene and derived hydrocarbons. The onium ylide mechanism of the C1 .fwdarw. C2 conversion,1984,131,https://openalex.org/T11611,Cyclopropane Reaction Mechanisms
nobel,economic sciences-1987,1987,economic sciences,for his contributions to the theory of economic growth,Robert M. Solow,5,0.7629531194131145,1,https://openalex.org/W2085038761,W2085038761,10.2307/2297068,Aggregate Production Functions: Some CES Experiments,1977,57,https://openalex.org/T10393,Economic Growth and Productivity
nobel,chemistry-1990,1990,chemistry,for his development of the theory and methodology of organic synthesis,Elias James Corey,1,0.7624824451446739,1,https://openalex.org/W1965269139,W1965269139,10.1351/pac196714010019,General methods for the construction of complex molecules,1967,451,https://openalex.org/T12327,Various Chemistry Research Topics
nobel,economic sciences-2023,2023,economic sciences,for having advanced our understanding of women’s labour market outcomes,Claudia Goldin,1,0.7600044271161421,1,https://openalex.org/W2153636554,W2153636554,10.1353/foc.2013.0005,For-Profit Colleges,2013,91,https://openalex.org/T10267,Higher Education Research Studies
nobel,economic sciences-2008,2008,economic sciences,for his analysis of trade patterns and location of economic activity,Paul Krugman,5,0.7599769624223454,1,https://openalex.org/W1856151093,W1856151093,10.1093/wber/8.suppl_1.241,Urban Concentration: The Role of Increasing Returns and Transport Costs,1994,218,https://openalex.org/T11014,Regional Economics and Spatial Analysis
nobel,economic sciences-2014,2014,economic sciences,for his analysis of market power and regulation,Jean Tirole,5,0.7537042956342129,1,https://openalex.org/W3121550950,W3121550950,10.1111/j.1468-0335.2009.00843.x,Individual and Corporate Social Responsibility,2009,2216,https://openalex.org/T10115,Corporate Social Responsibility Reporting
nobel,chemistry-1992,1992,chemistry,for his contributions to the theory of electron transfer reactions in chemical systems,Rudolph A. Marcus,2,0.7526717631914366,1,https://openalex.org/W2075575242,W2075575242,10.1161/01.res.49.4.877,Measurements of coronary velocity and reactive hyperemia in the coronary circulation of humans.,1981,280,https://openalex.org/T10924,Cardiovascular Health and Disease Prevention
nobel,chemistry-2009,2009,chemistry,for studies of the structure and function of the ribosome,Venkatraman Ramakrishnan; Thomas A. Steitz; Ada E. Yonath,1,0.7523674723720679,1,https://openalex.org/W2119966574,W2119966574,10.1038/35030006,Structure of the 30S ribosomal subunit,2000,2020,https://openalex.org/T10521,RNA and protein synthesis mechanisms
nobel,chemistry-1992,1992,chemistry,for his contributions to the theory of electron transfer reactions in chemical systems,Rudolph A. Marcus,3,0.7522923381819213,1,https://openalex.org/W2025161633,W2025161633,10.1139/v59-022,ON THE THEORY OF ELECTROCHEMICAL AND CHEMICAL ELECTRON TRANSFER PROCESSES,1959,276,https://openalex.org/T11434,Electrochemical Analysis and Applications
nobel,chemistry-1992,1992,chemistry,for his contributions to the theory of electron transfer reactions in chemical systems,Rudolph A. Marcus,4,0.7514354945743755,1,https://openalex.org/W2104410814,W2104410814,10.1161/01.res.51.2.205,The effects of atrial fibrillation on atrial pressure-volume and flow relationships.,1982,194,https://openalex.org/T11255,Microfluidic and Bio-sensing Technologies
nobel,physiology or medicine-2004,2004,physiology or medicine,for their discoveries of odorant receptors and the organization of the olfactory system,Richard Axel; Linda B. Buck,1,0.7478670418896798,0,https://openalex.org/W1974326501,W1974326501,10.1016/0092-8674(94)90015-9,Information coding in the olfactory system: Evidence for a stereotyped and highly organized epitope map in the olfactory bulb,1994,1213,https://openalex.org/T10971,Olfactory and Sensory Function Studies
nobel,physics-1985,1985,physics,for the discovery of the quantized Hall effect,Klaus von Klitzing,2,0.7476169107936051,0,https://openalex.org/W2012154204,W2012154204,10.1016/0304-8853(83)90562-0,Quantized hall effect,1983,10,https://openalex.org/T10382,Quantum and electron transport phenomena
nobel,physiology or medicine-2016,2016,physiology or medicine,for his discoveries of mechanisms for autophagy,Yoshinori Ohsumi,5,0.7444466967893701,0,https://openalex.org/W2054970278,W2054970278,10.1021/cr800459r,ATG Systems from the Protein Structural Point of View,2009,80,https://openalex.org/T10587,Autophagy in Disease and Therapy
nobel,chemistry-1991,1991,chemistry,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,Richard R. Ernst,4,0.7441536613326567,0,https://openalex.org/W1972408846,W1972408846,10.1021/om00130a029,"Closed, half open, and open ferrocenes: redox behavior and electron spin resonance of the radical cations",1985,59,https://openalex.org/T10913,Molecular Junctions and Nanostructures
nobel,chemistry-2012,2012,chemistry,for studies of G-protein-coupled receptors,Robert J. Lefkowitz; Brian Kobilka,2,0.7438116332773321,0,https://openalex.org/W1988097700,W1988097700,10.1038/nature08144,The structure and function of G-protein-coupled receptors,2009,2534,https://openalex.org/T11178,Receptor Mechanisms and Signaling
nobel,physiology or medicine-1996,1996,physiology or medicine,for their discoveries concerning the specificity of the cell mediated immune defence,Peter C. Doherty; Rolf M. Zinkernagel,1,0.7435675163845942,0,https://openalex.org/W2069142618,W2069142618,10.1007/bf01576981,Models for recognition of virally modified cells by immune thymus-derived lymphocytes,1976,111,https://openalex.org/T10031,T-cell and B-cell Immunology
nobel,chemistry-1994,1994,chemistry,for his contribution to carbocation chemistry,George A. Olah,5,0.7434670451685786,0,https://openalex.org/W2048640615,W2048640615,10.1021/ja00184a061,Stable carbocations. Part 274. 2-Seco[1.1.1.1]pagodyl cation. Strong stabilization of a trivalent carbocation by carbon-carbon .sigma.-bond hyperconjugation,1989,30,https://openalex.org/T12191,Chemical Reaction Mechanisms
nobel,economic sciences-1992,1992,economic sciences,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",Gary Becker,2,0.7433341343453734,0,https://openalex.org/W2039810561,W2039810561,10.2307/2228949,A Theory of the Allocation of Time,1965,10176,https://openalex.org/T10785,Economic Theory and Institutions
nobel,chemistry-2019,2019,chemistry,for the development of lithium-ion batteries,John B. Goodenough; M. Stanley Whittingham; Akira Yoshino,1,0.7426159489942835,0,https://openalex.org/W2127965723,W2127965723,10.1039/c0ee00029a,Development and challenges of LiFePO<sub>4</sub>cathode material for lithium-ion batteries,2010,1273,https://openalex.org/T10018,Advancements in Battery Materials
nobel,economic sciences-1995,1995,economic sciences,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",Robert E. Lucas Jr.,2,0.7403527835056193,0,https://openalex.org/W4229907153,W4229907153,10.1016/0261-5606(88)90029-0,Journal of international money and finance,1988,710,https://openalex.org/T10503,Global Financial Crisis and Policies
nobel,economic sciences-1995,1995,economic sciences,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",Robert E. Lucas Jr.,3,0.7397638974429223,0,https://openalex.org/W1506556468,W1506556468,10.21034/qr.321,After Keynesian Macroeconomics,1979,474,https://openalex.org/T10007,Monetary Policy and Economic Impact
nobel,economic sciences-1984,1984,economic sciences,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,Richard Stone,1,0.7387931832918587,0,https://openalex.org/W2059572935,W2059572935,10.2307/2227743,Linear Expenditure Systems and Demand Analysis: An Application to the Pattern of British Demand,1954,1343,https://openalex.org/T10785,Economic Theory and Institutions
nobel,economic sciences-1985,1985,economic sciences,for his pioneering analyses of saving and of financial markets,Franco Modigliani,3,0.7385485295505628,0,https://openalex.org/W2136743461,W2136743461,10.2307/2534285,Stabilization Policy Ten Years After,1980,279,https://openalex.org/T10503,Global Financial Crisis and Policies
nobel,economic sciences-2023,2023,economic sciences,for having advanced our understanding of women’s labour market outcomes,Claudia Goldin,2,0.7383727759275714,0,https://openalex.org/W1991418004,W1991418004,10.1257/aer.90.4.715,Orchestrating Impartiality: The Impact of “Blind” Auditions on Female Musicians,2000,1754,https://openalex.org/T11674,Sports Analytics and Performance
nobel,economic sciences-2015,2015,economic sciences,"for his analysis of consumption, poverty, and welfare",Angus Deaton,2,0.7370232252890834,0,https://openalex.org/W1489531139,W1489531139,10.2307/3440451,"Household Saving in LDCs: Credit Markets, Insurance and Welfare",1992,200,https://openalex.org/T10517,"Financial Literacy, Pension, Retirement Analysis"
